Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,163,140,4,3,3,1,1,13020,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5747287-cercano-a-la-av-apoquindo-uda
portal inmobiliario,rm,providencia,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,66,56,2,2,1,1,1,6700,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5747283-a-pasos-de-av-pocuro-uda
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,38,38,1,1,1,1,0,4687,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5747573-las-carmelitas-metro-hernando-de-magallanes-uda
portal inmobiliario,rm,las condes,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,350,160,4,3,0,1,1,22000,https://www.portalinmobiliario.com/mlc-538861602-departamento-en-venta-de-4-dormitorios-en-las-condes-_jm
portal inmobiliario,rm,las condes,2020-07-29,aparment,nueva,-16,lanzamiento,2 semestre 2022,-16,-16,N,147,86,2,3,1,1,1,11138,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/9654-parque-estocolmo-nva
portal inmobiliario,rm,providencia,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,94,87,3,2,1,1,1,6500,https://www.portalinmobiliario.com/mlc-539013363-arturo-claro-ines-de-suarez-_jm
portal inmobiliario,rm,providencia,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,80,78,2,2,1,1,1,6900,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746300-suecia-metro-los-leones-uda
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,146,116,2,2,1,1,0,9950,https://www.portalinmobiliario.com/mlc-539000757-departamento-en-venta-de-2-dormitorios-en-las-condes-_jm
portal inmobiliario,rm,nunoa,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,Y,60,56,2,2,1,1,1,3750,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5717849-los-alerces-3330-uda
portal inmobiliario,rm,vitacura,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,90,83,2,2,1,1,0,11206,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5746508-vitacura-nuevos-123-d-uda
portal inmobiliario,rm,nunoa,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,83,73,2,2,1,1,1,6890,https://www.portalinmobiliario.com/mlc-538852073-metro-principe-de-la-gales-_jm
portal inmobiliario,rm,santiago,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,60,60,2,1,1,1,1,2900,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5746735-departamento-emplazado-en-sector-con-alta-plusvalia-de-santiago-centro-uda
portal inmobiliario,rm,nunoa,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,42,40,1,1,1,1,1,4455,https://www.portalinmobiliario.com/mlc-538847022-departamento-en-venta-de-1-dormitorio-en-nunoa-_jm
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,78,65,2,2,1,1,0,6200,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5747536-gral-carol-urzua-las-carmelitas-uda
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,108,100,3,3,1,1,0,6900,https://www.portalinmobiliario.com/mlc-539000841-departamento-en-venta-de-3-dormitorios-en-las-condes-_jm
portal inmobiliario,rm,lo barnechea,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,178,140,4,4,1,1,1,13000,https://www.portalinmobiliario.com/mlc-538861213-departamento-en-venta-de-4-dormitorios-en-lo-barnechea-_jm
portal inmobiliario,rm,santiago,2020-07-29,aparment,usada,-16,disponible,-16,50000,-16,N,31,31,1,1,1,0,1,2430,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5745350-cercano-a-metro-bellas-artes-uda
portal inmobiliario,rm,macul,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,32,28,1,1,1,1,1,1900,https://www.portalinmobiliario.com/mlc-539000885-departamento-en-venta-de-1-dormitorio-en-macul-_jm
portal inmobiliario,rm,providencia,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,81,73,2,2,1,1,1,6006,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5324352-los-leones-bustos-uda
portal inmobiliario,rm,nunoa,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,75,72,3,2,1,0,0,5000,https://www.portalinmobiliario.com/mlc-538833544-departamento-en-venta-de-3-dorm-en-nunoa-_jm
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,138,128,3,3,1,1,0,9000,https://www.portalinmobiliario.com/mlc-539013184-callao-stade-frances-_jm
portal inmobiliario,rm,las condes,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,100,95,3,2,1,1,1,9100,https://www.portalinmobiliario.com/mlc-538871191-martin-de-zamora-vespucio-_jm
portal inmobiliario,rm,santiago,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,70,70,3,2,0,0,0,4510,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5744276-departamento-a-pasos-de-parque-forestal-uda
portal inmobiliario,rm,lo barnechea,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,171,141,3,3,0,1,1,12900,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/4891743-el-roble-la-dehesa-el-tranque-uda
portal inmobiliario,rm,la florida,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,74,72,3,2,1,0,1,2621,https://www.portalinmobiliario.com/mlc-539003114-departamento-en-venta-de-3-dormitorios-en-la-florida-_jm
portal inmobiliario,rm,providencia,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,52,48,2,2,1,1,0,5600,https://www.portalinmobiliario.com/mlc-538996900-departamento-en-venta-de-2-dorm-en-providencia-_jm
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,102,92,2,2,0,1,1,9000,https://www.portalinmobiliario.com/mlc-539001138-departamento-en-venta-de-2-dormitorios-en-las-condes-_jm
portal inmobiliario,rm,providencia,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,82,75,3,2,1,1,0,5800,https://www.portalinmobiliario.com/mlc-539013302-consejo-de-indias-_jm
portal inmobiliario,rm,nunoa,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,111,100,3,3,1,1,1,8746,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5746488-nunoa-nuevos-2-3d-primeros-pisos-con-jardin-uda
portal inmobiliario,rm,la florida,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,85,75,3,2,1,1,1,3700,https://www.portalinmobiliario.com/mlc-539001998-departamento-en-venta-de-3-dormitorios-en-la-florida-_jm
portal inmobiliario,rm,nunoa,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,106,95,3,3,1,1,1,7680,https://www.portalinmobiliario.com/mlc-539005527-departamento-en-venta-de-3-dorm-en-nunoa-_jm
portal inmobiliario,rm,las condes,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,125,95,3,2,2,1,0,8400,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5746023-vasco-de-gama-fitz-roy-uda
portal inmobiliario,rm,santiago,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,51,51,2,2,0,0,1,3784,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5744895-fray-camilo-henriquez-uda
portal inmobiliario,rm,nunoa,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,92,84,3,2,1,1,1,6420,https://www.portalinmobiliario.com/mlc-538999986-departamento-en-venta-de-3-dormitorios-en-nunoa-_jm
portal inmobiliario,rm,independencia,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,Y,45,45,2,1,1,1,0,2330,https://www.portalinmobiliario.com/mlc-539002179-departamento-en-venta-de-2-dormitorios-en-independencia-_jm
portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,173,139,3,3,1,1,1,11000,https://www.portalinmobiliario.com/mlc-539000081-departamento-en-venta-de-3-dormitorios-en-las-condes-_jm
portal inmobiliario,rm,providencia,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,190,176,5,3,2,1,1,12100,https://www.portalinmobiliario.com/mlc-538873330-amplio-departamento-en-providencia-_jm
portal inmobiliario,rm,lo barnechea,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,167,140,3,4,1,0,1,12800,https://www.portalinmobiliario.com/mlc-538839501-departamento-en-venta-de-3-dorm-en-lo-barnechea-_jm
portal inmobiliario,rm,las condes,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,165,145,4,3,2,1,0,10900,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5745639-los-pozos-hernando-de-magallanes-uda
portal inmobiliario,rm,providencia,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,84,74,2,2,0,1,1,7000,https://www.portalinmobiliario.com/mlc-538866961-departamento-en-venta-de-2-dorm-en-providencia-_jm
portal inmobiliario,rm,las condes,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,50,42,1,1,1,1,1,5800,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5213224-metro-hernando-de-magallanestavelli-uda
portal inmobiliario,rm,santiago,2020-07-29,aparment,usada,-16,disponible,-16,-16,-16,N,60,60,2,2,1,1,1,4700,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5543458-morande-santo-domingo-uda
