,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
count,4016,4016,4016,4016,4016,4016,4016.0,4016,4016,4016.0,4016.0,4016,4016.0,4016.0,4016.0,4016.0,4016.0,4016.0,4016.0,4016.0,4016
unique,1,1,49,9,2,2,,6,7,,,2,,,,,,,,,3977
top,portal inmobiliario,rm,las condes,26/08/2020,aparment,usada,,disponible,-16,,,N,,,,,,,,,https://www.portalinmobiliario.com/venta/departamento/san-joaquin-metropolitana/5319-portal-la-vina-30-nva
freq,4016,4016,616,1006,2018,3958,,3913,3996,,,3484,,,,,,,,,4
mean,,,,,,,-15.59437250996016,,,3605.934013944223,-15.962649402390438,,13014.130478087649,12691.441235059761,3.205926294820717,2.402390438247012,0.9290338645418327,0.49701195219123506,0.4586653386454183,8243.678535856574,
std,,,,,,,4.232302772055948,,,20687.463733380384,0.9790326649266692,,789035.2380115553,789025.2609291798,1.3906554314645432,1.1562529177956875,0.9527798551617774,0.5015453437747087,0.49835056609635026,5900.527979077627,
min,,,,,,,-16.0,,,-16.0,-16.0,,-16.0,-16.0,1.0,1.0,0.0,0.0,0.0,1003.0,
25%,,,,,,,-16.0,,,-16.0,-16.0,,64.0,56.0,2.0,1.0,0.0,0.0,0.0,3125.0,
50%,,,,,,,-16.0,,,-16.0,-16.0,,127.0,98.0,3.0,2.0,1.0,0.0,0.0,6600.0,
75%,,,,,,,-16.0,,,-16.0,-16.0,,287.25,152.0,4.0,3.0,1.0,1.0,1.0,11990.0,
max,,,,,,,68.0,,,300000.0,16.0,,50000000.0,50000000.0,18.0,9.0,10.0,2.0,1.0,25000.0,
