SnapDate,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,Sector,SizeGroup,MtTot,MtUtil,MtTotInUtilPerc,Bdroom,Bath,Balcony,Parking,Storage,Pool,PriceUF,UFxMt2,Value,Score,Link
20200718,portal inmobiliario,rm,santiago,2020-07-14,aparment,usada,-16,Done,-16,80000,-16,N,4.0,80TO90,56,54,4.0,2,2,1.0,1,0,1,3200,57,739.0,230,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5718571-moneda-1617-departamento-1510-uda#position=49&type=item&tracking_id=dd31e79d-f174-4687-b513-02cf5440e3c0
20200718,portal inmobiliario,rm,la florida,2020-07-18,aparment,usada,-16,Done,-16,-16,7,N,2.0,GT10K,66930,61050,10.0,2,2,1.0,1,0,0,4200,0,729123.0,173600,https://www.portalinmobiliario.com/mlc-537066294-avenida-vicuna-mackenna-poniente-6839-la-florida-chile-_jm#position=34&type=item&tracking_id=b4643808-5b79-423b-b71e-66c0eda8f4af
20200718,portal inmobiliario,rm,lo prado,2020-07-17,aparment,usada,-16,Done,-16,-16,-16,Y,1.0,LT30,27,27,0.0,1,1,0.0,0,0,0,1799,66,128.0,71,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5723774-santa-petronila-uda#position=39&type=item&tracking_id=2871ab16-0b71-44d2-9814-160b89f30d30
20200718,portal inmobiliario,rm,lo barnechea,2020-07-14,aparment,usada,-16,Done,-16,-16,-16,N,3.0,80TO90,82,65,26.0,2,2,1.0,1,1,1,7450,90,987.0,132,https://www.portalinmobiliario.com/mlc-536689008-calle-robles-calle-del-candil-_jm#position=8&type=item&tracking_id=297c6311-803f-4487-9ca3-60fbbc0e9c98
20200718,portal inmobiliario,rm,las condes,2020-07-13,aparment,usada,-16,Done,-16,-16,-16,N,5.0,100TO110,134,110,22.0,3,3,1.0,0,1,0,10300,76,2063.0,200,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5537792-rosa-ohiggins-uda#position=40&type=item&tracking_id=2cfd75f3-0af5-446b-87f4-05162c454914
20200718,portal inmobiliario,rm,santiago,2020-07-16,aparment,usada,-16,Done,-16,30000,-16,Y,4.0,80TO90,52,48,8.0,1,1,1.0,1,0,1,2152,41,471.0,218,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5721961-presidente-balmaceda-2170-uda#position=39&type=item&tracking_id=ac8d6244-7835-4611-a4bb-0c0bb613d63d
20200718,portal inmobiliario,rm,las condes,2020-07-17,aparment,usada,-16,Done,-16,-16,-16,N,5.0,130TO150,161,146,10.0,5,4,1.0,2,1,1,13500,83,4066.0,301,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5723013-amplio-moderno-4-dorms-servicio-bano-visita-metro-alcantara-uda#position=49&type=item&tracking_id=4bea0174-a997-450d-a8bc-4cc27c8393d3
20200718,portal inmobiliario,rm,estacion central,2020-07-17,aparment,usada,-16,Done,-16,-16,-16,Y,1.0,80TO90,44,44,0.0,2,1,0.0,0,1,0,2658,60,341.0,128,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5723747-buzo-sobenes-uda#position=50&type=item&tracking_id=2871ab16-0b71-44d2-9814-160b89f30d30
20200718,portal inmobiliario,rm,las condes,2020-07-15,aparment,usada,-16,Done,-16,-16,-16,N,5.0,150TO2H,160,160,0.0,2,2,0.0,1,1,0,15700,98,2280.0,145,https://www.portalinmobiliario.com/mlc-536708936-departamento-en-venta-club-de-golf-los-leones-_jm#position=36&type=item&tracking_id=3c7cdc27-6fb8-461a-beba-cdea3cfc12ad
20200718,portal inmobiliario,rm,las condes,2020-07-15,aparment,usada,-16,Done,-16,-16,-16,N,5.0,80TO90,76,70,9.0,2,2,1.0,1,1,0,6300,82,1067.0,169,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5720486-metro-manquehue-uda#position=27&type=item&tracking_id=caeef881-25ea-4a1f-9476-4b991f45af80
20200718,portal inmobiliario,rm,lo prado,2020-07-13,aparment,usada,-16,Done,-16,-16,-16,N,1.0,80TO90,50,50,0.0,2,1,0.0,0,0,0,1388,27,337.0,242,https://www.portalinmobiliario.com/venta/departamento/lo-prado-metropolitana/5717821-los-copihues-5559-departamento-24-uda#position=27&type=item&tracking_id=8c362fb5-e56c-420f-ba13-7b17e458913f
20200718,portal inmobiliario,rm,las condes,2020-07-14,aparment,usada,-16,Done,-16,-16,-16,N,5.0,90TO100,106,96,10.0,2,2,1.0,1,1,0,8200,77,1475.0,179,https://www.portalinmobiliario.com/mlc-536680432-departamento-en-venta-de-2-dormitorios-en-las-condes-_jm#position=11&type=item&tracking_id=6d0f6ccc-ec2e-4767-874d-f21ee53f43cc
