Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","providencia","24/08/2020","aparment","usada","-16","disponible","-16","230000","-16","N","117","95","3","3","1","1","0","9430","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5790484-av-pocuro-club-providencia-uda"
"portal inmobiliario","rm","huechuraba","23/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","112","100","3","2","1","1","1","6190","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5790204-ciudad-empresarial-y-bosques-de-la-piramide-uda"
"portal inmobiliario","rm","nunoa","23/08/2020","aparment","usada","-16","disponible","-16","20000","-16","N","72","64","2","2","1","0","1","5200","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5789844-mojica-133-uda"
"portal inmobiliario","rm","-16","26/08/2020","aparment","nueva","-16","-16","-16","-16","-16","N","75","75","3","2","1","0","1","3727","https://www.portalinmobiliario.com/mlc-542683574-departamento-en-venta-pleno-centro-de-santiago-_jm"
"portal inmobiliario","rm","santiago","26/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","130","-16","3","2","2","1","1","6000","https://www.portalinmobiliario.com/mlc-542682200-faldeos-de-cerros-en-huechuraba-camino-la-cintura-vista-incr-_jm"
"portal inmobiliario","rm","lo barnechea","24/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","30","194","3","3","1","1","1","15700","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5791576-comodo-departamento-en-dehesa-central-uda"
"portal inmobiliario","rm","las condes","26/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","180","145","3","3","2","1","1","11900","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5795689-francisco-bilbao-sebastian-el-cano-manquehue-sur-3d3b-mas-servicios-180-m2-uda"
"portal inmobiliario","rm","lo prado","26/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","51","51","2","1","1","0","0","1631","https://www.portalinmobiliario.com/mlc-542679858-hermoso-departamento-en-lo-prado-_jm"
"portal inmobiliario","rm","las condes","23/08/2020","aparment","usada","-16","disponible","-16","140000","-16","Y","90","80","2","2","1","1","1","7990","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5790225-las-condes-con-angostura-inglesa-uda"
"portal inmobiliario","rm","estacion central","24/08/2020","aparment","usada","-16","disponible","-16","50000","-16","Y","30","30","1","1","1","1","0","1850","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5791054-metro-san-alberto-hurtado-1d-estacion-central-uda"
"portal inmobiliario","rm","lo barnechea","23/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","248","198","3","2","2","1","1","17500","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5789800-valle-del-monasterio-manquehue-oriente-uda"
"portal inmobiliario","rm","las condes","26/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","65","55","2","2","1","1","1","5850","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5795911-metro-manquehue-bajo-de-precio-uda"
"portal inmobiliario","rm","las condes","24/08/2020","aparment","usada","-16","disponible","-16","90000","-16","N","49","44","1","1","1","1","1","5200","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5792119-san-francisco-de-asis-alsacia-uda"
"portal inmobiliario","rm","las condes","24/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","147","127","3","3","1","0","1","10500","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5791770-bilbaohernando-de-magallanes-c_278244-uda"
"portal inmobiliario","rm","vitacura","24/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","112","103","3","3","1","1","0","13566","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5791020-vitacura-nuevos-123-d-uda"
"portal inmobiliario","rm","nunoa","23/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","38","38","1","1","0","0","0","3750","https://www.portalinmobiliario.com/mlc-542313854-departamento-en-venta-de-1-dorm-en-nunoa-_jm"
"portal inmobiliario","rm","las condes","22/08/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","100","100","3","2","0","1","1","8900","https://www.portalinmobiliario.com/mlc-542259546-departamento-en-venta-de-3-dorm-en-las-condes-_jm"
"portal inmobiliario","rm","vitacura","24/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","114","108","3","3","1","1","0","7465","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5791351-sector-tabancura-c_277713-uda"
"portal inmobiliario","rm","maipu","26/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","52","52","3","1","0","0","0","1180","https://www.portalinmobiliario.com/venta/departamento/maipu-metropolitana/5796327-uno-1628-uda"
"portal inmobiliario","rm","nunoa","25/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","40","39","1","1","1","1","1","4150","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5106201-irarrazaval-metro-nunoa-uda"
"portal inmobiliario","rm","las condes","24/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","110","90","3","3","1","1","0","7800","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5791854-vaticano-flandes-c_278328-uda"
"portal inmobiliario","rm","providencia","25/08/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","400","330","4","3","1","1","0","9950","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5795030-avenida-providencia-salvador-parque-balmaceda-uda"
"portal inmobiliario","rm","providencia","26/08/2020","aparment","usada","-16","disponible","-16","-16","-16","N","100","88","3","2","2","1","1","9550","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5795187-maravilloso-departamento-nuevo-con-vista-despejada-plaza-la-alcaldesa-uda"
