Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
portal inmobiliario,rm,las condes,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,N,85,85,3,2,1,1,0,6690,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5749794-metro-manquehue-uda
portal inmobiliario,rm,las condes,2020-08-04,aparment,usada,-16,disponible,-16,-16,-16,N,115,110,3,2,1,1,0,8333,https://www.portalinmobiliario.com/mlc-539664771-departamento-en-venta-de-3-dorm-en-las-condes-_jm
portal inmobiliario,rm,santiago,2020-08-02,aparment,usada,-16,disponible,-16,-16,-16,N,50,46,2,2,1,1,1,2743,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5751911-incluye-bodega-metro-republica-uda
portal inmobiliario,rm,nunoa,2020-08-02,aparment,usada,-16,disponible,-16,-16,-16,N,85,85,3,2,1,1,0,5208,https://www.portalinmobiliario.com/mlc-539276911-av-jose-pedro-alessandri-edo-castillo-velasco-_jm
portal inmobiliario,rm,providencia,2020-08-02,aparment,usada,-16,disponible,-16,-16,-16,N,80,66,1,1,1,1,0,6700,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5751501-el-vergel-2405-departamento-el-vergel-uda
portal inmobiliario,rm,nunoa,2020-08-03,aparment,usada,-16,disponible,-16,-16,9,N,78,68,2,2,1,1,1,5600,https://www.portalinmobiliario.com/mlc-539335429-espronceda-440-nunoa-chile-_jm
portal inmobiliario,rm,las condes,2020-08-04,aparment,usada,-16,disponible,-16,-16,-16,N,34,29,1,1,0,0,1,4409,https://www.portalinmobiliario.com/mlc-539683389-departamento-en-venta-de-1-dorm-en-las-condes-_jm
portal inmobiliario,rm,san miguel,2020-08-04,aparment,usada,-16,disponible,-16,-16,-16,N,48,44,2,2,1,1,1,3000,https://www.portalinmobiliario.com/mlc-539538527-av-jose-joaquin-prieto-salesiano-_jm
portal inmobiliario,rm,la cisterna,2020-08-04,aparment,usada,-16,disponible,-16,-16,-16,Y,79,73,3,2,1,1,1,3424,https://www.portalinmobiliario.com/mlc-539667642-departamento-en-venta-de-3-dorm-en-la-cisterna-_jm
portal inmobiliario,rm,las condes,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,N,290,240,3,4,1,1,0,21500,https://www.portalinmobiliario.com/mlc-539166102-departamento-en-venta-de-3-dorm-en-las-condes-_jm
