SnapDate,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,Sector,SizeGroup,MtTot,MtUtil,Bdroom,Bath,Balcony,Parking,Storage,Pool,PriceUF,UFxMt2,Value,Score,Link
20200828,portal inmobiliario,rm,independencia,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,Y,2.0,80TO90,47,44,2,1,1.0,1,0,1,2190,50.0,452.0,206,https://www.portalinmobiliario.com/mlc-542688714-gamero-independencia-especial-inversionistas-_jm
20200828,portal inmobiliario,rm,nunoa,2020-08-28,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,60,54,2,2,1.0,0,0,0,4300,80.0,648.0,150,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5799652-av-condell-uda
20200828,portal inmobiliario,rm,providencia,2020-08-28,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,120TO130,130,126,3,2,1.0,1,1,0,10500,83.0,2137.0,203,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5798791-avda-santa-maria-parque-balmaceda-uda
20200828,portal inmobiliario,rm,vitacura,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,130TO140,140,140,4,3,0.0,3,1,0,10900,78.0,3255.0,298,https://www.portalinmobiliario.com/mlc-542688794-departamento-en-vitacura-_jm
20200828,portal inmobiliario,rm,nunoa,2020-08-27,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,69,59,2,2,1.0,1,1,1,5600,95.0,913.0,163,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5798040-celerino-pereira-tobalaba-uda
20200828,portal inmobiliario,rm,santiago,2020-08-28,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,250TO3H,300000,269,4,3,1.0,0,0,0,19800,74.0,2102824.0,106203,https://www.portalinmobiliario.com/mlc-543072647-departamento-en-venta-el-remanso-_jm
20200828,portal inmobiliario,rm,santiago,2020-08-27,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,39,37,1,1,1.0,0,0,0,2361,64.0,283.0,119,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5797758-compania-de-jesus-uda
20200828,portal inmobiliario,rm,las condes,2020-08-27,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,100TO110,132,102,3,2,1.0,1,1,1,11000,108.0,1966.0,178,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5798256-los-militaresnoruega-uda
20200828,portal inmobiliario,rm,huechuraba,2020-08-28,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,110TO120,157,120,3,3,1.0,2,1,0,8100,68.0,2527.0,311,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5799616-rinconada-el-salto-895-uda
20200828,portal inmobiliario,rm,santiago,2020-08-28,aparment,usada,3,Done,-16,-16,-16,Y,4.0,80TO90,32,32,1,1,0.0,0,0,0,2000,62.0,224.0,112,https://www.portalinmobiliario.com/mlc-543084750-departamento-excelente-ubicacion-_jm
20200828,portal inmobiliario,rm,quilicura,2020-08-28,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,80TO90,43,43,2,1,0.0,0,0,0,1107,26.0,290.0,261,https://www.portalinmobiliario.com/venta/departamento/quilicura-metropolitana/5800132-caspana-222-uda
20200828,portal inmobiliario,rm,macul,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,N,2.0,80TO90,81,75,3,2,1.0,1,1,1,5000,67.0,1161.0,232,https://www.portalinmobiliario.com/mlc-542682263-espectacular-departamento-en-venta-macul-_jm
20200828,portal inmobiliario,rm,santiago,2020-08-25,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,34,32,1,1,1.0,1,1,1,2100,66.0,344.0,163,https://www.portalinmobiliario.com/mlc-542542192-departamento-en-venta-de-1-dorm-en-santiago-_jm
20200828,portal inmobiliario,rm,quilicura,2020-08-25,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,80TO90,52,52,3,1,0.0,1,1,0,1003,19.0,585.0,583,https://www.portalinmobiliario.com/venta/departamento/quilicura-metropolitana/5794203-camilo-henriquez-670-uda
20200828,portal inmobiliario,rm,providencia,2020-08-27,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,45,45,1,1,0.0,0,0,1,4847,108.0,371.0,76,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5797531-av-suecia-metro-los-leones-uda
