SnapDate,Srce,Province,PublishedDate,PropertyType,PropertyState,Bdroom,Bath,Parking,PriceUF,MtTot,UFxMt2,ValueScore,Score,Link
20200707,toctoc,Las Condes,11/22/2019,Aparment,usada,3,3,1,5729,115.5,49,3003,524,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/iv-centenario-con-parque-interiores-bilbao-mall-portal-la-reina-los-dominicos/1360213?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,08/06/2020,Aparment,usada,3,2,1,6895,114.0,60,2508,363,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/marco-polo-monte-alegre/1493318?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,09/25/2019,Aparment,usada,3,3,2,6990,120.0,58,3360,480,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/mall-sport-plaza-san-enrique/1323149?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,07/02/2020,Aparment,usada,4,3,2,6900,120.0,57,3840,556,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/pontevedra-nor-oriente/1417737?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,01/19/2020,Aparment,usada,3,2,1,6200,120.0,51,2640,425,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/vespucio-metro-escuela-militar/1403605?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,06/17/2019,Aparment,usada,3,2,2,6597,115.5,57,2772,420,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/hermoso-y-amplio-departamento-en-las-condes/1252877?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,03/06/2020,Aparment,usada,3,2,1,5902,105.0,56,2310,391,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/sebastian-elcano-colon/1327830?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,10/16/2018,Aparment,usada,4,3,0,7000,110.0,63,3080,440,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/departamento-las-condes/1100407?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,09/03/2020,Aparment,usada,3,3,1,5900,115.5,51,3003,508,https://www.toctoc.com/propiedades/compraparticularsr/departamento/las-condes/iv-centenario-las-condes/1439746?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,05/07/2020,Aparment,usada,3,2,1,6100,115.5,52,2541,416,https://www.toctoc.com/propiedades/compraparticularsr/departamento/las-condes/av-americo-vespucio-escuela-militar-las-condes/1510667?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,02/26/2020,Aparment,usada,4,3,2,6900,120.0,57,3840,556,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/pontevedra-nor-oriente/1430047?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,12/05/2020,Aparment,usada,3,2,1,6300,115.5,54,2541,403,https://www.toctoc.com/propiedades/compraparticularsr/departamento/las-condes/francisco-bilbao-8080-las-condes/1478168?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,06/12/2019,Aparment,usada,3,2,2,6950,107.0,64,2568,369,https://www.toctoc.com/propiedades/compracorredorasr/departamento/las-condes/pontevedra/1373530?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,10/01/2020,House,usada,4,2,0,5555,112.0,49,2688,483,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/francisca/1396509?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,04/15/2020,House,usada,3,0,1,6875,115.5,59,1617,235,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/rotonda-atenas/1459652?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,02/25/2020,House,usada,4,2,0,6060,105.0,57,2520,415,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/casa-pasaje-cerrado-las-condes/1429545?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,11/05/2020,House,usada,4,2,2,5555,115.5,48,3234,582,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/paul-harris-vital-apoquindo/1343422?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,05/29/2020,House,usada,3,1,0,6250,115.5,54,1848,295,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/casa-3d-1b-colon/1487815?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,01/07/2019,House,usada,3,2,0,4687,115.5,40,2310,492,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/diaguitas/1251336?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,05/29/2020,House,usada,3,1,0,6250,115.5,54,1848,295,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/casa-3d-1b-colon/1487814?o=resultado_lista_seo_info
20200707,toctoc,Las Condes,01/20/2020,House,usada,4,2,1,6041,115.5,52,3003,497,https://www.toctoc.com/propiedades/compracorredorasr/casa/las-condes/casa-2-pisos-en-excelente-sector-residencial/1404106?o=resultado_lista_seo_info
20200707,toctoc,Vitacura,08/04/2020,Aparment,usada,3,2,1,6390,115.5,55,2541,397,https://www.toctoc.com/propiedades/compraparticularsr/departamento/vitacura/lo-matta-1311-12-vitacura/1456709?o=resultado_lista_seo_info
