Srce,Province,PublishedDate,PropertyType,PropertyState,Bdroom,Bath,Parking,PriceUF,MtTot,UFxMt2,ValueScore,Score,Link
portal inmobiliario,Nunoa,06/23/2020,Aparment,usada,3,2,1,6250,106,58,2332,373,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5680014-metro-nunoa-uda#position=19&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/24/2020,Aparment,usada,3,2,1,6490,103,63,2266,349,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5681750-cercano-al-metro-chileespana-uda#position=18&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/06/2020,Aparment,usada,3,4,2,6985,101,69,3232,462,https://www.portalinmobiliario.com/MLC-530684021-propiedad-en-hernan-cortes-ricardo-lyon-_JM#position=36&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/30/2020,Aparment,usada,3,2,1,6076,100,60,2200,362,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5690050-vive-la-vida-de-barrio-de-nunoa-el-aguilucho-uda#position=14&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,04/16/2020,Aparment,usada,4,3,2,6800,111,61,3552,522,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5352105-gran-gran-oportunidad-holanda-chile-espana-orientacion-oriente-plaza-nunoa-nunoa-uda#position=4&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,05/07/2020,Aparment,usada,4,3,1,6250,106,58,3180,508,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5703572-metro-chile-espana-uda#position=7&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,07/07/2020,Aparment,usada,3,3,3,7000,106,66,3180,454,https://www.portalinmobiliario.com/MLC-535749515-ricardo-lyon-hernan-cortes-_JM#position=3&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,03/18/2020,Aparment,usada,4,4,2,6600,115,57,4140,627,https://www.portalinmobiliario.com/MLC-522359243-propiedad-en-los-cerezos-nor-oriente-_JM#position=12&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,06/16/2020,Aparment,usada,3,2,2,6500,172,37,4128,635,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5667227-metro-chile-espana-plaza-nunoa-uda#position=22&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,09/06/2020,Aparment,usada,3,2,1,6255,107,58,2354,376,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5657317-duble-almeyda-pedro-de-valdivia-uda#position=31&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,04/21/2020,Aparment,usada,3,3,2,6900,100,69,2800,405,https://www.portalinmobiliario.com/MLC-524329185-departamento-en-venta-metro-simon-bolivar-_JM#position=3&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,10/06/2020,Aparment,usada,3,2,1,6423,103,62,2266,352,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5657667-departamento-cercano-a-plaza-nunoa-uda#position=30&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/06/2020,Aparment,usada,3,3,2,6150,110,55,3080,500,https://www.portalinmobiliario.com/MLC-530683938-brown-sur-plaza-nunoa-irarrazaval-_JM#position=37&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,03/30/2020,Aparment,usada,3,3,2,6700,100,67,2800,417,https://www.portalinmobiliario.com/MLC-522930973-departamento-en-venta-hospital-de-carabineros-_JM#position=8&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,01/29/2020,Aparment,usada,3,2,1,5600,101,55,2222,396,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5391499-av-jose-pedro-alessandri-eduardo-castillo-velasco-uda#position=22&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,05/03/2020,Aparment,usada,3,2,1,6200,160,38,3520,567,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5049033-augusto-villanueva-irarrazaval-uda#position=18&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,07/07/2020,Aparment,usada,3,2,1,6500,104,62,2288,352,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5708094-impecable-departamento-a-pasos-de-irarrazabal-metro-plaza-egana-uda#position=1&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/06/2020,Aparment,usada,3,4,2,6985,101,69,3232,462,https://www.portalinmobiliario.com/MLC-530684038-propiedad-en-hernan-cortes-av-pedro-de-valdivia-_JM#position=35&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,01/07/2020,Aparment,usada,4,2,1,6600,111,59,2886,437,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5691828-sucre-pedro-de-valdivia-uda#position=13&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,07/05/2020,Aparment,usada,3,2,1,6740,110,61,2420,359,https://www.portalinmobiliario.com/MLC-525806630-moderno-departamento-en-nunoai-entre-metros-plaza-egana-y-los-orientales-_JM#position=49&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/03/2020,Aparment,usada,3,2,2,6567,100,65,2400,365,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5476484-campus-oriente--uda#position=17&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,05/19/2020,Aparment,usada,4,4,1,7000,135,51,4590,655,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5193096-avenida-irarrazaval-jorge-washington-uda#position=42&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/14/2020,Aparment,usada,3,2,1,6700,110,60,2420,361,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5565519-managua-2222-uda#position=25&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,07/07/2020,Aparment,usada,3,3,2,6423,110,58,3080,479,https://www.portalinmobiliario.com/MLC-535749543-suarez-mujica-salvador-_JM#position=2&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,04/21/2020,Aparment,usada,3,3,2,6458,115,56,3220,498,https://www.portalinmobiliario.com/MLC-524329818-departamento-en-venta-metro-nunoa-_JM#position=2&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,03/07/2020,Aparment,usada,3,2,1,6350,103,61,2266,356,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5644168-amplitud-confort-conectividad-barrio-en-pleno-nunoa-uda#position=12&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,03/18/2020,Aparment,usada,3,3,2,6423,115,55,3220,501,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5515452-avenida-salvador-2936-departamento-104-uda#position=13&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,03/07/2020,Aparment,usada,3,2,2,6990,106,65,2544,363,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5695541-avenida-ossa-simon-bolivar-uda#position=11&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,03/06/2020,Aparment,usada,3,2,1,5750,109,52,2398,417,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5645132-metro-irarrazaval-fdez-concha-uda#position=38&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/20/2020,Aparment,usada,3,2,1,6490,101,64,2222,342,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5621730-exequiel-fernandez-576-uda#position=41&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/27/2020,Aparment,usada,3,2,1,6370,103,61,2266,355,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5686363-francisco-de-villagra-77-nunoa-departamento-1803-uda#position=16&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/07/2020,Aparment,usada,3,2,1,5381,105,51,2310,429,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5705266-metro-chileespana-uda#position=6&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/15/2020,Aparment,usada,3,3,2,6700,100,67,2800,417,https://www.portalinmobiliario.com/MLC-532283729-departamento-en-venta-metro-plaza-egana-_JM#position=24&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,09/06/2020,Aparment,usada,3,2,1,6700,125,53,2750,410,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5656197-exequiel-fernandez-835-uda#position=33&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/05/2020,Aparment,usada,3,2,1,6700,100,67,2200,328,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5591955-jose-domingo-canas-2001-uda#position=50&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,02/13/2020,Aparment,usada,3,2,1,7000,101,69,2222,317,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5309992-sucre-antonio-varas-uda#position=20&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,11/06/2020,Aparment,usada,3,2,1,6700,110,60,2420,361,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5659806-manuel-montt-simon-bolivar-uda#position=28&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,12/06/2020,Aparment,usada,4,2,1,6480,121,53,3146,485,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5659053-duble-almeyda-metro-nunoa-uda#position=27&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,03/07/2020,Aparment,usada,3,2,1,7000,113,61,2486,355,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5697429-duble-almeyda-2942-uda#position=9&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/30/2020,Aparment,usada,3,3,2,5555,103,53,2884,519,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5688540-villaseca-diagonal-orientehernan-cortes-uda#position=15&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/17/2020,Aparment,usada,4,2,1,6650,110,60,2860,430,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5615455-sucre-av-pero-de-valdivia-uda#position=44&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,03/07/2020,Aparment,usada,3,2,1,5763,100,57,2200,381,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5697520-antonio-varas-bretana-uda#position=8&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,02/17/2020,Aparment,usada,3,3,3,6527,102,63,3060,468,https://www.portalinmobiliario.com/MLC-520436306-propiedad-en-sucre-a-varas-metro-eyzaguirre-_JM#position=19&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,05/03/2020,Aparment,usada,3,2,1,6940,101,68,2222,320,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5363026-pedro-de-valdivia-3000-uda#position=16&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,06/03/2020,Aparment,usada,3,2,2,6700,112,59,2688,401,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5363466-exequiel-fernandez-881-uda#position=14&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,09/06/2020,Aparment,usada,4,3,1,5400,140,38,4200,777,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5571057-departamento-en-nunoa-cercano-a-rodrigo-de-araya-y-avda-macul-uda#position=32&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,07/07/2020,Aparment,usada,4,2,1,6700,115,58,2990,446,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5707367-duble-de-almeyda-campo-de-deportes-uda#position=4&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,02/06/2020,Aparment,usada,3,2,1,6770,118,57,2596,383,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5643811-general-gorostiaga-echenique-patio-uda#position=39&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,03/30/2020,Aparment,usada,4,4,3,6300,126,50,4788,760,https://www.portalinmobiliario.com/MLC-522932439-departamento-en-venta-plaza-nunoa-_JM#position=7&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,04/21/2020,Aparment,usada,3,3,2,6253,130,48,3640,582,https://www.portalinmobiliario.com/MLC-524330139-departamento-en-venta-parque-san-eugenio-_JM#position=1&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,07/07/2020,Aparment,usada,3,2,1,6580,109,60,2398,364,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5707172-campoamor-485-departamento-1301-uda#position=5&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/22/2020,Aparment,usada,4,2,1,6500,115,56,2990,460,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5678239-duble-almeyda-campos-de-deporte-uda#position=20&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/18/2020,Aparment,usada,3,2,1,5850,103,56,2266,387,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5617786-francisco-de-villagra-uda#position=43&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/16/2020,Aparment,usada,3,1,1,3993,100,39,1800,450,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5666755-calle-los-jazmines-1155-departamento-105-uda#position=23&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,06/06/2020,Aparment,usada,3,2,2,5572,100,55,2400,430,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5651037-suarez-mujica-con-seminario-amplio-impecable-uda#position=34&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,05/03/2020,Aparment,usada,4,3,1,6076,106,57,3180,523,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5477699-eduardo-castillo-velasco-exequiel-fernandez-uda#position=15&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,06/19/2020,Aparment,usada,3,3,1,6950,100,69,2600,374,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5673479-metro-plaza-egana-uda#position=21&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee
portal inmobiliario,Nunoa,04/15/2020,Aparment,usada,3,2,2,6400,101,63,2424,378,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5560231-av-irarrazaval-antonio-varas-2-estacionamientos-uda#position=6&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404
portal inmobiliario,Nunoa,08/05/2020,House,usada,3,1,3,6250,207,30,4554,728,https://www.portalinmobiliario.com/venta/casa/nunoa-metropolitana/5600255-luis-alberto-heiremans-rodrigo-de-araya-uda#position=7&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Nunoa,07/05/2020,House,usada,3,3,3,5902,110,53,3300,559,https://www.portalinmobiliario.com/MLC-525806473-casa-en-venta-metro-plaza-egana-_JM#position=8&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Nunoa,06/16/2020,House,usada,4,2,2,6650,180,36,5040,757,https://www.portalinmobiliario.com/venta/casa/nunoa-metropolitana/5667747-las-palmeras-nunoa-uda#position=12&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Nunoa,07/07/2020,House,usada,4,2,1,5229,130,40,3380,646,https://www.portalinmobiliario.com/venta/casa/nunoa-metropolitana/5707150-la-verbena-hamburgo-uda#position=1&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Nunoa,04/26/2020,House,usada,4,2,1,4850,150,32,3900,804,https://www.portalinmobiliario.com/venta/casa/nunoa-metropolitana/5577784-juan-moya-rodrigo-de-araya-uda#position=9&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Nunoa,06/16/2020,House,usada,3,2,3,4340,130,33,3380,778,https://www.portalinmobiliario.com/venta/casa/nunoa-metropolitana/5667926-hermosa-casa-muy-bien-mantenida-villa-olimpica-amplia-metro-supermercado-tasacion-bancaria-uda#position=3&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Nunoa,04/23/2020,House,usada,3,3,2,6797,300,22,8400,1235,https://www.portalinmobiliario.com/MLC-524432682-casa-en-venta-los-espinos-macul-_JM#position=10&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Nunoa,12/05/2020,House,usada,4,2,1,3993,125,31,3250,813,https://www.portalinmobiliario.com/venta/casa/nunoa-metropolitana/5519686-guillermo-mann-calle-1-uda#position=6&type=item&tracking_id=473f4d6c-e2d2-4173-89ee-e6579b14165d
portal inmobiliario,Providencia,06/03/2020,Aparment,usada,4,3,1,6980,113,61,3390,485,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5439379-suecia-carlos-antunez-uda#position=35&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,03/17/2020,Aparment,usada,3,2,1,6500,102,63,2244,345,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5513692-metro-pedro-de-valdivia-providencia-uda#position=33&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,05/06/2020,Aparment,usada,4,5,3,6990,127,55,5334,763,https://www.portalinmobiliario.com/MLC-530683961-propiedad-en-av-manuel-montt-av-francisco-bilbao-_JM#position=14&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,01/13/2020,Aparment,usada,3,2,1,6250,102,61,2244,359,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5349177-excelente-departamento-a-pasos-de-providencia-uda#position=37&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,07/05/2020,Aparment,usada,3,2,1,7000,150,46,3300,471,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5598526-amplio-departamento-con-jardin-metro-tobalaba-uda#position=26&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,08/05/2020,Aparment,usada,3,2,1,6500,110,59,2420,372,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5602387-amapolas-2081-uda#position=25&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,05/25/2020,Aparment,usada,4,3,1,7000,126,55,3780,540,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5586614-francisco-bilbao-3775-uda#position=20&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,03/18/2020,Aparment,usada,3,3,3,6523,104,62,3120,478,https://www.portalinmobiliario.com/MLC-522359238-propiedad-en-arturo-claro-parque-ines-de-suarez-_JM#position=31&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,06/18/2020,Aparment,usada,3,4,2,6750,122,55,3904,578,https://www.portalinmobiliario.com/MLC-533014407-suecia-lota-metro-los-leones-_JM#position=8&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,04/05/2020,Aparment,usada,4,3,1,7000,143,48,4290,612,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5589423-maginifica-vistapiso-25orienteamplios-espaciosa-pasos-del-metrooportunidad-uda#position=27&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,02/06/2020,Aparment,usada,3,2,1,6900,113,61,2486,360,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5589440-genova-perdo-de-valdivia-uda#position=17&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,06/22/2020,Aparment,usada,3,2,1,6423,100,64,2200,342,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5591004-maravillosa-vista-av-santa-maria-uda#position=5&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,07/02/2020,Aparment,usada,3,3,1,6388,130,49,3380,529,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5413940-antonio-bellet-perez-valenzuela-uda#position=36&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,06/15/2020,Aparment,usada,3,3,2,6388,110,58,3080,482,https://www.portalinmobiliario.com/MLC-532282511-departamento-en-venta-metro-pedro-de-valdivia-_JM#position=9&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,06/19/2020,Aparment,usada,3,4,2,6944,130,53,4160,599,https://www.portalinmobiliario.com/MLC-533235072-lota-holanda-_JM#position=7&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,06/25/2020,Aparment,usada,3,2,1,6990,210,33,4620,660,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5683455-departamento-primer-piso-con-amplio-patio-privado-ubicado-en-pio-x-con-holanda-uda#position=3&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,08/06/2020,Aparment,usada,4,2,1,6400,153,41,3978,621,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5654949-miguel-claro-con-bilbao-uda#position=11&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,03/18/2020,Aparment,usada,3,3,3,6523,104,62,3120,478,https://www.portalinmobiliario.com/MLC-522359193-propiedad-en-arturo-claro-parque-ines-de-suarez-_JM#position=32&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,05/17/2020,Aparment,usada,4,3,1,6975,126,55,3780,541,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5615079-metro-los-leones-uda#position=22&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,06/22/2020,Aparment,usada,4,3,1,7000,143,48,4290,612,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5607764-maginifica-vistapiso-25orienteamplios-espaciosa-pasos-del-metrooportunidad-uda#position=4&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,05/06/2020,Aparment,usada,3,2,1,6875,115,59,2530,368,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5650436-a-pasos-metro-manuel-montt-uda#position=12&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,12/05/2020,Aparment,usada,4,2,1,7000,111,63,2886,412,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5609587-suecia-carlos-antunez-recien-remodelado-uda#position=40&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,10/05/2020,Aparment,usada,3,2,1,6250,105,59,2310,369,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5603952-metro-pedro-de-valdivia-uda#position=24&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,11/03/2020,Aparment,usada,4,3,1,7000,143,48,4290,612,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5497948-maginifica-vistapiso-25orienteamplios-espaciosa-pasos-del-metrooportunidad-uda#position=34&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,03/26/2020,Aparment,usada,3,3,2,6900,120,57,3360,486,https://www.portalinmobiliario.com/MLC-522728812-propiedad-en-lotalos-leones-_JM#position=30&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,04/06/2020,Aparment,usada,3,2,1,6900,104,66,2288,331,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5645895-ricardo-lyon-bustos-uda#position=15&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,12/05/2020,Aparment,usada,3,2,1,6450,100,64,2200,341,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5607307-roman-diaz-manuel-a-maira-uda#position=23&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,03/01/2020,Aparment,usada,3,3,2,6790,100,67,2800,412,https://www.portalinmobiliario.com/MLC-518231503-propiedad-en-metro-pedro-de-valdivia-_JM#position=38&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,02/07/2020,Aparment,usada,3,2,1,6580,104,63,2288,347,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5669728-francisco-bilbao-ricardo-lyon-uda#position=2&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,06/13/2020,Aparment,usada,3,2,1,6500,102,63,2244,345,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5662665-barrio-italia-metro-estacion-santa-isabel-y-parque-bustamante-uda#position=10&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
portal inmobiliario,Providencia,03/07/2020,Aparment,usada,3,2,1,6500,100,65,2200,338,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5695376-barrio-italia-metro-estacion-santa-isabel-y-parque-bustamante-barrio-italia-providencia-uda#position=1&type=item&tracking_id=f973b25a-3cb2-42df-90e6-e838c3557883
