SnapDate,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,Sector,SizeGroup,MtTot,MtUtil,Bdroom,Bath,Balcony,Parking,Storage,Pool,PriceUF,UFxMt2,Value,Score,Link
20200826,portal inmobiliario,rm,providencia,2020-08-24,aparment,usada,-16,disponible,-16,230000,-16,N,5.0,90TO100,117,95,3,3,1.0,1,1,0,9430,99.0,1946.0,206,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5790484-av-pocuro-club-providencia-uda
20200826,portal inmobiliario,rm,huechuraba,2020-08-23,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,90TO100,112,100,3,2,1.0,1,1,1,6190,62.0,1650.0,266,https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5790204-ciudad-empresarial-y-bosques-de-la-piramide-uda
20200826,portal inmobiliario,rm,nunoa,2020-08-23,aparment,usada,-16,disponible,-16,20000,-16,N,4.0,80TO90,72,64,2,2,1.0,1,0,1,5200,81.0,907.0,174,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5789844-mojica-133-uda
20200826,portal inmobiliario,rm,-16,2020-08-26,aparment,nueva,-16,-16,-16,-16,-16,N,-16.0,80TO90,75,75,3,2,0.0,1,0,1,3727,50.0,0.0,0,https://www.portalinmobiliario.com/mlc-542683574-departamento-en-venta-pleno-centro-de-santiago-_jm
20200826,portal inmobiliario,rm,santiago,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,120TO130,130,-16,3,2,0.0,2,1,1,6000,46.0,910.0,151,https://www.portalinmobiliario.com/mlc-542682200-faldeos-de-cerros-en-huechuraba-camino-la-cintura-vista-incr-_jm
20200826,portal inmobiliario,rm,lo barnechea,2020-08-24,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,190TO2H,30,194,3,3,0.0,1,1,1,15700,523.0,2214.0,141,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5791576-comodo-departamento-en-dehesa-central-uda
20200826,portal inmobiliario,rm,las condes,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,140TO150,180,145,3,3,1.0,2,1,1,11900,82.0,3299.0,277,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5795689-francisco-bilbao-sebastian-el-cano-manquehue-sur-3d3b-mas-servicios-180-m2-uda
20200826,portal inmobiliario,rm,lo prado,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,N,1.0,80TO90,51,51,2,1,0.0,1,0,0,1631,32.0,420.0,257,https://www.portalinmobiliario.com/mlc-542679858-hermoso-departamento-en-lo-prado-_jm
20200826,portal inmobiliario,rm,las condes,2020-08-23,aparment,usada,-16,disponible,-16,140000,-16,Y,5.0,80TO90,90,80,2,2,1.0,1,1,1,7990,100.0,1281.0,160,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5790225-las-condes-con-angostura-inglesa-uda
20200826,portal inmobiliario,rm,estacion central,2020-08-24,aparment,usada,-16,disponible,-16,50000,-16,Y,1.0,LT30,30,30,1,1,0.0,1,1,0,1850,62.0,217.0,117,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5791054-metro-san-alberto-hurtado-1d-estacion-central-uda
20200826,portal inmobiliario,rm,lo barnechea,2020-08-23,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,190TO2H,248,198,3,2,1.0,2,1,1,17500,88.0,3760.0,214,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5789800-valle-del-monasterio-manquehue-oriente-uda
20200826,portal inmobiliario,rm,las condes,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,65,55,2,2,1.0,1,1,1,5850,106.0,899.0,153,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5795911-metro-manquehue-bajo-de-precio-uda
20200826,portal inmobiliario,rm,las condes,2020-08-24,aparment,usada,-16,disponible,-16,90000,-16,N,5.0,80TO90,49,44,1,1,1.0,1,1,1,5200,118.0,517.0,99,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5792119-san-francisco-de-asis-alsacia-uda
20200826,portal inmobiliario,rm,las condes,2020-08-24,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,120TO130,147,127,3,3,1.0,1,0,1,10500,83.0,2463.0,234,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5791770-bilbaohernando-de-magallanes-c_278244-uda
20200826,portal inmobiliario,rm,vitacura,2020-08-24,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,100TO110,112,103,3,3,1.0,1,1,0,13566,132.0,1998.0,147,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5791020-vitacura-nuevos-123-d-uda
20200826,portal inmobiliario,rm,nunoa,2020-08-23,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,38,38,1,1,0.0,0,0,0,3750,99.0,266.0,70,https://www.portalinmobiliario.com/mlc-542313854-departamento-en-venta-de-1-dorm-en-nunoa-_jm
20200826,portal inmobiliario,rm,las condes,2020-08-22,aparment,usada,-16,disponible,-16,-16,-16,Y,5.0,90TO100,100,100,3,2,0.0,0,1,1,8900,89.0,1525.0,171,https://www.portalinmobiliario.com/mlc-542259546-departamento-en-venta-de-3-dorm-en-las-condes-_jm
20200826,portal inmobiliario,rm,vitacura,2020-08-24,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,100TO110,114,108,3,3,1.0,1,1,0,7465,69.0,2070.0,277,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5791351-sector-tabancura-c_277713-uda
20200826,portal inmobiliario,rm,maipu,2020-08-26,aparment,usada,-16,disponible,-16,-16,-16,N,1.0,80TO90,52,52,3,1,0.0,0,0,0,1180,23.0,455.0,385,https://www.portalinmobiliario.com/venta/departamento/maipu-metropolitana/5796327-uno-1628-uda
20200826,portal inmobiliario,rm,nunoa,2020-08-25,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,40,39,1,1,1.0,1,1,1,4150,106.0,413.0,99,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5106201-irarrazaval-metro-nunoa-uda
20200826,portal inmobiliario,rm,las condes,2020-08-24,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,110,90,3,3,1.0,1,1,0,7800,87.0,1837.0,235,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5791854-vaticano-flandes-c_278328-uda
