Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","las condes","29/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","124","115","3","3","2","1","0","9839","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5746009-martin-de-zamora-uda"
"portal inmobiliario","rm","nunoa","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","80","70","3","2","1","1","1","4965","https://www.portalinmobiliario.com/mlc-539013407-antonio-varas-s-bolivar-_jm"
"portal inmobiliario","rm","vitacura","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","155","130","4","4","1","1","0","11700","https://www.portalinmobiliario.com/mlc-539013091-vitacura-nor-oriente-_jm"
"portal inmobiliario","rm","nunoa","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","100","93","3","2","1","1","0","6150","https://www.portalinmobiliario.com/mlc-538997822-departamento-en-venta-de-3-dorm-en-nunoa-_jm"
"portal inmobiliario","rm","la reina","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","106","106","3","2","1","1","1","7980","https://www.portalinmobiliario.com/venta/departamento/la-reina-metropolitana/5748911-av-americo-vespucio-ernesto-hevia-uda"
"portal inmobiliario","rm","lo barnechea","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","180","138","4","4","2","1","1","12900","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5748237-portal-la-dehesa-uda"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","40","37","1","1","0","0","0","2200","https://www.portalinmobiliario.com/mlc-539001459-departamento-en-venta-de-1-dormitorio-en-santiago-_jm"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","50","47","2","2","0","1","1","3350","https://www.portalinmobiliario.com/mlc-539013159-metro-u-de-chile-est-y-bdga-_jm"
"portal inmobiliario","rm","nunoa","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","73","69","2","2","1","1","1","4900","https://www.portalinmobiliario.com/mlc-539016801-departamento-en-venta-de-2-dorm-en-nunoa-_jm"
"portal inmobiliario","rm","san miguel","29/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","34","34","1","1","0","1","0","2060","https://www.portalinmobiliario.com/mlc-538874531-tercera-transversal-san-miguel-piso-7-_jm"
