SnapDate,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,Sector,SizeGroup,MtTot,MtUtil,MtTotInUtilPerc,Bdroom,Bath,Balcony,Parking,Storage,Pool,PriceUF,UFxMt2,Value,Score,Link
20200723,portal inmobiliario,rm,vitacura,2020-07-22,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,90,72,25.0,2,2,1.0,1,1,1,8750,122.0,1207.0,137,https://www.portalinmobiliario.com/mlc-537819926-mar-jonico-las-tranqueras-dpto-mariposa-_jm
20200723,portal inmobiliario,rm,providencia,2020-07-17,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,42,40,5.0,1,1,1.0,0,1,1,3900,98.0,397.0,101,https://www.portalinmobiliario.com/mlc-537029905-departamento-en-venta-de-1-dorm-en-providencia-_jm
20200723,portal inmobiliario,rm,las condes,2020-07-22,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,120TO130,144,122,18.0,3,3,1.0,1,1,1,11900,98.0,2517.0,211,https://www.portalinmobiliario.com/mlc-537802148-carlos-lira-infante-manquehue-sur-colon-_jm
20200723,portal inmobiliario,rm,santiago,2020-07-17,aparment,usada,-16,disponible,-16,-16,-16,Y,4.0,80TO90,78,70,11.0,2,2,1.0,1,1,0,5100,73.0,1024.0,200,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5724036-santo-domingo-1450-uda
20200723,portal inmobiliario,rm,santiago,2020-07-21,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,44,44,0.0,2,1,0.0,1,0,0,2290,52.0,462.0,201,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5729017-maturana-uda
20200723,portal inmobiliario,rm,vitacura,2020-07-20,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,130TO140,166,140,19.0,3,4,1.0,3,1,0,13700,98.0,3572.0,260,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/4679146-el-tamarugo-las-hualtatas-3-estacionamientos-2-bodegas-uda
20200723,portal inmobiliario,rm,nunoa,2020-07-22,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,92,75,23.0,3,2,1.0,1,1,1,5500,73.0,1349.0,245,https://www.portalinmobiliario.com/mlc-537822532-suarez-mujica-av-grecia-metro-irarrazaval-_jm
20200723,portal inmobiliario,rm,estacion central,2020-07-17,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,LT30,28,28,0.0,1,1,0.0,0,0,0,1799,64.0,133.0,73,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5723816-las-rejas-norte-uda
20200723,portal inmobiliario,rm,nunoa,2020-01-23,aparment,nueva,-16,venta en verde,2 semestre 2021,-16,-16,N,4.0,80TO90,35,31,13.0,1,1,1.0,1,1,1,2591,84.0,342.0,131,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/9221-edificio-zanartu-1111-nva
20200723,portal inmobiliario,rm,las condes,2020-07-20,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,50,40,25.0,1,1,1.0,1,1,1,5800,145.0,495.0,85,https://www.portalinmobiliario.com/mlc-537502354-cerro-colorado-parque-juanpablo-ii-_jm
20200723,portal inmobiliario,rm,san miguel,2020-01-23,aparment,nueva,-16,entrega inmediata,-16,-16,-16,N,2.0,80TO90,43,37,16.0,1,1,1.0,1,1,1,2347,63.0,354.0,150,https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/8747-jardines-de-septima-avenida-nva
20200723,portal inmobiliario,rm,nunoa,2020-07-20,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,75,70,7.0,3,2,1.0,1,1,1,5470,78.0,1188.0,217,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5727139-dr-johowav-grecia-c_260114-uda
20200723,portal inmobiliario,rm,lo barnechea,2020-01-23,aparment,nueva,-16,entrega inmediata,-16,-16,-16,N,3.0,90TO100,120,99,21.0,2,2,1.0,1,1,0,11067,112.0,1423.0,128,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/8378-anne-park-nva
