SnapDate,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,Sector,SizeGroup,MtTot,MtUtil,MtTotInUtilPerc,Bdroom,Bath,Balcony,Parking,Storage,Pool,PriceUF,UFxMt2,Value,Score,Link
20200721,portal inmobiliario,rm,santiago,2020-07-16,aparment,usada,-16,disponible,-16,-16,-16,Y,4.0,LT30,22,22,0.0,1,1,0.0,1,0,0,1710,78.0,187.0,109,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722472-cienfuegos-78-uda
20200721,portal inmobiliario,rm,la reina,2020-07-14,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,80TO90,84,70,20.0,2,2,1.0,0,1,0,6100,87.0,888.0,145,https://www.portalinmobiliario.com/mlc-536699804-departamento-en-venta-de-2-dorm-en-nunoa-_jm
20200721,portal inmobiliario,rm,providencia,2020-07-15,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,68,68,0.0,2,2,0.0,0,1,0,5879,86.0,867.0,147,https://www.portalinmobiliario.com/mlc-536817725-manuel-montt-providencia-_jm
20200721,portal inmobiliario,rm,lo barnechea,2020-07-20,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,130TO150,230,140,64.0,4,4,1.0,2,1,1,14900,106.0,4092.0,274,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5726223-la-dehesa-4d-nuevo-con-patio-uda
20200721,portal inmobiliario,rm,san miguel,2020-07-16,aparment,usada,-16,disponible,-16,-16,-16,N,2.0,80TO90,71,-16,-16.0,2,2,0.0,0,1,1,4100,58.0,312.0,76,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722685-alcalde-pedro-alarcon-metro-el-llano-r-uda
20200721,portal inmobiliario,rm,las condes,2020-07-18,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,150TO2H,165,165,0.0,4,4,0.0,2,1,1,13000,79.0,4001.0,307,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5724507-hnos-cabot-uda
20200721,portal inmobiliario,rm,lo barnechea,2020-07-20,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,2HTO250,225,205,10.0,3,4,1.0,1,1,1,17000,83.0,4206.0,247,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5726272-huinganal-mon-a-rodriguez-c_259606-uda
20200721,portal inmobiliario,rm,providencia,2020-07-15,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,130TO150,238,131,82.0,2,3,1.0,0,1,1,13985,107.0,2737.0,195,https://www.portalinmobiliario.com/mlc-536804298-departamento-en-venta-de-2-dorm-en-providencia-_jm
20200721,portal inmobiliario,rm,nunoa,2020-07-20,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,90,90,0.0,3,2,0.0,1,1,0,6076,68.0,1395.0,229,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5726482-incluye-estacionamiento-y-bodega-entre-montenegro-y-avda-eliecer-parada-uda
20200721,portal inmobiliario,rm,santiago,2020-07-14,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,60,58,3.0,3,2,1.0,1,1,1,2788,48.0,970.0,347,https://www.portalinmobiliario.com/mlc-536682894-departamento-en-venta-de-3-dorm-en-santiago-_jm
20200721,portal inmobiliario,rm,nunoa,2020-07-17,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,73,73,0.0,3,2,0.0,0,0,0,5600,77.0,949.0,169,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5723595-suarez-mujica-uda
