Srce,Province,PublishedDate,PropertyType,PropertyState,MtTot,Bdroom,Bath,Parking,PriceUF,Link
"toctoc","Huechuraba","04-07-2020","House","TBD","133 m²","4.0","3.0","TBD","UF  4.350","https://www.toctoc.com/propiedades/compraparticularsr/casa/huechuraba/las-golondrinas-6843-huechuraba/1510295?o=resultado_lista_seo_info"
"toctoc","Huechuraba","18-06-2020","House","TBD","0 m²","4.0","3.0","TBD","UF  5.990","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/como-nueva-dentro-condominio-oa/1304295?o=resultado_lista_seo_info"
"toctoc","Huechuraba","11-05-2020","House","TBD","0 m²","3.0","3.0","TBD","UF  5.600","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/pedro-fontova/1163163?o=resultado_lista_seo_info"
"toctoc","Huechuraba","01-07-2020","House","TBD","0 m²","4.0","4.0","TBD","UF  5.500","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/los-libertadores-huechuraba/1507809?o=resultado_lista_seo_info"
"toctoc","Huechuraba","04-05-2020","House","TBD","0 m²","4.0","3.0","TBD","UF  6.289","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/camino-la-cintura/1471930?o=resultado_lista_seo_info"
"toctoc","Huechuraba","29-05-2020","House","TBD","0 m²","3.0","3.0","TBD","UF  5.500","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/guanaco-norte-2000/1403148?o=resultado_lista_seo_info"
"toctoc","Huechuraba","01-05-2020","House","TBD","0 m²","4.0","3.0","TBD","UF  6.000","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/linda-casa-seguridad-24-7-d-n/1470103?o=resultado_lista_seo_info"
"toctoc","Huechuraba","23-06-2020","House","TBD","0 m²","6.0","3.0","TBD","UF  6.300","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/dentro-de-condominio-mejor-sector-pv/1503693?o=resultado_lista_seo_info"
"toctoc","Huechuraba","09-06-2020","House","TBD","126 m²","4.0","3.0","TBD","UF  5.500","https://www.toctoc.com/propiedades/compraparticularsr/casa/huechuraba/los-libertadores-7401-cs-91-huechuraba/1494160?o=resultado_lista_seo_info"
"toctoc","Huechuraba","09-05-2020","House","TBD","0 m²","4.0","4.0","TBD","UF  6.990","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/linda-casa-en-condominio-dn/1476407?o=resultado_lista_seo_info"
"toctoc","Huechuraba","06-07-2020","House","TBD","0 m²","3.0","3.0","TBD","UF  5.400","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/dentro-de-condominio-seguridad-ga/1511267?o=resultado_lista_seo_info"
"toctoc","Huechuraba","02-07-2020","House","TBD","0 m²","6.0","4.0","TBD","UF  5.500","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/guanaco-norte-con-santa-marta/1508419?o=resultado_lista_seo_info"
"toctoc","Huechuraba","11-05-2020","House","TBD","0 m²","5.0","2.0","TBD","UF  4.500","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/pasaje-los-gorriones/1477127?o=resultado_lista_seo_info"
"toctoc","Huechuraba","03-07-2020","House","TBD","0 m²","5.0","3.0","TBD","UF  6.950","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/altos-del-valle-pedro-fontova-condominio-haras-de-huechuraba-2/1510066?o=resultado_lista_seo_info"
"toctoc","Huechuraba","09-05-2020","House","TBD","0 m²","4.0","3.0","TBD","$  185.999.999","https://www.toctoc.com/propiedades/compracorredorasr/casa/huechuraba/california-outlet/1405478?o=resultado_lista_seo_info"
