Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","las condes","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","130","120","3","3","1","1","0","8500","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5757096-los-militares-malmo-uda"
"portal inmobiliario","rm","nunoa","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","44","40","1","1","1","1","1","3190","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5674348-lindo-departamento-a-pasos-del-barrio-italia-oportunidad-uda"
"portal inmobiliario","rm","estacion central","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","47","47","2","1","1","1","1","2400","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5368055-metro-ecuadorclinica-bicentenario-uda"
"portal inmobiliario","rm","las condes","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","296","246","5","4","1","1","0","19500","https://www.portalinmobiliario.com/mlc-540225461-departamento-en-venta-de-5-dorm-en-las-condes-_jm"
"portal inmobiliario","rm","las condes","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","78","66","2","2","1","1","1","6900","https://www.portalinmobiliario.com/mlc-539713844-sector-la-cabana-las-condes-_jm"
"portal inmobiliario","rm","las condes","08/03/2020","aparment","usada","-16","disponible","-16","-16","-16","N","90","45","1","1","0","1","0","6790","https://www.portalinmobiliario.com/mlc-539483021-departamento-en-venta-de-1-dormitorio-en-las-condes-_jm"
"portal inmobiliario","rm","providencia","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","49","46","2","2","0","1","1","6423","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5760630-padre-mariano-metro-pedro-de-valdivia-uda"
"portal inmobiliario","rm","lo barnechea","08/05/2020","aparment","usada","-16","disponible","-16","-16","-16","N","99","83","2","2","2","1","1","9450","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5758869-comandante-malbec-uda"
"portal inmobiliario","rm","las condes","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","160","140","4","4","2","1","1","12500","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5759035-excelente-depto-en-barrio-san-carlos-de-apoquindo-uda"
"portal inmobiliario","rm","nunoa","08/06/2020","aparment","usada","-16","disponible","-16","120000","-16","N","83","75","3","2","1","1","1","6000","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5760765-jose-domingo-canas-uda"
"portal inmobiliario","rm","providencia","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","148","114","3","3","1","1","0","10600","https://www.portalinmobiliario.com/mlc-539512294-carmen-sylva-tobalaba-metro-cristobal-colon-_jm"
"portal inmobiliario","rm","santiago","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","33","33","1","1","0","1","1","2604","https://www.portalinmobiliario.com/mlc-539714600-departamento-en-venta-de-1-dorm-en-santiago-_jm"
"portal inmobiliario","rm","nunoa","08/05/2020","aparment","usada","-16","disponible","-16","-16","-16","N","78","73","3","2","0","1","0","5090","https://www.portalinmobiliario.com/mlc-540027377-jm-infante-capitan-fuentes-_jm"
"portal inmobiliario","rm","las condes","08/03/2020","aparment","usada","-16","disponible","-16","-16","-16","N","115","100","2","2","0","1","1","8159","https://www.portalinmobiliario.com/mlc-539481921-departamento-en-venta-de-2-dormitorios-en-las-condes-_jm"
"portal inmobiliario","rm","providencia","08/06/2020","aparment","usada","60","Done","-16","-16","-16","N","104","104","3","3","0","1","0","7600","https://www.portalinmobiliario.com/mlc-540234771-manuel-montt-perez-valenzuela-providencia-_jm"
"portal inmobiliario","rm","providencia","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","130","109","4","3","2","1","0","9650","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5759038-plaza-las-dalias-uda"
"portal inmobiliario","rm","estacion central","08/06/2020","aparment","usada","2","Done","-16","-16","-16","N","32","32","1","1","0","0","1","1350","https://www.portalinmobiliario.com/mlc-540230771-oportunidad-departamento-1d1b-_jm"
"portal inmobiliario","rm","santiago","08/05/2020","aparment","usada","-16","disponible","-16","50000","-16","Y","50","48","1","1","1","0","1","2310","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5757402-jose-miguel-carrera-metros-republica-y-los-heroes-uda"
"portal inmobiliario","rm","las condes","08/03/2020","aparment","usada","-16","disponible","-16","-16","-16","N","165","135","3","3","2","1","0","10750","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5754288-americo-vespucio-bilbao-uda"
"portal inmobiliario","rm","providencia","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","82","76","3","2","0","0","0","4800","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5157425-oportunidad-de-inversion-3-dormitorios-2-banos-84-m2-frente-a-estacion-de-metro-manuel-montt-uda"
"portal inmobiliario","rm","nunoa","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","82","72","3","2","1","0","0","5208","https://www.portalinmobiliario.com/mlc-540220046-metro-chile-espana-_jm"
"portal inmobiliario","rm","las condes","08/05/2020","aparment","usada","-16","disponible","-16","-16","-16","N","185","165","4","4","0","1","1","10900","https://www.portalinmobiliario.com/mlc-539795171-departamento-en-venta-de-4-dorm-en-las-condes-_jm"
"portal inmobiliario","rm","la florida","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","45","45","2","1","1","1","0","1562","https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5755022-metro-santa-julia-l-la-florida--uda"
"portal inmobiliario","rm","nunoa","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","110","100","3","2","1","1","1","5900","https://www.portalinmobiliario.com/mlc-539516200-departamento-en-venta-de-3-dorm-en-nunoa-_jm"
"portal inmobiliario","rm","vitacura","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","190","170","3","3","2","1","0","14500","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5758965-luis-carrera-estadio-manquehue-uda"
"portal inmobiliario","rm","las condes","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","185","142","3","4","1","1","1","13500","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5757093-depto-de-categoria-3-dorm-suite-pdte-riesco-capitan-crosbie-uda"
"portal inmobiliario","rm","san ramon","08/04/2020","aparment","usada","-16","disponible","-16","-16","-16","N","28","28","1","1","0","0","1","2000","https://www.portalinmobiliario.com/mlc-539668451-departamento-en-venta-de-1-dormitorio-en-santiago-_jm"
"portal inmobiliario","rm","santiago","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","48","48","2","2","1","1","1","3400","https://www.portalinmobiliario.com/mlc-540232993-tarapaca-serrano-metro-u-de-chile-_jm"
"portal inmobiliario","rm","providencia","08/06/2020","aparment","usada","-16","disponible","-16","-16","-16","N","60","55","1","1","0","1","1","5750","https://www.portalinmobiliario.com/mlc-540236902-departamento-en-venta-de-1-dorm-en-providencia-_jm"
