SnapDate,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,Sector,SizeGroup,MtTot,MtUtil,Bdroom,Bath,Balcony,Parking,Storage,Pool,PriceUF,UFxMt2,Value,Score,Link
20200803,portal inmobiliario,rm,estacion central,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,80TO90,39,39,2,1,0.0,0,0,0,2474,63.0,263.0,106,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5749643-general-amengual-uda
20200803,portal inmobiliario,rm,las condes,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,110TO120,140,113,4,4,1.0,1,1,1,10000,88.0,2878.0,287,https://www.portalinmobiliario.com/mlc-539152600-departamento-en-venta-de-4-dorm-en-las-condes-_jm
20200803,portal inmobiliario,rm,nunoa,2020-08-03,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,83,75,3,2,1.0,1,1,1,6250,83.0,1290.0,206,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5753167-jd-canasmonsenor-eyzaguirre-c_267283-uda
20200803,portal inmobiliario,rm,lo barnechea,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,2HTO250,259,236,3,4,1.0,2,1,1,22500,95.0,5210.0,231,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5750255-robles-portal-la-dehesa-uda
20200803,portal inmobiliario,rm,las condes,2020-08-03,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,90TO100,100,95,3,2,1.0,0,0,1,7300,77.0,1430.0,195,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5752862-visviripadre-hurtado-c_266806-uda
20200803,portal inmobiliario,rm,santiago,2020-08-03,aparment,usada,-16,disponible,-16,70000,-16,N,4.0,80TO90,62,62,2,2,0.0,1,1,0,3125,50.0,837.0,267,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5753500-santo-domingo-1364-uda
20200803,portal inmobiliario,rm,lo barnechea,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,80TO90,104,86,2,2,1.0,2,1,1,7900,92.0,1421.0,179,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5747825-av-las-condres-fernandez-concha-uda
20200803,portal inmobiliario,rm,lo barnechea,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,160TO170,223,162,4,4,1.0,0,0,1,15043,93.0,3588.0,238,https://www.portalinmobiliario.com/mlc-539033588-departamento-en-venta-de-4-dorm-en-lo-barnechea-_jm
20200803,portal inmobiliario,rm,las condes,2020-08-03,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,190TO2H,260,200,5,4,1.0,1,1,0,18900,94.0,5544.0,293,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5753276-n-del-rosario-riesco-c_267423-uda
20200803,portal inmobiliario,rm,nunoa,2020-08-01,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,74,74,3,2,0.0,1,1,0,5104,69.0,1147.0,224,https://www.portalinmobiliario.com/mlc-539230497-carmen-covarrubias-duble-almeyda-_jm
20200803,portal inmobiliario,rm,lo barnechea,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,80TO90,67,55,2,2,1.0,0,0,0,4000,73.0,642.0,160,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5750381-20110-nueva-la-parva-manzanito-uda
20200803,portal inmobiliario,rm,las condes,2020-08-01,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,120TO130,144,122,3,3,1.0,1,1,1,11900,98.0,2517.0,211,https://www.portalinmobiliario.com/mlc-539195356-carlos-lira-infante-manquehue-sur-colon-_jm
20200803,portal inmobiliario,rm,lo barnechea,2020-08-03,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,160TO170,248,165,4,3,1.0,1,0,1,17700,107.0,3716.0,209,https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5753139-manquehue-oriente-c_267238-uda
20200803,portal inmobiliario,rm,estacion central,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,80TO90,39,39,2,1,0.0,0,0,0,2474,63.0,263.0,106,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5749640-general-amengual-uda
20200803,portal inmobiliario,rm,las condes,2020-08-01,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,130TO140,173,140,4,4,1.0,1,1,1,12500,89.0,3561.0,284,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5751435-los-militares-balmoral-uda
20200803,portal inmobiliario,rm,lo barnechea,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,N,3.0,80TO90,86,74,2,2,1.0,2,1,1,7650,103.0,1201.0,156,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5749923-mall-sport-vanguardista-2-estac-uda
20200803,portal inmobiliario,rm,las condes,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,76,70,2,3,1.0,0,1,0,5900,84.0,1104.0,187,https://www.portalinmobiliario.com/mlc-539018962-departamento-en-venta-de-2-dorm-en-las-condes-_jm
20200803,portal inmobiliario,rm,santiago,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,69,64,2,2,1.0,1,1,1,3890,61.0,957.0,246,https://www.portalinmobiliario.com/mlc-539013240-torre-entel-est-y-bod-_jm
20200803,portal inmobiliario,rm,nunoa,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,90TO100,98,98,3,2,0.0,1,1,0,5902,60.0,1519.0,257,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5747892-alcalde-carlos-aldunate-irarrazaval-uda
20200803,portal inmobiliario,rm,nunoa,2020-07-30,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,87,72,2,2,1.0,1,1,1,6900,96.0,1131.0,163,https://www.portalinmobiliario.com/mlc-539017790-departamento-en-venta-de-2-dorm-en-nunoa-_jm
20200803,portal inmobiliario,rm,estacion central,2020-07-31,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,LT30,28,28,1,1,0.0,0,0,0,1799,64.0,133.0,73,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5749613-las-rejas-norte-uda
