Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","42","42","2","1","1","1","0","2600","https://www.portalinmobiliario.com/mlc-539013296-metro-santa-ana-_jm"
"portal inmobiliario","rm","las condes","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","240","100","3","2","0","0","0","9700","https://www.portalinmobiliario.com/mlc-539014138-casa-las-tranqueras-_jm"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","45","43","2","1","1","1","0","2847","https://www.portalinmobiliario.com/mlc-539013281-tarapacaserrano-estacionamiento-_jm"
"portal inmobiliario","rm","lo prado","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","28","28","1","1","0","0","0","1799","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5749571-santa-petronila-uda"
"portal inmobiliario","rm","san joaquin","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","105","90","3","2","0","0","1","4400","https://www.portalinmobiliario.com/mlc-539002221-departamento-en-venta-de-3-dormitorios-en-san-joaquin-_jm"
"portal inmobiliario","rm","nunoa","08/01/2020","aparment","usada","-16","disponible","-16","-16","-16","N","41","38","1","1","1","0","1","3600","https://www.portalinmobiliario.com/mlc-539192902-irarrazaval-augusto-villanueva-metro-villa-frei-_jm"
"portal inmobiliario","rm","santiago","08/01/2020","aparment","usada","12","Done","-16","-16","-16","N","54","54","2","2","1","1","1","3200","https://www.portalinmobiliario.com/mlc-539265175-san-isidro-151-santiago-chile-_jm"
"portal inmobiliario","rm","vitacura","08/01/2020","aparment","usada","-16","disponible","-16","-16","-16","N","186","140","3","3","2","1","1","15950","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5751278-condominio-parque-san-damian-moller-casi-nuevo-uda"
"portal inmobiliario","rm","recoleta","08/02/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","62","62","3","2","0","0","1","3706","https://www.portalinmobiliario.com/venta/departamento/recoleta-metropolitana/5751736-departamento-nuevo-para-inversion-arriendo-560000-dividendo-507565-uda"
"portal inmobiliario","rm","quinta normal","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","45","45","3","1","0","0","0","2083","https://www.portalinmobiliario.com/mlc-539031754-departamento-en-venta-de-3-dormitorios-en-quinta-normal-_jm"
"portal inmobiliario","rm","san miguel","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","54","51","3","2","0","0","0","2460","https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/5748444-metro-lo-ovalle-uda"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","31","31","1","1","0","1","0","1631","https://www.portalinmobiliario.com/mlc-539001008-departamento-en-venta-de-1-dormitorio-en-santiago-_jm"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","73","70","3","2","1","1","1","4400","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5747422-atencion-inversionistalira-con-santa-isabel-uda"
"portal inmobiliario","rm","santiago","08/01/2020","aparment","usada","-16","disponible","-16","-16","-16","N","56","53","2","2","1","1","1","3990","https://www.portalinmobiliario.com/mlc-539252937-departamento-en-venta-de-2-dorm-en-santiago-_jm"
"portal inmobiliario","rm","nunoa","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","88","84","3","2","1","1","1","5300","https://www.portalinmobiliario.com/mlc-539001774-departamento-en-venta-de-3-dormitorios-en-nunoa-_jm"
"portal inmobiliario","rm","san miguel","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","111","104","4","2","1","1","0","5700","https://www.portalinmobiliario.com/mlc-539002506-departamento-en-venta-de-4-dormitorios-en-san-miguel-_jm"
"portal inmobiliario","rm","nunoa","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","85","76","3","2","1","1","1","6100","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5748918-av-holanda-simon-bolivar-uda"
"portal inmobiliario","rm","la florida","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","76","68","3","2","0","1","1","3105","https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5750040-metro-mirador-vicuna-mackenna-poniente-uda"
"portal inmobiliario","rm","las condes","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","78","70","2","1","1","1","0","5500","https://www.portalinmobiliario.com/mlc-539005170-vespucio-cerro-colorado-_jm"
"portal inmobiliario","rm","la granja","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","49","49","3","2","0","0","1","2324","https://www.portalinmobiliario.com/venta/departamento/la-granja-metropolitana/5749519-santa-ana-uda"
"portal inmobiliario","rm","las condes","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","75","75","2","2","1","1","0","6309","https://www.portalinmobiliario.com/mlc-539018744-departamento-en-venta-de-2-dorm-en-las-condes-_jm"
"portal inmobiliario","rm","santiago","08/02/2020","aparment","usada","-16","disponible","-16","-16","-16","N","120","120","4","2","1","1","0","4166","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5751556-san-ignacio-l-metro-parque-ohiggins-1154-uda"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","45","42","2","2","1","0","1","3190","https://www.portalinmobiliario.com/mlc-539000280-departamento-en-venta-de-2-dormitorios-en-santiago-_jm"
"portal inmobiliario","rm","las condes","08/01/2020","aparment","usada","-16","disponible","-16","-16","-16","N","80","80","3","2","1","1","1","5900","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5751126-oportunidad-venta-departamento-recien-remodelado-cristobal-colon-iv-centenario-uda"
"portal inmobiliario","rm","las condes","08/02/2020","aparment","usada","-16","disponible","-16","-16","-16","N","230","177","4","3","2","1","0","11600","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5751481-el-golf-plaza-peru-uda"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","102","96","2","1","0","0","0","7291","https://www.portalinmobiliario.com/mlc-539031760-departamento-en-venta-de-2-dormitorios-en-santiago-_jm"
"portal inmobiliario","rm","nunoa","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","80","70","3","2","1","1","1","4965","https://www.portalinmobiliario.com/mlc-539013401-antonio-varas-s-bolivar-_jm"
"portal inmobiliario","rm","vitacura","31/07/2020","aparment","nueva","-16","entrega inmediata","-16","-16","-16","N","171","69","4","3","1","1","1","9202","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/7462-isa-mar-jonico-nva"
"portal inmobiliario","rm","santiago","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","40","40","2","1","0","0","0","2300","https://www.portalinmobiliario.com/mlc-539031868-departamento-en-venta-de-2-dormitorios-en-santiago-_jm"
"portal inmobiliario","rm","estacion central","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","32","32","1","1","0","0","0","2099","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5749624-general-amengual-uda"
"portal inmobiliario","rm","santiago","08/01/2020","aparment","usada","-16","disponible","-16","-16","-16","N","45","45","1","1","1","1","1","2849","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5751465-calle-santiago-a-pasos-de-zenteno-y-av-manuel-antonio-matta-uda"
"portal inmobiliario","rm","vitacura","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","120","100","2","2","1","1","0","13200","https://www.portalinmobiliario.com/mlc-539020112-vitacura-poniente-_jm"
"portal inmobiliario","rm","estacion central","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","39","39","2","1","0","0","0","2474","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5749639-general-amengual-uda"
"portal inmobiliario","rm","lo barnechea","30/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","162","150","3","4","0","1","1","12800","https://www.portalinmobiliario.com/mlc-539022903-el-tranque-del-candil-_jm"
"portal inmobiliario","rm","puente alto","31/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","45","45","3","1","1","0","1","2152","https://www.portalinmobiliario.com/venta/departamento/puente-alto-metropolitana/5749765-av-la-florida-con-diego-portales-uda"
"portal inmobiliario","rm","santiago","08/01/2020","aparment","usada","-16","disponible","-16","-16","-16","N","34","34","1","1","1","1","1","2960","https://www.portalinmobiliario.com/mlc-539192236-santa-victoria-san-isidro-estacionamiento-_jm"
