Srce,Province,PublishedDate,PropertyType,PropertyState,MtTot,Bdroom,Bath,Parking,PriceUF,Link,Description
"icasas","Huechuraba","","House","","130m2","3 Dormitorios","3 Baños","","UF 6.000","https://www.icasas.cl/propiedad/416682","fpv3803 distribución: primer piso:hall de entrada living comedor juntos escritorio o sala de estar en primer piso baño de visita cocina amoblada y equipada con espacio para comedor de diario amplia logia. @¬segundo piso: 3 dormitorios principal en suite 2 baños completos. @¬terminaciones: living comedor con piso flotante alfombra en dormitorios y sala de estar cubierta muebles de cocina granito ventanas termopanel. @¬exterior: estacionamiento descubierto para 2 autos terraza techada. @¬@¬. catalina ríos tel."
"icasas","Huechuraba","","House","","170m2","4 Dormitorios","4 Baños","","UF 5.800","https://www.icasas.cl/propiedad/335756","casa de tres pisos dentro de condominio torreon del carmen aislada 170/220 mts aproximados. cuatro dormitorios cuatro baños sala de estar escritorio o pieza de servicio gran living comedor (con 30 mts de ampliación) buena iluminación piso flotante cocina equipada amoblada con comedor de diario loggia techada bodega baño de visitas. segundo piso principal en suite (muy buen tamaño) walk in closet estupenda sala de estar más un baño tercer piso dos dormitorios y otro baño. exterior: terraza cierre de panderetas transparente para mayor privacidad luz exterior en toda la terraza estacionamiento descubierto para dos autos estacionamientos de visitas cerca de áreas verdes plaza juegos infantiles seguridad 24 hrs¡¡. agenda tu visita: ventashuechuraba@avsa. cl"
"icasas","Huechuraba","","House","","138m2","5 Dormitorios","3 Baños","","UF 6.950","https://www.icasas.cl/propiedad/468911","flt1725 casa en condominio haras de huechuraba 2 frente a plaza del condominio y cercana a colegios centros comerciales y áreas verdes. @¬la propiedad se desarrolla en dos pisos. en el primer nivel cuenta con hall de acceso living y comedor en l con salida terraza y patio cocina moderna amoblada equipada con horno eléctrico cocina por inducción eléctrica y a gas espacio para lavavajillas y salida a patio de servicio. dormitorio principal en suite con walk in closet y tina de hidromasaje con salida al patio. además cuenta con un segundo dormitorio en suite más pequeño cercano al acceso que puede ser usado como escritorio o pieza de servicio o baño de visita. @¬en segundo nivel tiene tres dormitorios y un baño. @¬2 estacionamientos junto al acceso termopanel en todas las ventanas algunos blindados y los del segundo piso con filtro uv persianas de pvc en ventanas toldo retráctil en terraza riego automático instalado alarma. @¬condominio con seguridad y control de acceso permanente. eduardo rivas tel."
"icasas","Huechuraba","","House","","139m2","3 Dormitorios","3 Baños","","UF 6.500","https://www.icasas.cl/propiedad/439458","espectacular casa de tres pisos de 139 / 201 m2 aproximados. a pasos de las dos avenidas principales de huechuraba. modernizada de muy buen gusto dentro de condominio con seguridad las 24 horas. cercana a colegios supermercados y paraderos. primer piso: living comedor separados cocina equipada y modernizada baño de visita totalmente renovado logia cerrada terraza quincho y piscina. segundo piso: dormitorio en suite con baño modernizadodos dormitorios de niño con su baño. tercer piso: gran sala de estar con la posibilidad de realizar un cuarto dormitorio. estacionamiento techado. agendar visita: ventashuechuaba@avsa. cl"
"icasas","Nunoa","","Aparment","","100m2","4 Dormitorios","3 Baños","","UF 5.800","https://www.icasas.cl/propiedad/376353","aulén propiedades tipología: 4 dormitorios 3 baños ubicación: josé domingo cañas / exequiel fernandez detalles del departamento: 100m2 construidos 10m2 terraza amplio living comedor y salida a terraza gran cocina con comedor de diario campana y logia 4 grandes y cómodas piezas con closets 3 de las piezas en sector oriente del departamento 1 pieza en sector poniente puede ser servicio o s...ala de estar (al lado de la cocina) orientación sur oriente características del edificio: edificio en condominio seguro y familiar a pasos del metro chile españa sin estacionamiento ni ascensor gastos comunes: $90. 000 mensual contactar a natalia dominguez v.mostrar"
"icasas","Nunoa","","Aparment","","110m2","3 Dormitorios","3 Baños","","UF 5.885,09","https://www.icasas.cl/propiedad/405349","amplio departamento ubicado en zona residencial de ñuñoa con 3 dormitorios prinicpal en suite 2 baños completos más pieza y baño de servicio. tiene una terraza de buen tamaño con salida al living comedor y dormitorio principal lindos jardines y el departamento cuenta con 1 estacionamiento subterráneo una bodega que es la más grande del edificio y estacionamientos de visita. @¬verónica guzmán. verónica guzmán tel."
"icasas","Nunoa","","Aparment","","104m2","4 Dormitorios","3 Baños","","UF 7.000","https://www.icasas.cl/propiedad/423741","en venta espacioso departamento con excelente distribución 104mtrs 6mtrs de terreza orientación oriente piso flotante. hall de entrada living comedor separados por una puerta y terraza. cocina equipada de buen espacio encimera a gas horno eléctrico campana y conexión para lavadora. 4 dormitorios con closets 3 baños. dormitorio principal en suite y walk in closet. calefacción por losa radiante cuenta con 2 puestos de estacionamiento subterráneos y bodega. gastos comunes $180. 000 contribuciones $204. 000 edifico del año 2006 cuenta con:. conserjería 24/7. piscina. gimnasio. salón de eventos. juego infantil. estacionamiento de visitas. bicicletero cercano a supermercados metro chile españa comercios restaurantes farmacias colegios a pocas cuadras de plaza ñuñoa zona de cafés y locales nocturnos. contacto alejandra cano alejandra. cano@legalybroker. com"
"icasas","Nunoa","","Aparment","","115m2","3 Dormitorios","2 Baños","","UF 6.477,08","https://www.icasas.cl/propiedad/409154","cómodo departamento en buen sector de la comuna de ñuñoa. living comedor juntos con salida a terraza tres dormitorios uno en suite. dos baños amplios closets. piso flotante en living comedor y dormitorios. cocina con loggia. orientación sur oriente. piso octavo en edificio de 10 pisos. estacionamiento descubierto y gran bodega de aproximadamente 12 mts2. conserjerìa 24 hrs. luz maría pereira tel."
"icasas","Nunoa","","Aparment","","126m2","4 Dormitorios","3 Baños","","UF 6.300","https://www.icasas.cl/propiedad/329601","departamento duplex de 4 dormitorios 3 baños 1 estacionamiento balcon cocina tipo tradicional sin asensor. 126 metros totales orientación norte. piso flotante y en el segundo nivel cubre piso. piso 4. edificio cuenta con amplios jardínes interiores y bicicletero. proyecto del año 1990 de 4 pisos. ggcc $97. 000 aprox. zona con excelente equipamiento comercial y conectividad cercano a servicios de salud y metro linea 3 estación chile españa. . @¬ @¬ejecutivo a cargo: francisco torres @¬ @¬ @¬. francisco torres tel."
"icasas","Nunoa","","Aparment","","105m2","3 Dormitorios","2 Baños","","UF 6.000","https://www.icasas.cl/propiedad/413252","departamento duplex en barrio consolidado de ñuñoa. amplios y luminosos espacios 3 dormitorios 2 baños 1 en suite escritorio. cocina amoblada loggia. estacionamiento. cerca de locomoción restaurantes plazas comercio. no dejar de visitar. @¬@¬. veronica velázquez tel."
"icasas","Nunoa","","Aparment","","100m2","3 Dormitorios","2 Baños","","UF 6.900","https://www.icasas.cl/propiedad/386124","fph2851 departamento 3 dormitorios 2 baños cocina cerrada living comedor juntos home office logia amplia terraza. orientación nor poniente. acceso vehicular y orientación de departamento por y hacia calle residencial clorinda willshaw. edificio de construcción nueva cuenta con conserjería 24 hrs. sauna jacuzzi salas de eventos piscina panorámica quinchos jardines estacionamientos de visitas. incluye estacionamiento y bodega. cercano a centros comerciales médicos y de entretencion colegios metro. acceso directo a avenidas principales y autopistas. @¬gasto común $140000. incluye agua caliente. . loreto javiera tapia tel."
"icasas","Nunoa","","Aparment","","103m2","4 Dormitorios","nan","","UF 6.300","https://www.icasas.cl/propiedad/467486","atractivo y amplio departamento duplex a pasos metro chile españa 100/3 mt2 primer nivel: amplio living comedor con salida a terraza 3 dormitorios de exelente tamaño ppal en suite 2 baños ppal con ventilaciòn natural cocina amoblada con conexiòn a lavadora segundo nivel: una gran sala estar 1 dormitorio de exelente tamaño 1 baño con ventilaciòn natural estacionamiento de uso y goce conserje y seguridad 24 hrs contacto: nicolás pedemonte. asesor inmobiliario grupo inovo."
"icasas","Nunoa","","Aparment","","100m2","3 Dormitorios","2 Baños","","UF 6.755,66","https://www.icasas.cl/propiedad/357388","luminoso departamento tres dormitorios dos baños dos terrazas estacionamiento y bodega a pasos de metro linea 3 cercano a mall plaza egaña en un sexto piso cuenta con piscina qincho sala de eventos mesas de pool spa. gimnasio conserje las 24 horas. rafael rojas tel."
"icasas","Nunoa","","Aparment","","100m2","3 Dormitorios","2 Baños","","UF 6.616,37","https://www.icasas.cl/propiedad/304943","excelente dpto ubicado en el mejor sector de ñuñoa. a pasos de plaza ñuñoa. @¬se encuentra en el piso 13 con vistas despejadas y nororiente por un lado y dormitorios norponiente. @¬living comedor juntos con holl de entrada y pasillos amplios y cómodos. @¬tres dormitorios uno en suite optima accesibilidad a todo evento. bodega y dos estacionamientos. @¬se recomienda visitar. mireya del carmen rivera tel."
"icasas","Nunoa","","Aparment","","9.088m2","3 Dormitorios","2 Baños","","UF 6.200","https://www.icasas.cl/propiedad/454891","venta departamento ñuñoa dublé almeyda cómodo departamento estratégicamente ubicado la propiedad consta de hall de distribución living comedor extendido a la terraza cocina equipada logia 3 dormitorios. dormitorio principal en suite con walk in closet. baño compartido escritorio áreas secas piso flotante. áreas húmedas piso de porcelanato calefacción por losa radiante 90. 88 mts2 totales edificio año oriente gastos comunes $ 130. 000 incluye agua caliente el edificio tiene estacionamientos de visitas sala de eventos quincho piscina lavandería gimnasio precio de venta uf 6200"
"icasas","Nunoa","","Aparment","","160m2","3 Dormitorios","2 Baños","","UF 6.900","https://www.icasas.cl/propiedad/467071","iluminado departamento con excelente ubicación en calle san eugenio. cercano a comercio y supermercados. excelente estado de conservación. gran conectividad y cercanía a estación de metro ñuble. gran terraza exclusiva con vista panorámica. características: orientación sur. living comedor. 3 dormitorios ( dormitorio principal en suite). 2 baños (1 en suite). cubiertas baños en marmol. cocina equipada amoblada. cubiertas cocina en granito. piso porcelanato. gran terraza con vista panorámica despejada a la cordillera y al sur. calefacción por piso radiante. ventanas termopanel 1 estacionamiento. 1 bodega. características edificio: edificio con excelentes accesos amplio y buenas terminaciones. 12 pisos en total. año construcción 2018 áreas verdes. piscina quinchos. bicicleteros. sala de eventos. estacionamientos de visita. seguridad 24 hrs."
"icasas","Nunoa","","Aparment","","130m2","3 Dormitorios","2 Baños","","UF 6.253","https://www.icasas.cl/propiedad/413242","flt1650 departamento en barrio tranquilo cerca del metro irarrazaval. hall de entrada living y comedor juntos que sale a terraza cocina tradicional con una loggia amplia 23 m2 por 2. 0 m2 tres dormitorios el principal en suite (ampliado 34m2 x 4. 3m2) segunda pieza de 2. 8m2 x 46m2 y tercera pieza de 2. 4m2 x 29m2. en la entrada existía un baño de visita que lo transformaron en walk in closet el cual se puede volver a transformar. posee 2 estacionamientos y 1 bodega. @¬edificio cuenta con conserje las 24 horas y estacionamiento de visita. pilar plaza tel."
"icasas","Nunoa","","Aparment","","100m2","3 Dormitorios","2 Baños","","UF 6.700","https://www.icasas.cl/propiedad/376438","excelente y amplio departamento cercano a metro plaza egaña hall de acceso comodo living comedor con salida a terraza home office 3 dormitorios (principal en suite) 2 baños cocina separda con comedor diario loggia termopanel piso flotante calefacción central 2 puestos de estacionamiento bodega condominio con lindos jardines 2 piscinas quincho gimnasio sala de eventos sala gourmet sala cine bicicleteros lavandería juegos infantiles seguridad 24/7 sector con excelente conectividad. maría eugenia ojeda tel."
"icasas","Nunoa","","House","","133m2","3 Dormitorios","3 Baños","","UF 4.800","https://www.icasas.cl/propiedad/170907","casa excelente estado llegar y usar . todo renovado a nuevo."
"icasas","Nunoa","","House","","100m2","3 Dormitorios","4 Baños","","UF 5.676,15","https://www.icasas.cl/propiedad/456152","descripción ubicada en tranquila zona residencial a minutos caminando de estaciones plaza egaña y los orientales. cerca futura estación ramón cruz. comunicabilidad extraordinaria. distribución: 100 metros cuadrados construidos. ubicada en condomini"
"icasas","Nunoa","","House","","123m2","4 Dormitorios","1 Baño","","UF 6.171","https://www.icasas.cl/propiedad/469071","casa de dos pisos ubicada en las encinas con avda. josé pedro alessandri en calle sin salida. living y comedor amplio 4 dormitorios 2 amplios y 2 pequeños 1 baño completo con tina cocina amplia con instalación de lavadora. la propiedad cuenta con bodega entretecho y patio amplio estacionamiento para 5 vehículos y protección en las ventanas. en su entorno existen centros comerciales supermercados cercanía a metro estadio nacional hospitales colegios bancos comercio en general en avda. macul. la casa es de piso madera nativa en buenas condiciones. con buena locomoción para toda el área metropolitana a una cuadra de avda. josé pedro alessandri. terminaciones piso baños: cerámica piso dormitorios: madera techos: pizarreño suministros agua caliente: calefón calefacción: otro características propiedad: antejardín living comedor separado reja en ventanas"
"icasas","Nunoa","","House","","125m2","4 Dormitorios","2 Baños","","UF 4.200","https://www.icasas.cl/propiedad/426271","sya propiedades vende amplia propiedad en comuna de ñuñoa propiedad de 4d 2b 1e. living y comedor en cerámica cocina abierta con encimera completamente amoblada con refrigerador y comedor diario. dormitorios con piso flotante baños en cerámica y entrada de 1 vehículo. ampliación 2° piso regularizada única dueña propiedad habitada. excelente conectividad cercana a linea metro 5 y 6 y a mall en construcción. no deje pasar oportunidad de visitar esta propiedas. agente inmobiliario susana reyes b."
"icasas","Nunoa","","House","","100m2","5 Dormitorios","4 Baños","","UF 6.500","https://www.icasas.cl/propiedad/441969","venta casa ñuñoa / holanda dormitorios 5 baños 4 casa de 3 pisos condominio de 5 casas estacionamiento 1 pareada por un lado contribuciones $ 55. 000 gastos comunes $ 8. 000 orientación n / o/ p metro chile españa 1 cuadra"
"icasas","Nunoa","","House","","120m2","4 Dormitorios","2 Baños","","UF 5.049,34","https://www.icasas.cl/propiedad/134580","bonita casa en pasaje construcción en obra gruesa( ley pereira). 2 pisos barrio habitacional tranquilo y seguro porton automatico estacionamiento frente a fachada. 2% comisión corretaje no deje de visitar."
"icasas","Nunoa","","House","","130m2","3 Dormitorios","1 Baño","","UF 5.919,91","https://www.icasas.cl/propiedad/380987","casa en ñuñoa 130mts2 de terreno 95 mts2 construidos todo regularizado ubicada en pasaje muy tranquilo. cercana a todo lo necesario para tener una excelente calidad de vida conectada a todos los servicios necesarios excelente conectividad líneas de metro colegios san marcos colegio suizo de excelencia académica municipalidad bancos supermercados centros médicos áreas verdes mall. la casa cuenta con un gran living comedor equipados con aire acondicionado  3 habitaciones habitación principal de gran tamaño 1 baño cocina amoblada con encimera de granito logia techada. en el patio trasero se encuentra un espectacular quincho totalmente equipado con un hermoso jardín. el antejardin tiene capacidad para 2 vehiculos grandes ademas de tener una bodega. portón eléctrico. exenta de contribuciones."
"icasas","Nunoa","","House","","200m2","4 Dormitorios","3 Baños","","UF 6.581,55","https://www.icasas.cl/propiedad/352715","amplia casa en ñuñoa !! dormitorio principal con baño en suite mas dos dormitorios de buen tamaño tres baños bien distribuidos mas pieza servicio patio de buen tamaño y dos estacionamiento mas baño y pieza de servicio. ubicación privilegiada cercana a centros comerciales mall portal ñuñoa supermercados y restaurantes a seis cuadras de metro pedro de valdivia y pronta linea de metro macul que pasara a pocos metros. ambiente tranquilo y controlado con portero electrónico citofono cámaras y unión vecinal. ubicada en un excelente sector no te pierdas la oportunidad de conocerla 2% iva comisión de corretaje. piide tu visita. difusión propiedades."
"icasas","Providencia","","House","","93m2-125m2","3-4 Dormitorios","3-4 Baños","","Desde UF 5.555","https://www.icasas.cl/propiedad/462719","casas estilo mediterráneo de dos pisos con 3 dormitorios y principal en suite 2 baños más baño de visitas y 2 estacionamientos por casa. cuentan con cocina y comedor de diario amoblada y equipada. encimera horno y campana. closets en todos los dormitorios los pisos de las habitaciones son alfombrados y el resto con porcelanato ventanas de pvc y termopanel. finas terminaciones calefacción para instalación de estufa a gas. condominio privado construido en el año 2017 en la hermosa isla de maipo. áreas verdes parque infantil zonas deportivas piscina comunitaria quincho comunitario conserjerías 24/7 sistema de vigilancia acceso único y controlado con circuito de cámaras. cercano a todos los servicios. se ubica a 40 minutos de santiago cercana a autopista del sol y futura conectividad del metro tren. cerca de colegios supermercados farmacias hospitales cesfam restaurantes y todo tipo de servicios. entorno privilegiado rodeado de hermosas viñas. entrega inmediata sin iva"
"icasas","Providencia","","House","","275m2","4 Dormitorios","2 Baños","","UF 6.718","https://www.icasas.cl/propiedad/406159","excelente oportunidad para inversión. amplia propiedad de 275 m2 totales construidos 122 m2 distribuidos en 2 casas de 2 dormitorios y un baño cada una. casas remodeladas cuenta con 2 estacionamientos amplio patio con árboles frutales (limón naranjo y almendro). pisos de cerámica. emplazada en pleno barrio residencial cercana a colegios liceos comercio autopistas áreas verdes. locomoción colectiva a una calle y cercano a línea 2 del metro (estación cementerios). no te pierdas esta oportunidad para mayor información contactarme agente inmobiliario susana reyes b."
"icasas","Providencia","","House","","161m2","4 Dormitorios","3 Baños","","UF 6.233,32","https://www.icasas.cl/propiedad/411796","venta casa barrio universitario. grajales / av españa uso comercial o habitacional. actualmente cuenta con patente y resolución sanitaria. restaurante en funcionamiento. casa en excelente estado de conservación fachada e interiores. emplazada en barrio universitario reconocido por la alta concentración de universidades centros educacionales institutos y casas utilizadas comercialmente. barrio consolidado y de alto potencial. construcción de 161 mt2. distribución 1° piso: acceso principal con recibidor living comedor habitación de servicio y/o bodega cocina y 2 baños habilitados según resolución distribución 2° piso: 4 dormitorios 1 baño completo salita de estar. valor propiedad uf 7. 050 posibilidad de continuar con restaurante derecho de llave conservable. mayor información contactar ;569"
"icasas","Providencia","","House","","100m2","3 Dormitorios","4 Baños","","UF 5.676,15","https://www.icasas.cl/propiedad/456152","descripción ubicada en tranquila zona residencial a minutos caminando de estaciones plaza egaña y los orientales. cerca futura estación ramón cruz. comunicabilidad extraordinaria. distribución: 100 metros cuadrados construidos. ubicada en condomini"
"icasas","Providencia","","House","","140m2","4 Dormitorios","3 Baños","","UF 5.900","https://www.icasas.cl/propiedad/469440","linda casa colonial de dos pisos muy buenas terminaciones y orientación esta casa cuenta con todos los ventanales y ventanas de termo panel no de aluminio como las demás casas construida el año 2016 y aún cuenta con garantía de construcción. ante jardín y amplio patio trasero entrada para 6 vehículos living separado de comedor cocina amplia amoblada y equipada con comedor de diario para 6 personas baño de visitas. cuenta con cuatro estupendos dormitorios principal en suite con baño y walking clóset 2da pieza para oficina o dormitorio y baño visita están ubicados en primer piso dormitorio 3 y 4 apto para 2 plazas con clósets más baño en el segundo piso escala ancha e iluminada enorme loggia sin techar. barrio exclusivo y tranquilo ubicado en avenida la rosa a media cuadra del segundo acceso y salida por carretera del cobre es un sector privilegiado dentro del polo de machalí. link video corporativo de la constructora de la propiedad. https://www. youtube. com/watch?v 5k uyxdgdv0"
"icasas","Providencia","","House","","100m2","4 Dormitorios","3 Baños","","UF 4.178,76","https://www.icasas.cl/propiedad/413268","bélgica/inglaterra hospital j. j aguirre casa en buen sector cercana a hospital living comedor 4 dormitorios 3 baños 2 en suite cocina cerrada tradicionalpiso parket patio entrada de vehículo capacidad 2 no paga contribuciones fachada contínua cercano a metro chacabuco mall independencia. @¬@¬macarena stewart 9 yohara macarena stewart tel."
"icasas","Providencia","","House","","119m2","3 Dormitorios","3 Baños","","UF 4.990","https://www.icasas.cl/propiedad/454288","hermosa casa mediterránea en condominio jardín oriente alto el manzano til-til. hermosa casa estilo mediterránea en el condominio jardín oriente de alto el manzano superficie útil 119m2 y 308 m2 totales. su construcción de dos pisos con terminaciones de primer nivel está ubicada en una de las zonas consolidadas y de mayor plusvalía de til-til. condominio con cámaras de seguridad cercos eléctricos y accesos controlados plaza de juegos... infantiles gran parque central y un entorno natural privilegiado con senderos de trekking multicanchas y facilidades para desarrollar múltiples actividades deportivas. orientación norte. excelente conectividad a sólo 35 minutos de santiago por ruta 5 norte y autopista los libertadores. descripción: primer piso hall de entrada. baño de visitas. amplio living y comedor. cocina completamente amoblada todo en granito equipada con encimera campana y horno. puerta corredera conexión living. amplio dormitorio principal en suite con walking closet y salida al jardín. baño principal. logia completamente cerrada. segundo piso dos dormitorios. baño. sala multiusos (juegos). exterior: entrada de vehículo. antejardín y amplio patio trasero con césped y riego automático macizos de flores y arbustos. hermosa terraza con iluminación. adicionales: cortinas roller a medida en toda la casa. riego automático (con timers). acceso al condominio con portón automático (se entrega control remoto). contactar: valor 4.990uf.mostrar"
"icasas","Providencia","","House","","166m2","5 Dormitorios","2 Baños","","UF 6.616,37","https://www.icasas.cl/propiedad/386755","general rondizzoni / club hipico hermosa casa patrimonial 163/144 m2 barrio residencial patrimonio cultural. @¬1er piso living comedor separados baño de visita cocina cerrada patio techado remodelado lavadero bodega piso cerámica. @¬cuenta con amplio departamento interior independiente living comedor 1 dormitorio baño cocina cerrada. @¬2do piso 2 amplios dormitorios 1 baño. . yohara macarena stewart tel."
"icasas","Providencia","","House","","147m2","4 Dormitorios","2 Baños","","UF 4.370","https://www.icasas.cl/propiedad/421443","venta de casa en santiago centro. emplazada en barrio patrimonial casa amplia y solida cercana a estaciones de metro rondizzoni (l2) presidente pedro aguirre cerda (l6) y parque o'higgins. casa clásica en muy buen estado cuatro amplias habitaciones dos baños living comedor separados gran cocina patio de luz dos bodegas. cerámica en todas las dependencias. ideal para consultas medicas oficina o residencial. @¬código fuenzalida fsb769. ljubica andarcia tel."
"icasas","Las Condes","","Aparment","","120m2","4 Dormitorios","3 Baños","","UF 6.900","https://www.icasas.cl/propiedad/417286","excelente departamento en residencial ubicación de la comuna de las condes. hall de acceso amplio living comedor con terraza incorporada. cocina de buen tamaño con loggia. tres dormitorios (principal en suite) dos baños completos más dormitorio y baño de servicio. un estacionamiento y una bodega. edificio con conserjería las 24 horas estacionamientos de visita sala de juegos solo dos departamentos por piso. gastos comunes: $90. 000 aprox."
"icasas","Las Condes","","Aparment","","110m2","3 Dormitorios","1 Baño","","UF 6.090,54","https://www.icasas.cl/propiedad/148688","cod. int.: 161. alto las condes. imperdible oportunidad. excelente ubicación. frente a mall alto las condes cercano a supermercados restaurantes colegios etc. depto. ubicado en primer piso oriente son 80 m2 totales más 30 m2 de patio. amplio living comedor con salida a patio tres dormitorios más dormitorio de servicio completo. cocina con logia. estacionamiento en superficie techado. cod. int: 161"
"icasas","Las Condes","","Aparment","","100m2","3 Dormitorios","2 Baños","","UF 6.100","https://www.icasas.cl/propiedad/385383","espectacular departamento ubicado en las condes santiago con excelente ubicación. en 4to piso con vista despejada 3 dormitorios 2 baños cocina americana full equipada con cubierta de cuarzo y cajones de cierre suave. se incluye horno microondas encimera campana y refrigerador panelable todo marca teka. 1 hall de entrada gran terraza panorámica de 25m2 con salida desde todos los dormitorios. piso flotante en todos los dormitorios comedor y en estar. porcelanato en baños cerámica en terraza. instalaciones eléctricas sanitarias y gas nuevas.1 bodega. sin estacionamiento pero alrededor del condominio hay unos 40 estacionamientos disponibles para uso exclusivo residentes. también tiene la posibilidad de continuar con el arriendo de estacionamiento por $50.000 interior del recinto. el edificio cuenta con una placa comercial donde puede encontrar: minimarket botilleria peluqueria venta de comida para mascotas biblioteca servicio técnico para electrodomésticos servicio técnico de celulares taller de costuras etc. excelente ubicación a 2 cuadras del metro los dominicos. a un paso del parque montegrande cerca de supermercados colegios y jardines infantiles. a 8 cuadras del mall los dominicos. conserjería 24 hrs."
"icasas","Las Condes","","Aparment","","110m2","3 Dormitorios","3 Baños","","UF 6.900","https://www.icasas.cl/propiedad/445211","departamento 110mtr2 3 dormitorios 3 baños orientación oriente piso 15 hermosa vista despejada 1 estacionamiento y 1 bodega piso flotante en todo el departamento sector rotonda atenas seguridad 24 horas gastos comunes $80. 000 aprox. contribuciones $100. 000 aprox. seguridad 24 hrs. easybroker id: eb ez1248"
"icasas","Las Condes","","Aparment","","120m2","4 Dormitorios","3 Baños","","UF 6.900","https://www.icasas.cl/propiedad/412126","excelente departamento en residencial ubicación de la comuna de las condes. hall de acceso amplio living comedor con terraza incorporada. cocina de buen tamaño con loggia. tres dormitorios (principal en suite) dos baños completos más dormitorio y baño de servicio. un estacionamiento y una bodega. edificio con conserjería las 24 horas estacionamientos de visita sala de juegos solo dos departamentos por piso. gastos comunes: $90. 000 aprox."
"icasas","Las Condes","","Aparment","","103m2","4 Dormitorios","3 Baños","","UF 6.500","https://www.icasas.cl/propiedad/441887","se vende excelente departamento en colón con hernando de magallanes. construido en 1993. ubicado en cuarto piso de edificio de diez pisos. sólo cuatro departamentos por piso orientación oriente tres dormitorios dos baños principal en suite con walk in closet y bow window. pieza y baño de servicio. amplia terraza sin interferencias cocina tradicional con gran loggia. estacionamiento techado amplio en superficie y buen tamaño de bodega situada al lado. recibos luminosos sector muy tranquilo sin ruidos con movilización cercana comercio de barrio supermercados colegios etc. de superficie son 103 m2. útiles y 9 m2. de terraza. contactar : carlos monzó calvo cmonzo@italprop. cl"
"icasas","Las Condes","","Aparment","","103m2","3 Dormitorios","2 Baños","","UF 5.710,97","https://www.icasas.cl/propiedad/409936","vista real al oriente departamento de 3 dormitorios living comedor cocina 2 baños y amplio balcón ( a la salida del dormitorio y del living) dormitorios con buen espacio al igual que el living comedor piso flotante. solo baño y cocina piso cerámico torre 3 depto 204 piso 20 cercano a parques supermercados centro de urgencia centros comerciales colegios jardines al frente del colegio simón bolívar y de locomoción colectiva. a pasos del líder y de la clínica cordillera. contactar a corredor a cargo: victor ureta ponce correo electrónico: victoruretaponce@gmail. com fono:"
"icasas","Las Condes","","House","","200m2","3 Dormitorios","1 Baño","","UF 5.327,92","https://www.icasas.cl/propiedad/431795","hogar de 3 dormitorios living comedor cocina baño y amplio ante jardín piso flotante toda la casa solo baño y cocina piso cerámica departamento interior: 3 dormitorios living comedor cocina y baño. cercano a consultorio anibal ariztia clínica cordillera centro de urgencia centros comerciales parques jardines. a pasos del portal la reina supermercados y colegios a minutos del mall plaza los dominicos y metro los dominicos locomoción colectiva a la puerta. contactar a corredor a cargo: victor ureta ponce correo electrónico: victoruretaponce@gmail. com fono:"
"icasas","Las Condes","","House","","192m2","3 Dormitorios","1 Baño","","UF 6.094,03","https://www.icasas.cl/propiedad/372752","casa de 3 dormitorios living comedor cocina baño. sector residencial amplio estacionamiento a pasos mall plaza los dominicos locomoción colectiva cercano a metro (los dominicos) parques  supermercados clínica cordillera centro de urgencia y consultorio anibal ariztia seguridad las 24hrs. contactar a corredor a cargo: victor ureta ponce correo electrónico: victoruretaponce@gmail. com fono:"
"icasas","Las Condes","","House","","333m2","3 Dormitorios","1 Baño","","UF 6.094,03","https://www.icasas.cl/propiedad/372751","hogar de 3 dormitorios living comedor cocina baño gran patio terraza. cercano a colegios supermercados consultorio anibal ariztia clínica cordillera centro de urgencia centros comerciales parques jardines. a minutos del mall plaza los dominicos y metro los dominicos locomoción colectiva a la puerta seguridad rondando las 24hrs del día. contactar a corredor a cargo: victor ureta ponce correo electrónico: victoruretaponce@gmail. com fono:"
"icasas","Las Condes","","House","","160m2","3 Dormitorios","1 Baño","","UF 6.094,03","https://www.icasas.cl/propiedad/446379","casa de 3 dormitorios living comedor cocina baño y amplio ante jardín todo el hogar piso cerámica solo dormitorios piso cercano a consultorio anibal ariztia clínica cordillera centro de urgencia centros comerciales colegios supermercados parques y jardines a pasos de locomoción colectiva y del mall plaza los dominicos a minuto del metro los dominicos. contactar a corredor a cargo: victor ureta ponce correo electrónico: victoruretaponce@gmail. com fono:"
"icasas","Las Condes","","House","","112m2","4 Dormitorios","2 Baños","","UF 5.571,68","https://www.icasas.cl/propiedad/381438","casa con ampliaciones solo contado sector vital apoquindo paul harris pequeño antejardin con dos estacionamientos techados living comedor juntos baño cocina buen tamaño patio con bodega. sótano acústico para músicos 2° piso liviano 4 dormitorios baño completo con luz natural. . contactar a yany duarte yany@vivaqui. com"
"icasas","Las Condes","","House","","150m2","3 Dormitorios","1 Baño","","UF 6.268,14","https://www.icasas.cl/propiedad/447655","casa en avda colon 3 dormitorios mas living comedor cocina."
"icasas","Las Condes","","House","","270m2","3 Dormitorios","1 Baño","","UF 6.790,49","https://www.icasas.cl/propiedad/375139","casa de 3 dormitorios living comedor cocina baño amplio estacionamiento (capacidad máxima 3 autos) cercano a mall plaza los dominicos supermercados colegios clínica cordillera centro de urgencia a pasos de locomoción colectiva y estación de metro los dominicos seguridad las 24hrs. contactar a corredor a cargo: victor ureta ponce correo electrónico: victoruretaponce@gmail. com fono:"
