SNAP_DT	SRCE	REGION	PROVINCE	PROPERTY_TYPE	PROPERTY_STATE	SIZE_GROUP	COUNT	MT_TOT_AVG	MT_UTIL_AVG	PRICE_AVG	ETL_UF_X_MT2_AVG	ETL_VALUE_AVG	ETL_SCORE_AVG
20200718	portal inmobiliario	rm	lo barnechea	house	usada	150TO2H	48	425	182	14958	39	4996	336
20200718	portal inmobiliario	rm	puente alto	house	usada	80TO90	65	123	73	3079	26	1038	334
20200718	portal inmobiliario	rm	la pintana	house	usada	80TO90	4	97	55	1520	16	520	331
20200718	portal inmobiliario	rm	padre hurtado	house	usada	80TO90	2	158	61	3148	20	1085	329
20200718	portal inmobiliario	rm	vitacura	house	usada	250TO3H	9	430	284	21978	57	7097	329
20200718	portal inmobiliario	rm	pudahuel	house	usada	100TO110	1	212	106	6200	29	2036	328
20200718	portal inmobiliario	rm	la cisterna	house	usada	110TO130	1	264	120	7291	27	2379	326
20200718	portal inmobiliario	rm	huechuraba	aparment	usada	110TO130	2	134	125	6150	46	1990	326
20200718	portal inmobiliario	rm	quilicura	aparment	usada	80TO90	2	50	49	1425	29	453	325
20200718	portal inmobiliario	rm	san miguel	house	usada	2HTO250	1	259	238	9375	36	3053	325
20200718	portal inmobiliario	rm	nunoa	house	usada	110TO130	6	217	125	8746	46	2287	324
20200718	portal inmobiliario	rm	san joaquin	house	usada	90TO100	2	127	96	3026	25	936	322
20200718	portal inmobiliario	rm	pudahuel	house	usada	80TO90	9	128	77	3266	26	1016	321
20200718	portal inmobiliario	rm	san bernardo	house	usada	80TO90	20	98	68	2455	26	801	320
20200718	portal inmobiliario	rm	huechuraba	aparment	usada	100TO110	1	115	108	6150	53	1966	319
20200718	portal inmobiliario	rm	la reina	aparment	usada	90TO100	1	96	96	5659	58	1800	318
20200718	portal inmobiliario	rm	la florida	house	usada	80TO90	23	137	70	3407	29	1051	317
20200718	portal inmobiliario	rm	vitacura	aparment	usada	250TO3H	3	287	264	18634	66	5756	317
20200718	portal inmobiliario	rm	santiago	house	usada	90TO100	2	183	97	4965	27	1576	314
20200718	portal inmobiliario	rm	penaflor	house	usada	LT30	1	179	1	3520	19	1098	311
20200718	portal inmobiliario	rm	las condes	house	usada	150TO2H	99	340	175	14467	46	4393	311
20200718	portal inmobiliario	rm	providencia	aparment	usada	2HTO250	6	294	220	16764	61	5106	310
20200718	portal inmobiliario	rm	lo prado	house	usada	150TO2H	1	161	161	4800	29	1485	309
20200718	portal inmobiliario	rm	las condes	aparment	usada	250TO3H	16	275	270	20010	-96	6085	307
20200718	portal inmobiliario	rm	lo conchali	aparment	usada	80TO90	4	59	58	2217	37	694	307
20200718	portal inmobiliario	rm	providencia	house	usada	2HTO250	3	312	220	16069	53	4908	307
20200718	portal inmobiliario	rm	penalolen	house	usada	80TO90	12	164	80	4147	13	1268	305
20200718	portal inmobiliario	rm	puente alto	house	usada	LT30	7	160	1	3219	23	871	305
20200718	portal inmobiliario	rm	nunoa	aparment	usada	110TO130	4	127	115	7950	63	2406	303
20200718	portal inmobiliario	rm	la granja	house	usada	80TO90	1	98	58	1840	18	556	302
20200718	portal inmobiliario	rm	penalolen	house	usada	LT30	2	265	1	6065	28	1770	302
20200718	portal inmobiliario	rm	san miguel	house	usada	80TO90	1	157	90	4340	27	1307	301
20200718	portal inmobiliario	rm	huechuraba	aparment	usada	90TO100	4	112	97	5868	52	1702	301
20200718	portal inmobiliario	rm	las condes	aparment	usada	2HTO250	27	266	228	18844	71	5625	301
20200718	portal inmobiliario	rm	santiago	house	usada	150TO2H	3	444	177	13667	31	4243	299
20200718	portal inmobiliario	rm	san miguel	aparment	usada	90TO100	4	125	98	6484	52	1732	295
20200718	portal inmobiliario	rm	san bernardo	aparment	usada	80TO90	2	65	65	2497	37	695	294
20200718	portal inmobiliario	rm	la reina	aparment	usada	130TO150	2	225	140	11625	55	3437	294
20200718	portal inmobiliario	rm	buin	house	usada	130TO150	1	180	140	7900	43	2321	293
20200718	portal inmobiliario	rm	providencia	house	usada	150TO2H	12	342	181	15772	50	4504	293
20200718	portal inmobiliario	rm	vitacura	aparment	usada	2HTO250	19	269	225	19644	25	5605	290
20200718	portal inmobiliario	rm	lo barnechea	house	usada	80TO90	2	90	67	2760	31	801	290
20200718	portal inmobiliario	rm	renca	aparment	usada	80TO90	1	50	50	1944	38	562	289
20200718	portal inmobiliario	rm	santiago	aparment	usada	150TO2H	5	176	170	10023	57	2738	288
20200718	portal inmobiliario	rm	pedro aguirre cerda	aparment	usada	80TO90	3	57	33	1502	26	465	287
20200718	portal inmobiliario	rm	nunoa	house	usada	100TO110	6	243	108	8305	39	2299	284
20200718	portal inmobiliario	rm	lo barnechea	house	usada	130TO150	17	348	141	13337	39	3788	283
20200718	portal inmobiliario	rm	providencia	house	usada	250TO3H	3	328	289	20578	-407	5777	282
20200718	portal inmobiliario	rm	la cisterna	house	usada	130TO150	2	302	142	9215	30	2727	281
20200718	portal inmobiliario	rm	penalolen	house	usada	90TO100	4	228	97	6083	28	1669	280
20200718	portal inmobiliario	rm	nunoa	house	usada	130TO150	4	313	136	11865	41	3295	279
20200718	portal inmobiliario	rm	vitacura	house	usada	2HTO250	27	408	225	20095	51	5549	278
20200718	portal inmobiliario	rm	la cisterna	house	usada	150TO2H	1	440	180	12000	27	3333	277
20200718	portal inmobiliario	rm	cerrillos	aparment	usada	80TO90	1	54	54	1315	24	364	276
20200718	portal inmobiliario	rm	san miguel	house	usada	110TO130	1	247	114	8506	34	2346	275
20200718	portal inmobiliario	rm	la reina	house	usada	130TO150	22	299	142	11044	41	2994	272
20200718	portal inmobiliario	rm	penalolen	house	usada	100TO110	8	203	107	6920	35	1881	271
20200718	portal inmobiliario	rm	la reina	aparment	usada	110TO130	1	191	120	10600	55	2856	269
20200718	portal inmobiliario	rm	la reina	aparment	usada	150TO2H	1	200	180	12500	62	3337	266
20200718	portal inmobiliario	rm	las condes	house	usada	130TO150	36	292	142	12671	48	3338	263
