Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","162","122","3","3","1","1","1","12300","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5424983-pedro-canisioarcangel-uda"
"portal inmobiliario","rm","las condes","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","180","150","3","2","0","1","0","10500","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5741704-carmencitaisidora-goyenechea-c_263747-uda"
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","170","140","4","4","1","1","1","13000","https://www.portalinmobiliario.com/mlc-538113455-departamento-en-venta-de-4-dorm-en-vitacura-_jm"
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","100","80","2","2","1","1","1","9500","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/4521440-san-damian-las-hualtatas-uda"
"portal inmobiliario","rm","providencia","25/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","8381","6971","1","1","1","1","0","7000","https://www.portalinmobiliario.com/mlc-538282847-departamento-en-venta-de-1-dorm-en-providencia-_jm"
"portal inmobiliario","rm","vitacura","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","200","180","3","2","1","1","1","18000","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5741110-arturo-ureta-las-hualtatas-c_262649-uda"
"portal inmobiliario","rm","lo barnechea","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","187","167","3","2","1","1","1","11500","https://www.portalinmobiliario.com/mlc-538167388-departamento-en-venta-de-3-dorm-en-lo-barnechea-_jm"
"portal inmobiliario","rm","las condes","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","301","121","2","3","0","1","1","19343","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5741157-av-plaza-c_262821-uda"
"portal inmobiliario","rm","las condes","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","104","98","4","3","1","1","1","8021","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5737793-los-pozos-hernando-de-magallanes-uda"
"portal inmobiliario","rm","la florida","23/07/2020","aparment","nueva","-16","entrega inmediata","-16","-16","-16","N","65","51","3","2","1","1","1","3350","https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/6197-colores-del-abra-nva"
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","166","121","4","4","1","1","0","16500","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5463579-vitacura-luis-carrera-uda"
"portal inmobiliario","rm","vitacura","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","194","169","3","2","1","0","1","18500","https://www.portalinmobiliario.com/mlc-538164238-departamento-en-venta-lo-curro-_jm"
"portal inmobiliario","rm","las condes","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","48","41","1","2","1","1","1","4700","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5737740-metro-hernando-de-magallanes-uda"
"portal inmobiliario","rm","estacion central","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","38","36","1","1","1","1","1","2400","https://www.portalinmobiliario.com/mlc-538237122-maria-rozas-velazquez-av-ecuador-metro-las-rejas-_jm"
"portal inmobiliario","rm","providencia","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","185","185","4","4","0","0","0","6076","https://www.portalinmobiliario.com/mlc-538509744-departamento-en-venta-de-4-dorm-en-providencia-_jm"
"portal inmobiliario","rm","san bernardo","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","-16","-16","1","1","1","1","1","2192","https://www.portalinmobiliario.com/mlc-538119394-departamento-en-venta-de-1-dorm-en-san-bernardo-_jm"
"portal inmobiliario","rm","las condes","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","250","180","4","4","1","1","1","15900","https://www.portalinmobiliario.com/mlc-538507583-departamento-en-venta-de-4-dormitorios-en-las-condes-_jm"
"portal inmobiliario","rm","santiago","24/07/2020","aparment","usada","-16","disponible","-16","60000","-16","N","51","50","2","2","1","1","0","2290","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5737147-vicuna-mackenna-metro-irarrazaval-uda"
"portal inmobiliario","rm","estacion central","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","40","40","2","1","0","0","0","2474","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736812-general-amengual-uda"
"portal inmobiliario","rm","lo conchali","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","64","64","3","2","1","0","0","2777","https://www.portalinmobiliario.com/mlc-538234853-av-independencia-metros-vivaceta-y-cardenal-caro-_jm"
"portal inmobiliario","rm","macul","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","42","42","2","1","1","0","1","2569","https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/5740206-quilin-4931-2-dormitorios-uda"
"portal inmobiliario","rm","estacion central","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","47","47","2","1","0","0","0","2747","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5741842-general-amengual-uda"
"portal inmobiliario","rm","san miguel","26/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","98","95","3","2","1","1","1","5335","https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/5738776-la-marina-1314-uda"
"portal inmobiliario","rm","santiago","26/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","45","43","2","2","1","1","0","2708","https://www.portalinmobiliario.com/mlc-538388437-departamento-en-venta-de-2-dorm-en-santiago-_jm"
"portal inmobiliario","rm","providencia","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","68","57","2","2","1","1","0","6800","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5734032-mariposa-impecable-seminuevo-pocuro-san-ignacio-solo-inversionistas-uda"
"portal inmobiliario","rm","providencia","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","210","110","4","2","1","0","0","10000","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5741447-nueva-providencia-los-leones-c_263433-uda"
"portal inmobiliario","rm","vitacura","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","140","100","3","3","0","1","1","12000","https://www.portalinmobiliario.com/mlc-538507581-departamento-en-venta-de-3-dormitorios-en-vitacura-_jm"
"portal inmobiliario","rm","vitacura","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","135","120","3","3","2","1","1","15000","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5739867-nuevos-candelaria-goyenechea-3-unidades-uda"
"portal inmobiliario","rm","santiago","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","53","53","2","2","1","1","0","3400","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5734707-amunategui-725-departamento-11-uda"
"portal inmobiliario","rm","nunoa","26/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","99","90","4","3","0","0","0","6250","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5738815-general-bustamante-675-uda"
"portal inmobiliario","rm","providencia","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","34","-16","1","1","0","1","0","4166","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5736659-cercano-a-metro-los-leones-los-leones-uda"
"portal inmobiliario","rm","las condes","26/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","60","50","1","1","1","1","1","8000","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5738967-exclusivo-edificio-moderno-sector-el-golf-metro-alcantara-uda"
"portal inmobiliario","rm","lo prado","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","50","44","2","2","0","0","1","2444","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736885-sta-petronila-uda"
"portal inmobiliario","rm","lo barnechea","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","318","235","4","4","1","1","1","24850","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5425400-el-yunque-uda"
"portal inmobiliario","rm","santiago","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","-16","-16","2","2","1","1","0","2534","https://www.portalinmobiliario.com/mlc-538098878-departamento-en-venta-de-2-dormitorios-en-santiago-_jm"
"portal inmobiliario","rm","las condes","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","79","114","3","2","1","1","1","8148","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5741409-martin-zamora-manquehue-c_263350-uda"
"portal inmobiliario","rm","vitacura","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","148","124","3","3","1","1","1","12500","https://www.portalinmobiliario.com/mlc-538267717-departamento-en-venta-de-3-dorm-en-vitacura-_jm"
"portal inmobiliario","rm","santiago","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","51","50","3","2","0","0","0","2621","https://www.portalinmobiliario.com/mlc-538395064-departamento-en-venta-de-3-dorm-en-santiago-_jm"
"portal inmobiliario","rm","las condes","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","55","55","2","2","0","1","1","5208","https://www.portalinmobiliario.com/mlc-538238051-departamento-en-venta-de-2-dorm-en-las-condes-_jm"
"portal inmobiliario","rm","estacion central","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","42","42","2","1","0","0","0","2501","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736967-general-amengual-uda"
"portal inmobiliario","rm","estacion central","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","22","22","1","1","0","0","1","1757","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736857-blanco-garces-uda"
"portal inmobiliario","rm","las condes","27/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","82","71","2","2","1","1","1","7800","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5741715-manquehue-cerro-el-plomo-c_263757-uda"
