Srce,Province,PublishedDate,PropertyType,PropertyState,MtTot,Bdroom,Bath,Parking,PriceUF,Link
icasas,Nunoa,06/26/2020,House,usada,130.0,3,1.0,0,5919,https://www.icasas.cl/propiedad/380987
icasas,Nunoa,06/26/2020,House,usada,200.0,4,3.0,1,6581,https://www.icasas.cl/propiedad/352715
icasas,Providencia,06/26/2020,House,usada,93.0,3,3.0,2,5555,https://www.icasas.cl/propiedad/462719
icasas,Providencia,06/26/2020,House,usada,275.0,4,2.0,2,6718,https://www.icasas.cl/propiedad/406159
icasas,Providencia,06/26/2020,House,usada,161.0,4,3.0,0,6233,https://www.icasas.cl/propiedad/411796
icasas,Providencia,06/26/2020,House,usada,100.0,3,4.0,0,5676,https://www.icasas.cl/propiedad/456152
icasas,Providencia,06/26/2020,House,usada,140.0,4,3.0,0,5900,https://www.icasas.cl/propiedad/469440
icasas,Providencia,06/26/2020,House,usada,100.0,4,3.0,0,4178,https://www.icasas.cl/propiedad/413268
icasas,Providencia,06/26/2020,House,usada,119.0,3,3.0,0,4990,https://www.icasas.cl/propiedad/454288
icasas,Providencia,06/26/2020,House,usada,166.0,5,2.0,0,6616,https://www.icasas.cl/propiedad/386755
icasas,Providencia,06/26/2020,House,usada,147.0,4,2.0,0,4370,https://www.icasas.cl/propiedad/421443
icasas,Las Condes,06/26/2020,Aparment,usada,120.0,4,3.0,2,6900,https://www.icasas.cl/propiedad/417286
icasas,Las Condes,06/26/2020,Aparment,usada,110.0,3,1.0,1,6090,https://www.icasas.cl/propiedad/148688
icasas,Las Condes,06/26/2020,Aparment,usada,100.0,3,2.0,2,6100,https://www.icasas.cl/propiedad/385383
icasas,Las Condes,06/26/2020,Aparment,usada,110.0,3,3.0,1,6900,https://www.icasas.cl/propiedad/445211
icasas,Las Condes,06/26/2020,Aparment,usada,120.0,4,3.0,2,6900,https://www.icasas.cl/propiedad/412126
icasas,Las Condes,06/26/2020,Aparment,usada,103.0,4,3.0,1,6500,https://www.icasas.cl/propiedad/441887
icasas,Las Condes,06/26/2020,Aparment,usada,103.0,3,2.0,0,5710,https://www.icasas.cl/propiedad/409936
icasas,Las Condes,06/26/2020,House,usada,200.0,3,1.0,0,5327,https://www.icasas.cl/propiedad/431795
icasas,Las Condes,06/26/2020,House,usada,192.0,3,1.0,1,6094,https://www.icasas.cl/propiedad/372752
icasas,Las Condes,06/26/2020,House,usada,333.0,3,1.0,0,6094,https://www.icasas.cl/propiedad/372751
icasas,Las Condes,06/26/2020,House,usada,160.0,3,1.0,0,6094,https://www.icasas.cl/propiedad/446379
icasas,Las Condes,06/26/2020,House,usada,112.0,4,2.0,2,5571,https://www.icasas.cl/propiedad/381438
icasas,Las Condes,06/26/2020,House,usada,150.0,3,1.0,0,6268,https://www.icasas.cl/propiedad/447655
icasas,Las Condes,06/26/2020,House,usada,270.0,3,1.0,1,6790,https://www.icasas.cl/propiedad/375139
