web-scraper-order,web-scraper-start-url,item,item-href,FullPrice,MtTot,Bdroom,Bath,Description,WebDesc
"1594177288-1165","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Ramon Cruz 518, Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/463092","UF 4.910,04","100m2","3 Dormitorios","2 Baños","VILLA FREI ZONA TIPICA Y PATRIMONIAL DE ÑUÑOA 
 A PASOS DE LA ESTACION DE METRO VILLA FREI 
 APROVECHE SOLO 1% HONORARIOS DE CORRETAJE 
  
 100 metros cuadrados 
 Gran Terraza panorámica 
 Torre de 10 pisos, con dos ascensores 
 Departamento piso 7 (en remodelación) 
 Orientación hacia el Oriente, vista despejada para siempre 
 $141.000.000 
 3 dormitorios 
 2 baños completos 
 Cocina tradicional con logia inco...rporada 
 Bodega subterránea 
 Salón para eventos en subterráneo del edificio 
 Control de accesos moderno 
 Edificio bellamente remodelado 
  
 Edificio en medio de parques, prestigiosos colegios, grandes avenidas, servicios, restaurantes y excelente conectividad hacia carretera Américo Vespucio, Irarrázaval y Avenida GreciaMostrar","Departamento en Venta Ramon Cruz 518, Ñuñoa, Santiago"
"1594177292-1166","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/376353","UF 5.800","100m2","4 Dormitorios","3 Baños","Aulén propiedades 
  
 tipología: 4 dormitorios, 3 baños 
 ubicación: josé domingo cañas / exequiel fernandez 
  
 detalles del departamento: 
 100m2 construidos 10m2 terraza 
 amplio living comedor y salida a terraza 
 gran cocina con comedor de diario, campana y logia 
 4 grandes y cómodas piezas con closets 
 3 de las piezas en sector oriente del departamento 
 1 pieza en sector poniente, puede ser servicio o s...ala de estar (al lado de la cocina) 
  
 orientación sur oriente 
  
 características del edificio: 
 edificio en condominio seguro y familiar 
 a pasos del metro chile españa 
  
  sin estacionamiento, ni ascensor  
  
 gastos comunes: $90. 000 mensual 
  
 contactar a natalia dominguez v.Mostrar","Departamento en Venta Ñuñoa, Santiago"
"1594177278-1162","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Portal Ñuñoa - Eduardo Castillo Velasco
, Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/405349","UF 5.885,09","110m2","3 Dormitorios","3 Baños","Amplio departamento ubicado en zona residencial de ñuñoa con 3 dormitorios, prinicpal en suite, 2 baños completos más pieza y baño de servicio. Tiene una terraza de buen tamaño con salida al living comedor y dormitorio principal, lindos jardines y el departamento cuenta con 1 estacionamiento subterráneo, una bodega que es la más grande del edificio y estacionamientos de visita. @¬verónica guzmán. Verónica guzmán tel.","Departamento en Venta Portal Ñuñoa - Eduardo Castillo Velasco
, Ñuñoa, Santiago"
"1594177285-1164","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/423741","UF 7.000","104m2","4 Dormitorios","3 Baños","En venta espacioso departamento con excelente distribución 104mtrs 6mtrs de terreza, orientación oriente, piso flotante. Hall de entrada, living comedor separados por una puerta y terraza. Cocina equipada de buen espacio, encimera a gas, horno eléctrico, campana y conexión para lavadora. 4 dormitorios con closets, 3 baños. Dormitorio principal en suite y walk in closet. Calefacción por losa radiante 
  
 cuenta con 2 puestos de estacionamiento subterráneos y bodega. Gastos comunes $180. 000 contribuciones $204. 000 
  
 edifico del año 2006, cuenta con:. Conserjería 24/7. Piscina. Gimnasio. Salón de eventos. Juego infantil. Estacionamiento de visitas. Bicicletero 
  
 cercano a supermercados, metro chile españa, comercios, restaurantes, farmacias, colegios, a pocas cuadras de plaza ñuñoa zona de cafés y locales nocturnos. Contacto alejandra cano alejandra. Cano@legalybroker. Com","Departamento en Venta Ñuñoa, Santiago"
"1594177255-1156","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Metro Ñuñoa - Irarràzaval
, Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/409154","UF 6.477,08","115m2","3 Dormitorios","2 Baños","Cómodo departamento en buen sector de la comuna de ñuñoa. Living comedor juntos con salida a terraza, tres dormitorios uno en suite. Dos baños, amplios closets. Piso flotante en living comedor y dormitorios. Cocina con loggia. Orientación sur oriente. Piso octavo, en edificio de 10 pisos. Estacionamiento descubierto y gran bodega de aproximadamente 12 mts2. Conserjerìa 24 hrs. Luz maría pereira tel.","Departamento en Venta Metro Ñuñoa - Irarràzaval
, Ñuñoa, Santiago"
"1594177281-1163","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Plaza Ñuñoa - A Una Cuadra De La Nueva Estación Linea 3 Chile España.-
, Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/329601","UF 6.300","126m2","4 Dormitorios","3 Baños","Departamento duplex de 4 dormitorios, 3 baños, 1 estacionamiento, balcon, cocina tipo tradicional, sin asensor. 126 metros totales, orientación norte. Piso flotante y en el segundo nivel cubre piso. Piso 4. Edificio cuenta con amplios jardínes interiores y bicicletero. Proyecto del año 1990, de 4 pisos. Ggcc $97. 000 aprox. Zona con excelente equipamiento comercial y conectividad, cercano a servicios de salud y metro linea 3 estación chile españa. . @¬ @¬ejecutivo a cargo: francisco torres @¬ @¬ @¬. Francisco torres tel.","Departamento en Venta Plaza Ñuñoa - A Una Cuadra De La Nueva Estación Linea 3 Chile España.-
, Ñuñoa, Santiago"
"1594177266-1159","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Hospital De Carabineros - Sucre, Antonio Varas
, Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/413252","UF 6.000","105m2","3 Dormitorios","2 Baños","Departamento duplex en barrio consolidado de ñuñoa. Amplios y luminosos espacios, 3 dormitorios, 2 baños, 1 en suite, escritorio. Cocina amoblada, loggia. Estacionamiento. Cerca de locomoción, restaurantes, plazas, comercio. No dejar de visitar. @¬@¬. Veronica velázquez tel.","Departamento en Venta Hospital De Carabineros - Sucre, Antonio Varas
, Ñuñoa, Santiago"
"1594177270-1160","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Metro Simón Bolivar - Simon Bolivar
, Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/386124","UF 6.900","100m2","3 Dormitorios","2 Baños","Fph2851 departamento 3 dormitorios, 2 baños, cocina cerrada, living comedor juntos, home office, logia, amplia terraza. Orientación nor poniente. Acceso vehicular y orientación de departamento por y hacia calle residencial clorinda willshaw. Edificio de construcción nueva cuenta con conserjería 24 hrs. Sauna, jacuzzi, salas de eventos, piscina panorámica, quinchos, jardines, estacionamientos de visitas. Incluye estacionamiento y bodega. Cercano a centros comerciales, médicos y de entretencion, colegios, metro. Acceso directo a avenidas principales y autopistas. @¬gasto común $140000. Incluye agua caliente. . Loreto javiera tapia tel.","Departamento en Venta Metro Simón Bolivar - Simon Bolivar
, Ñuñoa, Santiago"
"1594177296-1167","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/467486","UF 6.300","103m2","4 Dormitorios","null","Atractivo y amplio departamento duplex a pasos metro chile españa 
 100/3 mt2 
 primer nivel: amplio living comedor con salida a terraza 
 3 dormitorios de exelente tamaño, ppal en suite 
 2 baños, ppal con ventilaciòn natural 
 cocina amoblada con conexiòn a lavadora 
 segundo nivel: una gran sala estar 
 1 dormitorio de exelente tamaño 
 1 baño con ventilaciòn natural 
 estacionamiento de uso y goce 
 conserje y seguridad 24 hrs 
 contacto: nicolás pedemonte. Asesor inmobiliario grupo inovo.","Departamento en Venta Ñuñoa, Santiago"
"1594177274-1161","https://www.icasas.cl/venta/departamentos/santiago/nunoa/f_3-dormitorios,4-dormitorios,5-dormitorios,4000-7000-precio,100-m2/o_fecha-actualizacion","Departamento en Venta Villa Frei - Irarrázaval, N° 5150
, Ñuñoa, Santiago, Metropolitana De Santiago","https://www.icasas.cl/propiedad/357388","UF 6.755,66","100m2","3 Dormitorios","2 Baños","Luminoso departamento, tres dormitorios, dos baños, dos terrazas, estacionamiento y bodega, a pasos de metro linea 3, cercano a mall plaza egaña, en un sexto piso, cuenta con piscina, qincho, sala de eventos, mesas de pool, spa. Gimnasio, conserje las 24 horas,. Rafael rojas tel.","Departamento en Venta Villa Frei - Irarrázaval, N° 5150
, Ñuñoa, Santiago"
