snap_dt,srce,region,province,property_type,property_state,size_group,count,mt_util_min,mt_util_max,mt_util_avg,mt_tot_min,mt_tot_max,mt_tot_avg,price_min,price_max,price_avg,etl_uf_x_mt2_min,etl_uf_x_mt2_max,etl_uf_x_mt2_avg,etl_value_min,etl_value_max,etl_value_avg,etl_score_min,etl_score_max,etl_score_avg
20200725,portal inmobiliario,rm,buin,aparment,usada,120TO130,2,123,123,123,142,142,142,5100,5290,5195,41,43,42,1665,1861,1763,314,364,339
20200724,portal inmobiliario,rm,buin,aparment,usada,120TO130,2,123,123,123,142,142,142,5100,5290,5195,41,43,42,1665,1861,1763,314,364,339
20200725,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
20200721,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
20200723,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
20200724,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
20200721,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
20200718,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
20200725,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
20200723,portal inmobiliario,rm,buin,house,usada,120TO130,1,127,127,127,238,238,238,5590,5590,5590,44,44,44,2116,2116,2116,378,378,378
20200721,portal inmobiliario,rm,buin,house,usada,120TO130,3,126,130,128,180,260,226,3550,6921,5354,28,53,42,1592,3053,2254,378,448,423
20200725,portal inmobiliario,rm,buin,house,usada,120TO130,2,128,128,128,218,260,239,5676,6277,5977,44,49,47,2008,2484,2246,353,395,374
20200718,portal inmobiliario,rm,buin,house,usada,120TO130,1,127,127,127,238,238,238,5590,5590,5590,44,44,44,2116,2116,2116,378,378,378
20200724,portal inmobiliario,rm,buin,house,usada,120TO130,1,128,128,128,218,218,218,5676,5676,5676,44,44,44,2008,2008,2008,353,353,353
20200723,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,180,180,180,7900,7900,7900,56,56,56,2321,2321,2321,293,293,293
20200718,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,180,180,180,7900,7900,7900,56,56,56,2321,2321,2321,293,293,293
20200721,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,180,180,180,7900,7900,7900,56,56,56,2321,2321,2321,293,293,293
20200725,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
20200721,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
20200724,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
20200723,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
20200721,portal inmobiliario,rm,buin,house,usada,190TO2H,1,200,200,200,600,600,600,16097,16097,16097,80,80,80,4779,4779,4779,296,296,296
20200725,portal inmobiliario,rm,buin,house,usada,250TO3H,1,273,273,273,6200,6200,6200,9548,9548,9548,35,35,35,48649,48649,48649,5095,5095,5095
20200718,portal inmobiliario,rm,buin,house,usada,250TO3H,1,270,270,270,2000,2000,2000,10000,10000,10000,37,37,37,13929,13929,13929,1392,1392,1392
20200723,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
20200725,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
20200724,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
20200724,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
20200721,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
20200723,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
20200725,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
20200723,portal inmobiliario,rm,buin,house,usada,80TO90,8,42,90,69,42,220,128,1107,3750,2488,25,44,35,232,2107,1048,196,561,407
20200718,portal inmobiliario,rm,buin,house,usada,80TO90,9,45,90,66,80,220,136,1107,3750,2274,17,51,34,508,2107,944,302,615,429
20200725,portal inmobiliario,rm,buin,house,nueva,80TO90,1,84,84,84,184,184,184,3382,3382,3382,40,40,40,1333,1333,1333,394,394,394
20200721,portal inmobiliario,rm,buin,house,usada,80TO90,11,45,90,70,80,220,139,1107,3750,2466,17,51,35,508,2107,1049,302,615,436
20200725,portal inmobiliario,rm,buin,house,usada,80TO90,5,42,90,74,42,170,129,1180,3500,2745,28,44,37,232,1447,1039,196,443,359
20200724,portal inmobiliario,rm,buin,house,usada,80TO90,5,42,90,74,42,170,129,1180,3500,2745,28,44,37,232,1447,1039,196,443,359
20200718,portal inmobiliario,rm,buin,house,usada,90TO100,4,95,100,98,185,270,225,4009,4687,4292,41,49,44,1374,2137,1729,293,480,405
20200721,portal inmobiliario,rm,buin,house,usada,90TO100,4,95,100,98,185,270,225,4009,4687,4292,41,49,44,1374,2137,1729,293,480,405
20200724,portal inmobiliario,rm,buin,house,usada,90TO100,1,98,98,98,185,185,185,4027,4027,4027,41,41,41,1813,1813,1813,450,450,450
20200723,portal inmobiliario,rm,buin,house,usada,90TO100,2,95,98,97,185,220,203,4027,4687,4357,41,49,45,1374,1813,1594,293,450,372
20200723,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
20200721,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
20200724,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
20200725,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
20200718,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
20200723,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
20200725,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
20200724,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
20200721,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
20200725,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
20200721,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
20200718,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
20200725,portal inmobiliario,rm,calera de tango,house,usada,2HTO250,1,212,212,212,6420,6420,6420,9750,9750,9750,46,46,46,43176,43176,43176,4428,4428,4428
20200724,portal inmobiliario,rm,calera de tango,house,usada,2HTO250,1,212,212,212,6420,6420,6420,9750,9750,9750,46,46,46,43176,43176,43176,4428,4428,4428
20200723,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
20200725,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
20200718,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
20200721,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
20200724,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
20200721,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,3,422,466,448,5015,5200,5139,15000,17500,16410,36,38,37,51677,63151,58835,3088,4111,3603
20200725,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,2,456,466,461,5200,5200,5200,16730,17500,17115,37,38,38,51677,63151,57414,3088,3608,3348
20200723,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,1,422,422,422,5015,5015,5015,15000,15000,15000,36,36,36,61676,61676,61676,4111,4111,4111
20200718,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,3,422,466,448,5015,5200,5139,15000,17500,16410,36,38,37,51677,63151,58835,3088,4111,3603
20200718,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
20200724,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
20200725,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,1,553,553,553,5220,5220,5220,12900,12900,12900,23,23,23,70187,70187,70187,5440,5440,5440
20200723,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
20200721,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
20200725,portal inmobiliario,rm,calera de tango,house,usada,5KTO10K,1,,,,5190,5190,5190,18500,18500,18500,4,4,4,27507,27507,27507,1486,1486,1486
20200723,portal inmobiliario,rm,calera de tango,house,usada,5KTO10K,1,,,,5190,5190,5190,18500,18500,18500,4,4,4,27507,27507,27507,1486,1486,1486
20200724,portal inmobiliario,rm,calera de tango,house,usada,5KTO10K,1,,,,5190,5190,5190,18500,18500,18500,4,4,4,27507,27507,27507,1486,1486,1486
20200725,portal inmobiliario,rm,cerrillos,aparment,usada,180TO190,1,190,190,190,202,202,202,12500,12500,12500,66,66,66,3847,3847,3847,307,307,307
20200724,portal inmobiliario,rm,cerrillos,aparment,usada,180TO190,1,190,190,190,202,202,202,12500,12500,12500,66,66,66,3847,3847,3847,307,307,307
20200718,portal inmobiliario,rm,cerrillos,aparment,usada,80TO90,1,54,54,54,54,54,54,1315,1315,1315,24,24,24,364,364,364,276,276,276
20200721,portal inmobiliario,rm,cerrillos,aparment,usada,80TO90,1,54,54,54,54,54,54,1315,1315,1315,24,24,24,364,364,364,276,276,276
20200724,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
20200723,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
20200721,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1743,1743,1743,358,358,358
20200718,portal inmobiliario,rm,cerrillos,house,usada,100TO110,2,104,110,107,137,151,144,3993,4861,4427,36,47,42,1743,1792,1768,358,448,403
20200725,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
20200718,portal inmobiliario,rm,cerrillos,house,usada,110TO120,2,112,120,116,120,135,128,3298,4260,3779,29,36,33,1237,1746,1492,375,409,392
20200721,portal inmobiliario,rm,cerrillos,house,usada,110TO120,2,112,120,116,120,135,128,3298,4260,3779,29,36,33,1237,1746,1492,375,409,392
20200724,portal inmobiliario,rm,cerrillos,house,usada,110TO120,1,120,120,120,120,120,120,4260,4260,4260,36,36,36,2337,2337,2337,548,548,548
20200718,portal inmobiliario,rm,cerrillos,house,usada,80TO90,1,71,71,71,125,125,125,2361,2361,2361,33,33,33,977,977,977,413,413,413
20200724,portal inmobiliario,rm,cerrillos,house,usada,80TO90,3,69,85,75,117,180,141,2361,4300,3332,33,51,44,966,2073,1339,289,482,395
20200725,portal inmobiliario,rm,cerrillos,house,usada,80TO90,3,69,85,75,117,180,141,2361,4300,3332,33,51,44,966,2073,1339,289,482,395
20200721,portal inmobiliario,rm,cerrillos,house,usada,80TO90,1,71,71,71,125,125,125,2361,2361,2361,33,33,33,977,977,977,413,413,413
20200723,portal inmobiliario,rm,cerrillos,house,usada,80TO90,2,71,85,78,125,180,153,2361,4300,3331,33,51,42,977,2073,1525,413,482,448
20200718,portal inmobiliario,rm,cerro navia,house,usada,110TO120,1,120,120,120,109,109,109,2430,2430,2430,22,22,22,1151,1151,1151,473,473,473
20200723,portal inmobiliario,rm,cerro navia,house,usada,250TO3H,1,265,265,265,350,350,350,5208,5208,5208,20,20,20,4334,4334,4334,832,832,832
20200725,portal inmobiliario,rm,cerro navia,house,usada,250TO3H,1,265,265,265,350,350,350,5208,5208,5208,20,20,20,4334,4334,4334,832,832,832
20200721,portal inmobiliario,rm,cerro navia,house,usada,250TO3H,1,265,265,265,350,350,350,5208,5208,5208,20,20,20,4334,4334,4334,832,832,832
20200724,portal inmobiliario,rm,cerro navia,house,usada,250TO3H,1,265,265,265,350,350,350,5208,5208,5208,20,20,20,4334,4334,4334,832,832,832
20200725,portal inmobiliario,rm,cerro navia,house,usada,80TO90,1,32,32,32,162,162,162,1976,1976,1976,62,62,62,528,528,528,267,267,267
20200718,portal inmobiliario,rm,cerro navia,house,usada,80TO90,2,32,70,51,140,162,151,1976,2118,2047,30,62,46,528,918,723,267,433,350
20200721,portal inmobiliario,rm,cerro navia,house,usada,80TO90,2,32,70,51,140,162,151,1976,2118,2047,30,62,46,528,918,723,267,433,350
20200723,portal inmobiliario,rm,cerro navia,house,usada,80TO90,1,70,70,70,140,140,140,2118,2118,2118,30,30,30,918,918,918,433,433,433
20200724,portal inmobiliario,rm,cerro navia,house,usada,LT30,1,1,1,1,172,172,172,2777,2777,2777,2777,2777,2777,1297,1297,1297,467,467,467
20200725,portal inmobiliario,rm,cerro navia,house,usada,LT30,1,1,1,1,172,172,172,2777,2777,2777,2777,2777,2777,1297,1297,1297,467,467,467
20200718,portal inmobiliario,rm,colina,aparment,usada,110TO120,1,120,120,120,132,132,132,8400,8400,8400,70,70,70,1591,1591,1591,189,189,189
20200723,portal inmobiliario,rm,colina,aparment,usada,110TO120,1,120,120,120,132,132,132,8400,8400,8400,70,70,70,1591,1591,1591,189,189,189
20200721,portal inmobiliario,rm,colina,aparment,usada,110TO120,1,120,120,120,132,132,132,8400,8400,8400,70,70,70,1591,1591,1591,189,189,189
20200723,portal inmobiliario,rm,colina,aparment,usada,120TO130,1,125,125,125,142,142,142,8500,8500,8500,68,68,68,2075,2075,2075,244,244,244
20200721,portal inmobiliario,rm,colina,aparment,usada,120TO130,1,125,125,125,142,142,142,8500,8500,8500,68,68,68,2075,2075,2075,244,244,244
20200724,portal inmobiliario,rm,colina,aparment,usada,120TO130,1,125,125,125,142,142,142,8500,8500,8500,68,68,68,2075,2075,2075,244,244,244
20200725,portal inmobiliario,rm,colina,aparment,usada,120TO130,1,125,125,125,142,142,142,8500,8500,8500,68,68,68,2075,2075,2075,244,244,244
20200725,portal inmobiliario,rm,colina,aparment,usada,250TO3H,1,275,275,275,320,320,320,20400,20400,20400,74,74,74,5786,5786,5786,283,283,283
20200724,portal inmobiliario,rm,colina,aparment,usada,250TO3H,1,275,275,275,320,320,320,20400,20400,20400,74,74,74,5786,5786,5786,283,283,283
20200723,portal inmobiliario,rm,colina,aparment,usada,250TO3H,1,275,275,275,320,320,320,20400,20400,20400,74,74,74,5786,5786,5786,283,283,283
20200723,portal inmobiliario,rm,colina,aparment,usada,80TO90,1,87,87,87,87,87,87,7264,7264,7264,83,83,83,804,804,804,110,110,110
20200721,portal inmobiliario,rm,colina,aparment,usada,80TO90,1,87,87,87,87,87,87,7264,7264,7264,83,83,83,804,804,804,110,110,110
20200725,portal inmobiliario,rm,colina,aparment,usada,80TO90,1,87,87,87,87,87,87,7264,7264,7264,83,83,83,804,804,804,110,110,110
20200718,portal inmobiliario,rm,colina,aparment,usada,80TO90,1,87,87,87,87,87,87,7264,7264,7264,83,83,83,804,804,804,110,110,110
20200724,portal inmobiliario,rm,colina,aparment,usada,90TO100,1,100,100,100,115,115,115,6400,6400,6400,64,64,64,1616,1616,1616,252,252,252
20200721,portal inmobiliario,rm,colina,aparment,usada,90TO100,1,100,100,100,115,115,115,6400,6400,6400,64,64,64,1616,1616,1616,252,252,252
20200718,portal inmobiliario,rm,colina,aparment,usada,90TO100,1,100,100,100,115,115,115,6400,6400,6400,64,64,64,1616,1616,1616,252,252,252
20200725,portal inmobiliario,rm,colina,aparment,usada,90TO100,1,100,100,100,115,115,115,6400,6400,6400,64,64,64,1616,1616,1616,252,252,252
20200723,portal inmobiliario,rm,colina,aparment,usada,90TO100,1,100,100,100,115,115,115,6400,6400,6400,64,64,64,1616,1616,1616,252,252,252
20200723,portal inmobiliario,rm,colina,house,usada,100TO110,1,103,103,103,350,350,350,4861,4861,4861,47,47,47,2519,2519,2519,518,518,518
20200718,portal inmobiliario,rm,colina,house,usada,100TO110,3,103,110,107,220,403,325,4500,5400,4921,41,50,46,1979,2633,2377,439,518,482
20200721,portal inmobiliario,rm,colina,house,usada,100TO110,2,103,110,107,220,350,285,4500,4861,4681,41,47,44,1979,2519,2249,439,518,479
20200725,portal inmobiliario,rm,colina,house,usada,100TO110,2,110,110,110,200,220,210,4500,4500,4500,41,41,41,1798,1979,1889,399,439,419
20200724,portal inmobiliario,rm,colina,house,usada,100TO110,3,103,110,108,200,350,257,4500,4861,4621,41,47,43,1798,2519,2099,399,518,452
20200721,portal inmobiliario,rm,colina,house,usada,110TO120,8,111,120,117,230,400,320,4800,8940,6295,40,74,55,2061,3313,2560,283,532,417
20200724,portal inmobiliario,rm,colina,house,usada,110TO120,3,119,120,120,230,352,284,4800,8940,6397,40,74,53,2307,2811,2551,283,515,426
20200725,portal inmobiliario,rm,colina,house,usada,110TO120,5,114,120,119,230,381,319,4800,8940,6098,40,74,51,2307,3295,2736,283,568,469
20200718,portal inmobiliario,rm,colina,house,usada,110TO120,7,111,120,116,230,400,315,4800,7200,5918,40,60,52,2061,3313,2563,322,532,437
20200723,portal inmobiliario,rm,colina,house,usada,110TO120,7,111,120,116,286,400,333,5500,8940,6509,48,74,57,2061,3313,2596,283,532,408
20200723,portal inmobiliario,rm,colina,house,usada,120TO130,14,122,130,126,293,440,348,5100,9200,7662,40,72,61,2319,3934,2995,252,512,400
20200721,portal inmobiliario,rm,colina,house,usada,120TO130,11,122,130,126,305,440,364,7500,9200,7960,58,72,64,2319,3934,3047,252,482,385
20200725,portal inmobiliario,rm,colina,house,usada,120TO130,10,122,130,127,225,436,334,5100,8600,6963,40,70,56,2349,3721,2889,317,616,431
20200724,portal inmobiliario,rm,colina,house,usada,120TO130,9,122,130,126,225,385,323,5100,8600,6805,40,70,55,2349,3239,2796,317,616,430
20200718,portal inmobiliario,rm,colina,house,usada,120TO130,12,124,130,127,293,440,347,5100,9200,7680,40,72,61,2319,3934,3161,252,613,419
20200718,portal inmobiliario,rm,colina,house,usada,130TO140,38,131,140,140,260,5322,676,6320,11200,8789,45,81,64,1994,36642,5296,291,4117,615
20200725,portal inmobiliario,rm,colina,house,usada,130TO140,40,131,140,139,257,5192,619,5350,11300,8994,38,81,65,2406,28827,5172,261,3404,587
20200721,portal inmobiliario,rm,colina,house,usada,130TO140,40,131,140,139,260,5322,658,6310,11200,8823,45,81,64,1994,36642,5111,291,4117,591
20200723,portal inmobiliario,rm,colina,house,usada,130TO140,48,131,140,139,272,5322,573,6310,11300,8865,45,81,64,2534,36642,4924,261,4117,562
20200724,portal inmobiliario,rm,colina,house,usada,130TO140,35,131,140,139,272,3502,499,5350,11300,8899,38,81,65,2534,28827,4627,261,3238,524
20200724,portal inmobiliario,rm,colina,house,usada,140TO150,25,145,150,149,300,570,466,6850,11700,10032,46,78,68,3065,5730,4667,375,560,464
20200725,portal inmobiliario,rm,colina,house,usada,140TO150,22,145,150,149,300,550,456,6850,11600,9822,46,77,67,3065,5730,4582,375,560,465
20200718,portal inmobiliario,rm,colina,house,usada,140TO150,23,145,150,149,297,630,445,6850,12900,9849,46,86,67,2147,6221,4079,286,691,417
20200721,portal inmobiliario,rm,colina,house,usada,140TO150,25,145,150,149,297,630,459,6850,12900,10074,46,86,68,2949,6221,4216,286,691,421
20200723,portal inmobiliario,rm,colina,house,usada,140TO150,23,145,150,149,300,630,461,6850,12900,10117,46,86,69,2954,6221,4225,291,691,419
20200725,portal inmobiliario,rm,colina,house,usada,150TO160,29,152,160,159,327,5220,778,7800,13000,10806,49,84,69,2845,29367,6446,287,2796,592
20200723,portal inmobiliario,rm,colina,house,usada,150TO160,27,151,160,158,262,5220,778,6300,13000,10209,39,84,65,2094,29367,6102,205,2796,591
20200721,portal inmobiliario,rm,colina,house,usada,150TO160,23,151,160,158,262,5220,667,6300,13000,10060,39,84,64,2094,23145,5311,205,2012,523
20200724,portal inmobiliario,rm,colina,house,usada,150TO160,26,152,160,159,327,5220,812,7800,13000,10714,49,84,68,2845,29367,6590,287,2796,609
20200718,portal inmobiliario,rm,colina,house,usada,150TO160,20,151,160,159,262,815,439,6300,13000,9554,39,84,61,2094,9648,4287,205,759,454
20200718,portal inmobiliario,rm,colina,house,usada,160TO170,12,163,170,169,300,650,519,8350,13500,11091,50,79,66,3110,6545,4529,244,600,416
20200725,portal inmobiliario,rm,colina,house,usada,160TO170,20,161,170,169,300,678,488,8900,13500,11122,52,79,67,3052,6988,4931,226,608,446
20200723,portal inmobiliario,rm,colina,house,usada,160TO170,14,161,170,169,300,678,489,8350,13500,11428,50,79,68,3052,6988,4928,226,607,440
20200724,portal inmobiliario,rm,colina,house,usada,160TO170,19,161,170,169,390,678,498,8900,13500,11102,52,79,66,3052,6988,5027,226,608,456
20200721,portal inmobiliario,rm,colina,house,usada,160TO170,13,163,170,169,300,650,520,8350,13500,11199,50,79,67,3110,6545,4611,244,600,419
20200718,portal inmobiliario,rm,colina,house,nueva,160TO170,3,170,170,170,449,495,465,12527,12527,12527,74,74,74,4078,5455,4540,325,435,362
20200724,portal inmobiliario,rm,colina,house,usada,170TO180,21,171,180,176,380,5000,938,8000,13500,11351,44,76,65,3897,39914,8105,342,3695,764
20200721,portal inmobiliario,rm,colina,house,usada,170TO180,10,171,180,176,400,5000,960,9500,14000,11400,53,78,66,4417,39914,9156,342,3695,831
20200718,portal inmobiliario,rm,colina,house,usada,170TO180,12,171,180,177,400,5000,897,9500,14000,11405,53,78,65,4277,39914,8718,388,3695,786
20200725,portal inmobiliario,rm,colina,house,usada,170TO180,23,171,180,176,380,5000,899,8000,13500,11304,44,76,65,3897,39914,7885,342,3695,742
20200723,portal inmobiliario,rm,colina,house,usada,170TO180,13,171,180,177,380,5000,839,9500,14000,11100,53,78,64,4417,39914,8170,342,3695,751
20200718,portal inmobiliario,rm,colina,house,usada,180TO190,9,184,190,188,460,9000,2032,8400,18900,12870,44,99,69,3495,57956,15549,306,3085,1064
20200721,portal inmobiliario,rm,colina,house,usada,180TO190,10,184,190,188,410,9000,1870,8400,18900,12783,44,99,69,3495,57956,14522,306,3085,1001
20200723,portal inmobiliario,rm,colina,house,usada,180TO190,10,184,190,188,410,5008,1058,8400,14700,12028,44,78,65,3495,40049,9923,306,3085,799
20200725,portal inmobiliario,rm,colina,house,usada,180TO190,10,181,190,187,350,9000,1862,9900,18900,13426,52,99,72,3726,57956,15306,318,3085,1048
20200724,portal inmobiliario,rm,colina,house,usada,180TO190,8,181,190,187,350,9000,2189,9900,18900,13359,52,99,72,3726,57956,17562,318,3085,1195
20200723,portal inmobiliario,rm,colina,house,usada,190TO2H,12,192,200,197,500,5000,949,8690,15000,12410,45,77,63,4435,31781,8017,364,2444,648
20200724,portal inmobiliario,rm,colina,house,usada,190TO2H,9,192,200,197,500,747,614,9900,14990,11699,50,77,60,4700,7665,6718,364,774,597
20200718,portal inmobiliario,rm,colina,house,usada,190TO2H,14,192,200,198,315,8900,1494,7500,15000,12349,38,77,63,4435,37351,10309,364,3811,880
20200725,portal inmobiliario,rm,colina,house,usada,190TO2H,16,192,200,199,450,747,646,9900,14000,12613,50,70,64,4700,9747,7534,364,774,607
20200721,portal inmobiliario,rm,colina,house,usada,190TO2H,15,192,200,198,450,8900,1422,8690,15000,12414,45,77,63,4435,37351,9651,364,3811,826
20200721,portal inmobiliario,rm,colina,house,usada,1KTO5K,1,3400,3400,3400,5000,5000,5000,15000,15000,15000,4,4,4,57419,57419,57419,3827,3827,3827
20200718,portal inmobiliario,rm,colina,house,usada,1KTO5K,1,3400,3400,3400,5000,5000,5000,15000,15000,15000,4,4,4,57419,57419,57419,3827,3827,3827
20200723,portal inmobiliario,rm,colina,house,usada,1KTO5K,1,3400,3400,3400,5000,5000,5000,15000,15000,15000,4,4,4,57419,57419,57419,3827,3827,3827
20200718,portal inmobiliario,rm,colina,house,usada,250TO3H,37,255,300,281,300,5860,2780,6800,21000,15841,23,76,57,4321,58996,25068,357,5138,1697
20200721,portal inmobiliario,rm,colina,house,usada,250TO3H,44,255,300,282,300,5860,2760,6800,21000,16237,23,76,58,4321,60615,25148,357,4957,1608
20200724,portal inmobiliario,rm,colina,house,usada,250TO3H,41,255,300,280,140,8600,3518,6850,20800,16121,33,76,59,2849,60615,31376,401,4622,1976
20200725,portal inmobiliario,rm,colina,house,usada,250TO3H,40,258,300,279,140,8600,3511,6850,20800,16369,33,76,60,2849,60615,31012,415,4622,1934
20200723,portal inmobiliario,rm,colina,house,usada,250TO3H,42,255,300,281,140,5800,2785,6800,20500,15949,23,76,58,2849,60615,25856,369,4887,1635
20200723,portal inmobiliario,rm,colina,house,usada,2HTO250,57,205,250,232,468,7200,2028,9600,20500,14616,44,83,64,5459,96130,19295,364,6045,1337
20200718,portal inmobiliario,rm,colina,house,usada,2HTO250,60,205,250,233,380,7200,2077,6800,19600,14466,29,91,63,3710,96130,19606,364,6045,1361
20200721,portal inmobiliario,rm,colina,house,usada,2HTO250,58,205,250,232,410,7200,2148,9600,19600,14543,44,91,63,5459,96130,19863,364,6045,1385
