snap_dt,srce,region,province,property_type,property_state,size_group,count,mt_util_min,mt_util_max,mt_util_avg,mt_tot_min,mt_tot_max,mt_tot_avg,price_min,price_max,price_avg,etl_uf_x_mt2_min,etl_uf_x_mt2_max,etl_uf_x_mt2_avg,etl_value_min,etl_value_max,etl_value_avg,etl_score_min,etl_score_max,etl_score_avg
20200723,portal inmobiliario,rm,isla de maipo,house,usada,100TO110,1,108,108,108,190,190,190,6700,6700,6700,62,62,62,1608,1608,1608,240,240,240
20200725,portal inmobiliario,rm,isla de maipo,house,usada,100TO110,1,108,108,108,190,190,190,6700,6700,6700,62,62,62,1608,1608,1608,240,240,240
20200718,portal inmobiliario,rm,isla de maipo,house,usada,120TO130,1,125,125,125,200,200,200,4900,4900,4900,39,39,39,1954,1954,1954,398,398,398
20200724,portal inmobiliario,rm,isla de maipo,house,usada,140TO150,1,150,150,150,250,250,250,3194,3194,3194,21,21,21,2567,2567,2567,803,803,803
20200725,portal inmobiliario,rm,isla de maipo,house,usada,140TO150,1,150,150,150,250,250,250,3194,3194,3194,21,21,21,2567,2567,2567,803,803,803
20200725,portal inmobiliario,rm,isla de maipo,house,usada,250TO3H,3,254,254,254,5000,5000,5000,10416,10416,10416,41,41,41,41606,41606,41606,3994,3994,3994
20200723,portal inmobiliario,rm,isla de maipo,house,usada,250TO3H,2,254,254,254,5000,5000,5000,10416,10416,10416,41,41,41,41606,41606,41606,3994,3994,3994
20200724,portal inmobiliario,rm,isla de maipo,house,usada,250TO3H,3,254,254,254,5000,5000,5000,10416,10416,10416,41,41,41,41606,41606,41606,3994,3994,3994
20200723,portal inmobiliario,rm,isla de maipo,house,usada,5KTO10K,1,,,,8300,8300,8300,9840,9840,9840,1,1,1,55610,55610,55610,5651,5651,5651
20200724,portal inmobiliario,rm,isla de maipo,house,usada,5KTO10K,1,,,,8300,8300,8300,9840,9840,9840,1,1,1,55610,55610,55610,5651,5651,5651
20200725,portal inmobiliario,rm,isla de maipo,house,usada,5KTO10K,1,,,,8300,8300,8300,9840,9840,9840,1,1,1,55610,55610,55610,5651,5651,5651
20200725,portal inmobiliario,rm,isla de maipo,house,usada,80TO90,1,64,64,64,162,162,162,2700,2700,2700,42,42,42,1306,1306,1306,483,483,483
20200725,portal inmobiliario,rm,isla de maipo,house,usada,90TO100,1,92,92,92,157,157,157,4965,4965,4965,54,54,54,1496,1496,1496,301,301,301
20200724,portal inmobiliario,rm,isla de maipo,house,usada,90TO100,1,92,92,92,157,157,157,4965,4965,4965,54,54,54,1496,1496,1496,301,301,301
20200723,portal inmobiliario,rm,isla de maipo,house,usada,90TO100,1,92,92,92,157,157,157,4965,4965,4965,54,54,54,1496,1496,1496,301,301,301
20200724,portal inmobiliario,rm,la cisterna,aparment,usada,80TO90,13,40,84,56,43,149,64,1697,4030,2500,30,56,46,353,1787,679,161,443,258
20200725,portal inmobiliario,rm,la cisterna,aparment,usada,80TO90,13,40,78,54,43,79,56,1697,3424,2448,30,59,47,317,1074,562,113,313,228
20200721,portal inmobiliario,rm,la cisterna,aparment,nueva,80TO90,2,,,,31,39,35,2206,2206,2206,57,71,64,96,152,124,43,68,56
20200724,portal inmobiliario,rm,la cisterna,aparment,nueva,80TO90,3,32,32,32,36,57,47,2004,2004,2004,63,63,63,277,514,395,138,256,197
20200725,portal inmobiliario,rm,la cisterna,aparment,nueva,80TO90,3,32,32,32,36,57,47,2004,2004,2004,63,63,63,277,514,395,138,256,197
20200721,portal inmobiliario,rm,la cisterna,aparment,usada,80TO90,8,43,70,52,45,70,52,1875,2786,2315,33,59,46,317,822,456,113,304,198
20200723,portal inmobiliario,rm,la cisterna,aparment,usada,80TO90,8,43,57,50,43,57,50,1697,2786,2173,33,59,45,317,658,431,113,286,205
20200718,portal inmobiliario,rm,la cisterna,aparment,usada,80TO90,9,47,73,55,47,73,55,1562,2786,2243,30,59,43,317,822,454,113,304,205
20200725,portal inmobiliario,rm,la cisterna,aparment,nueva,LT30,2,28,28,28,31,39,35,2206,2206,2206,79,79,79,240,332,286,108,150,129
20200723,portal inmobiliario,rm,la cisterna,aparment,nueva,LT30,2,28,28,28,31,39,35,2206,2206,2206,79,79,79,240,332,286,108,150,129
20200724,portal inmobiliario,rm,la cisterna,aparment,nueva,LT30,2,28,28,28,31,39,35,2206,2206,2206,79,79,79,240,332,286,108,150,129
20200725,portal inmobiliario,rm,la cisterna,house,usada,110TO120,1,120,120,120,264,264,264,7291,7291,7291,61,61,61,2379,2379,2379,326,326,326
20200721,portal inmobiliario,rm,la cisterna,house,usada,110TO120,1,120,120,120,264,264,264,7291,7291,7291,61,61,61,2379,2379,2379,326,326,326
20200723,portal inmobiliario,rm,la cisterna,house,usada,110TO120,1,120,120,120,264,264,264,7291,7291,7291,61,61,61,2379,2379,2379,326,326,326
20200724,portal inmobiliario,rm,la cisterna,house,usada,110TO120,1,120,120,120,264,264,264,7291,7291,7291,61,61,61,2379,2379,2379,326,326,326
20200718,portal inmobiliario,rm,la cisterna,house,usada,110TO120,1,120,120,120,264,264,264,7291,7291,7291,61,61,61,2379,2379,2379,326,326,326
20200718,portal inmobiliario,rm,la cisterna,house,usada,130TO140,1,133,133,133,278,278,278,6972,6972,6972,52,52,52,1545,1545,1545,221,221,221
20200724,portal inmobiliario,rm,la cisterna,house,usada,140TO150,2,145,145,145,410,760,585,8650,8680,8665,60,60,60,3192,4554,3873,367,526,447
20200721,portal inmobiliario,rm,la cisterna,house,usada,140TO150,1,150,150,150,325,325,325,11458,11458,11458,76,76,76,3908,3908,3908,341,341,341
20200718,portal inmobiliario,rm,la cisterna,house,usada,140TO150,1,150,150,150,325,325,325,11458,11458,11458,76,76,76,3908,3908,3908,341,341,341
20200723,portal inmobiliario,rm,la cisterna,house,usada,140TO150,1,150,150,150,325,325,325,11458,11458,11458,76,76,76,3908,3908,3908,341,341,341
20200725,portal inmobiliario,rm,la cisterna,house,usada,140TO150,2,145,150,148,270,760,515,4857,8680,6769,32,60,46,2607,3192,2900,367,536,452
20200724,portal inmobiliario,rm,la cisterna,house,usada,150TO160,1,160,160,160,340,340,340,5555,5555,5555,35,35,35,3098,3098,3098,557,557,557
20200721,portal inmobiliario,rm,la cisterna,house,usada,170TO180,1,180,180,180,440,440,440,12000,12000,12000,67,67,67,3333,3333,3333,277,277,277
20200718,portal inmobiliario,rm,la cisterna,house,usada,170TO180,1,180,180,180,440,440,440,12000,12000,12000,67,67,67,3333,3333,3333,277,277,277
20200723,portal inmobiliario,rm,la cisterna,house,usada,170TO180,1,180,180,180,440,440,440,12000,12000,12000,67,67,67,3333,3333,3333,277,277,277
20200724,portal inmobiliario,rm,la cisterna,house,usada,170TO180,2,176,180,178,440,500,470,6300,12000,9150,36,67,52,3333,6505,4919,277,1032,655
20200725,portal inmobiliario,rm,la cisterna,house,usada,170TO180,2,176,180,178,440,500,470,6300,12000,9150,36,67,52,3333,6505,4919,277,1032,655
20200725,portal inmobiliario,rm,la cisterna,house,usada,190TO2H,1,200,200,200,559,559,559,7291,7291,7291,36,36,36,3921,3921,3921,537,537,537
20200725,portal inmobiliario,rm,la cisterna,house,usada,250TO3H,1,281,281,281,875,875,875,12500,12500,12500,44,44,44,3159,3159,3159,252,252,252
20200724,portal inmobiliario,rm,la cisterna,house,usada,250TO3H,1,281,281,281,875,875,875,12500,12500,12500,44,44,44,3159,3159,3159,252,252,252
20200721,portal inmobiliario,rm,la cisterna,house,usada,3HTO4H,1,380,380,380,720,720,720,9027,9027,9027,24,24,24,3916,3916,3916,433,433,433
20200718,portal inmobiliario,rm,la cisterna,house,usada,3HTO4H,1,380,380,380,720,720,720,9027,9027,9027,24,24,24,3916,3916,3916,433,433,433
20200723,portal inmobiliario,rm,la cisterna,house,usada,3HTO4H,1,380,380,380,720,720,720,9027,9027,9027,24,24,24,3916,3916,3916,433,433,433
20200724,portal inmobiliario,rm,la cisterna,house,usada,80TO90,1,90,90,90,208,208,208,5208,5208,5208,58,58,58,1361,1361,1361,261,261,261
20200725,portal inmobiliario,rm,la cisterna,house,usada,80TO90,1,90,90,90,208,208,208,5208,5208,5208,58,58,58,1361,1361,1361,261,261,261
20200725,portal inmobiliario,rm,la cisterna,house,usada,90TO100,1,96,96,96,346,346,346,7465,7465,7465,78,78,78,1563,1563,1563,209,209,209
20200724,portal inmobiliario,rm,la cisterna,house,usada,90TO100,1,96,96,96,346,346,346,7465,7465,7465,78,78,78,1563,1563,1563,209,209,209
20200718,portal inmobiliario,rm,la cisterna,house,usada,90TO100,1,92,92,92,190,190,190,4756,4756,4756,52,52,52,1805,1805,1805,379,379,379
20200721,portal inmobiliario,rm,la cisterna,house,usada,90TO100,1,92,92,92,190,190,190,4756,4756,4756,52,52,52,1805,1805,1805,379,379,379
20200723,portal inmobiliario,rm,la cisterna,house,usada,90TO100,2,92,96,94,190,346,268,4756,7465,6111,52,78,65,1563,1805,1684,209,379,294
20200718,portal inmobiliario,rm,la cisterna,house,usada,LT30,1,1,1,1,160,160,160,5555,5555,5555,5555,5555,5555,789,789,789,142,142,142
20200725,portal inmobiliario,rm,la florida,aparment,nueva,80TO90,3,51,51,51,58,65,61,3350,3350,3350,66,66,66,491,848,680,146,253,203
20200721,portal inmobiliario,rm,la florida,aparment,nueva,80TO90,2,49,49,49,57,80,69,2970,2970,2970,61,61,61,678,921,800,228,310,269
20200721,portal inmobiliario,rm,la florida,aparment,usada,80TO90,40,33,83,62,36,95,65,1041,5200,3143,25,79,52,111,1317,798,85,457,259
20200723,portal inmobiliario,rm,la florida,aparment,nueva,80TO90,8,34,61,45,38,89,68,2641,3757,3003,61,78,70,320,1083,714,121,310,235
20200725,portal inmobiliario,rm,la florida,aparment,usada,80TO90,25,33,90,60,34,146,65,1284,5600,3113,33,75,54,111,1504,756,86,490,242
20200724,portal inmobiliario,rm,la florida,aparment,usada,80TO90,33,33,90,64,34,146,69,1284,5600,3246,33,74,52,111,1504,857,86,490,265
20200724,portal inmobiliario,rm,la florida,aparment,nueva,80TO90,5,49,51,51,57,80,64,2970,3350,3198,61,66,64,491,921,728,146,310,229
20200723,portal inmobiliario,rm,la florida,aparment,usada,80TO90,36,32,90,61,37,146,69,1041,5600,3203,25,75,54,300,1504,830,100,490,267
20200718,portal inmobiliario,rm,la florida,aparment,usada,80TO90,31,33,83,61,36,95,63,1041,5200,3022,25,79,52,111,1317,749,85,457,255
20200724,portal inmobiliario,rm,la florida,aparment,usada,90TO100,1,95,95,95,110,110,110,5450,5450,5450,57,57,57,1515,1515,1515,277,277,277
20200723,portal inmobiliario,rm,la florida,aparment,usada,90TO100,1,95,95,95,110,110,110,5450,5450,5450,57,57,57,1515,1515,1515,277,277,277
20200725,portal inmobiliario,rm,la florida,aparment,usada,90TO100,1,95,95,95,110,110,110,5450,5450,5450,57,57,57,1515,1515,1515,277,277,277
20200718,portal inmobiliario,rm,la florida,aparment,usada,GT10K,1,61050,61050,61050,66930,66930,66930,4200,4200,4200,0,0,0,729123,729123,729123,173600,173600,173600
20200723,portal inmobiliario,rm,la florida,aparment,usada,GT10K,1,61050,61050,61050,66930,66930,66930,4200,4200,4200,0,0,0,729123,729123,729123,173600,173600,173600
20200721,portal inmobiliario,rm,la florida,aparment,usada,GT10K,1,61050,61050,61050,66930,66930,66930,4200,4200,4200,0,0,0,729123,729123,729123,173600,173600,173600
20200718,portal inmobiliario,rm,la florida,aparment,usada,LT30,5,24,30,29,24,33,31,1890,2157,1984,63,87,70,204,249,237,97,131,120
20200723,portal inmobiliario,rm,la florida,aparment,nueva,LT30,3,23,23,23,27,74,49,2181,2181,2181,95,95,95,221,651,427,101,298,196
20200721,portal inmobiliario,rm,la florida,aparment,usada,LT30,7,24,30,29,24,33,31,1890,2351,2084,63,87,73,204,249,236,97,131,114
20200723,portal inmobiliario,rm,la florida,aparment,usada,LT30,6,29,30,30,29,33,33,1890,2604,2157,63,90,73,231,249,241,89,131,114
20200724,portal inmobiliario,rm,la florida,aparment,usada,LT30,6,29,30,30,29,33,33,1890,2604,2157,63,90,73,231,249,241,89,131,114
20200725,portal inmobiliario,rm,la florida,aparment,usada,LT30,4,29,30,30,29,33,32,1890,2604,2069,63,90,70,232,249,245,89,131,121
20200724,portal inmobiliario,rm,la florida,house,usada,100TO110,4,103,105,105,183,250,224,3700,5980,5313,36,58,51,1905,2507,2244,322,663,444
20200718,portal inmobiliario,rm,la florida,house,usada,100TO110,3,101,106,104,199,320,260,4750,6700,5417,46,63,52,1546,2846,2097,322,424,382
20200725,portal inmobiliario,rm,la florida,house,usada,100TO110,4,103,105,105,183,250,216,3700,5980,5038,36,58,49,1546,2507,2154,322,663,444
20200721,portal inmobiliario,rm,la florida,house,usada,100TO110,5,101,105,104,183,259,225,3700,5980,5027,36,58,49,1546,2507,2062,322,663,425
20200723,portal inmobiliario,rm,la florida,house,usada,100TO110,5,101,105,104,183,259,231,3700,5980,5201,36,58,51,1898,2507,2175,322,663,435
20200724,portal inmobiliario,rm,la florida,house,usada,110TO120,4,112,119,115,158,500,305,4340,12000,7170,38,105,63,1488,4957,3223,342,524,449
20200723,portal inmobiliario,rm,la florida,house,usada,110TO120,8,114,120,118,96,500,310,4340,12000,7115,38,105,62,1465,4957,3355,329,597,472
20200721,portal inmobiliario,rm,la florida,house,usada,110TO120,13,112,120,118,96,430,254,3038,8000,5928,26,67,51,1429,4336,2837,329,597,470
20200718,portal inmobiliario,rm,la florida,house,usada,110TO120,15,112,120,119,96,430,230,3038,7850,5615,26,67,49,1269,4336,2531,228,597,443
20200725,portal inmobiliario,rm,la florida,house,usada,110TO120,4,112,119,115,158,500,305,4340,12000,7170,38,105,63,1488,4957,3223,342,524,449
20200718,portal inmobiliario,rm,la florida,house,usada,120TO130,3,124,124,124,164,268,199,4826,6500,5384,39,52,44,1991,2177,2115,306,451,403
20200724,portal inmobiliario,rm,la florida,house,usada,120TO130,2,125,129,127,130,200,165,4444,5902,5173,36,46,41,1410,1878,1644,317,318,318
20200721,portal inmobiliario,rm,la florida,house,usada,120TO130,4,124,125,125,130,268,182,4444,6500,5149,36,52,42,1410,2177,1939,306,451,382
20200725,portal inmobiliario,rm,la florida,house,usada,120TO130,1,129,129,129,200,200,200,5902,5902,5902,46,46,46,1878,1878,1878,318,318,318
20200723,portal inmobiliario,rm,la florida,house,usada,120TO130,4,124,129,126,130,268,191,4444,6500,5418,36,52,44,1410,2177,1864,306,451,348
20200721,portal inmobiliario,rm,la florida,house,usada,130TO140,4,134,140,139,279,400,330,7291,13595,9215,52,101,67,3919,5141,4472,360,592,507
20200723,portal inmobiliario,rm,la florida,house,usada,130TO140,6,140,140,140,250,400,300,6250,8680,7673,45,62,55,3096,5141,3770,395,592,492
20200724,portal inmobiliario,rm,la florida,house,usada,130TO140,3,140,140,140,250,295,275,6250,8263,7268,45,59,52,3096,3919,3429,395,537,476
20200718,portal inmobiliario,rm,la florida,house,usada,130TO140,5,134,140,139,279,400,349,7291,13595,8893,52,101,65,3174,5141,4107,360,592,475
20200725,portal inmobiliario,rm,la florida,house,usada,130TO140,4,137,140,140,250,383,302,6250,8400,7551,45,61,55,3096,4320,3652,395,537,486
20200725,portal inmobiliario,rm,la florida,house,usada,140TO150,1,150,150,150,80,80,80,2947,2947,2947,37,37,37,1187,1187,1187,402,402,402
20200721,portal inmobiliario,rm,la florida,house,usada,140TO150,1,141,141,141,301,301,301,8650,8650,8650,61,61,61,3053,3053,3053,352,352,352
20200718,portal inmobiliario,rm,la florida,house,usada,140TO150,3,141,150,147,301,415,376,8650,9350,9000,60,62,61,3053,4426,3944,352,483,436
20200723,portal inmobiliario,rm,la florida,house,usada,140TO150,1,141,141,141,301,301,301,8650,8650,8650,61,61,61,3053,3053,3053,352,352,352
20200724,portal inmobiliario,rm,la florida,house,usada,140TO150,1,150,150,150,80,80,80,2947,2947,2947,37,37,37,1187,1187,1187,402,402,402
20200718,portal inmobiliario,rm,la florida,house,usada,150TO160,1,154,154,154,225,225,225,5500,5500,5500,36,36,36,2088,2088,2088,379,379,379
20200721,portal inmobiliario,rm,la florida,house,usada,150TO160,1,154,154,154,225,225,225,5500,5500,5500,36,36,36,2088,2088,2088,379,379,379
20200725,portal inmobiliario,rm,la florida,house,usada,150TO160,1,157,157,157,250,250,250,5208,5208,5208,33,33,33,3650,3650,3650,700,700,700
20200723,portal inmobiliario,rm,la florida,house,usada,160TO170,2,163,170,167,163,345,254,6275,6770,6523,38,40,39,2004,3978,2991,319,587,453
20200724,portal inmobiliario,rm,la florida,house,usada,160TO170,1,170,170,170,345,345,345,6770,6770,6770,40,40,40,3978,3978,3978,587,587,587
20200721,portal inmobiliario,rm,la florida,house,usada,160TO170,2,163,170,167,163,345,254,6275,6770,6523,38,40,39,2004,3978,2991,319,587,453
20200718,portal inmobiliario,rm,la florida,house,usada,160TO170,2,163,170,167,163,345,254,6275,6770,6523,38,40,39,2004,3978,2991,319,587,453
20200718,portal inmobiliario,rm,la florida,house,usada,170TO180,5,180,180,180,80,490,312,2083,9500,6373,12,53,40,1478,4888,3391,460,709,559
20200725,portal inmobiliario,rm,la florida,house,usada,170TO180,1,180,180,180,80,80,80,2881,2881,2881,36,36,36,1506,1506,1506,522,522,522
20200724,portal inmobiliario,rm,la florida,house,usada,170TO180,1,180,180,180,80,80,80,2881,2881,2881,36,36,36,1506,1506,1506,522,522,522
20200721,portal inmobiliario,rm,la florida,house,usada,170TO180,2,180,180,180,80,400,240,2881,8700,5791,36,48,42,1506,4712,3109,522,541,532
20200723,portal inmobiliario,rm,la florida,house,usada,170TO180,3,180,180,180,80,400,194,2881,8700,5477,36,48,44,1506,4712,2632,345,541,470
20200721,portal inmobiliario,rm,la florida,house,usada,180TO190,3,182,190,186,386,700,544,5902,10600,8668,31,57,47,4020,10015,6140,461,944,696
20200725,portal inmobiliario,rm,la florida,house,usada,180TO190,2,188,188,188,700,700,700,10600,10600,10600,56,56,56,10050,10050,10050,948,948,948
20200724,portal inmobiliario,rm,la florida,house,usada,180TO190,1,188,188,188,700,700,700,10600,10600,10600,56,56,56,10050,10050,10050,948,948,948
20200718,portal inmobiliario,rm,la florida,house,usada,180TO190,3,182,190,186,386,700,544,5902,10600,8668,31,57,47,4020,10015,6140,461,944,696
20200723,portal inmobiliario,rm,la florida,house,usada,180TO190,2,185,190,188,545,700,623,5902,10600,8251,31,57,44,4020,10015,7018,681,944,813
20200723,portal inmobiliario,rm,la florida,house,usada,190TO2H,3,195,200,198,162,1206,790,3020,13700,9305,19,69,48,3227,13856,8115,648,1068,909
20200721,portal inmobiliario,rm,la florida,house,usada,190TO2H,3,195,200,198,162,1206,790,3020,13700,9305,19,69,48,3227,13856,8115,648,1068,909
20200725,portal inmobiliario,rm,la florida,house,usada,190TO2H,1,200,200,200,1000,1000,1000,11195,11195,11195,56,56,56,7260,7260,7260,648,648,648
20200724,portal inmobiliario,rm,la florida,house,usada,190TO2H,2,198,200,199,1000,1206,1103,11195,13700,12448,56,69,63,7260,13856,10558,648,1011,830
20200718,portal inmobiliario,rm,la florida,house,usada,190TO2H,3,195,200,199,162,1000,479,3020,11195,6889,19,56,36,2910,7260,4466,451,1068,723
20200724,portal inmobiliario,rm,la florida,house,usada,250TO3H,4,275,300,289,401,780,528,3890,13541,8828,14,45,31,7446,8760,8197,646,2180,1142
20200723,portal inmobiliario,rm,la florida,house,usada,250TO3H,5,275,300,290,125,780,448,3890,13541,8503,14,58,36,3798,8760,7317,527,2180,1019
20200718,portal inmobiliario,rm,la florida,house,usada,250TO3H,4,275,300,292,125,780,434,3890,13541,8458,14,58,37,3798,8760,7122,527,2180,1041
20200721,portal inmobiliario,rm,la florida,house,usada,250TO3H,5,275,300,290,125,780,448,3890,13541,8503,14,58,36,3798,8760,7317,527,2180,1019
20200725,portal inmobiliario,rm,la florida,house,usada,250TO3H,1,275,275,275,430,430,430,3890,3890,3890,14,14,14,8481,8481,8481,2180,2180,2180
20200725,portal inmobiliario,rm,la florida,house,usada,2HTO250,3,205,222,217,460,634,576,6300,9300,7467,28,45,35,6763,7803,7196,755,1238,996
20200723,portal inmobiliario,rm,la florida,house,usada,2HTO250,4,205,250,231,115,810,469,6400,12000,9050,39,56,47,2695,10081,6680,421,840,708
20200718,portal inmobiliario,rm,la florida,house,usada,2HTO250,5,210,250,236,115,810,399,6000,12000,8240,24,56,42,2695,10081,5409,421,840,622
20200724,portal inmobiliario,rm,la florida,house,usada,2HTO250,3,205,222,217,460,634,576,6300,9300,7467,28,45,35,6763,7803,7196,755,1238,996
20200721,portal inmobiliario,rm,la florida,house,usada,2HTO250,4,205,250,231,115,810,469,6400,12000,9050,39,56,47,2695,10081,6680,421,840,708
20200718,portal inmobiliario,rm,la florida,house,usada,3HTO4H,1,350,350,350,6000,6000,6000,13506,13506,13506,39,39,39,57307,57307,57307,4243,4243,4243
20200721,portal inmobiliario,rm,la florida,house,usada,4HTO5H,2,428,450,439,115,118,117,6850,7850,7350,60,67,64,4312,4817,4565,549,703,626
20200723,portal inmobiliario,rm,la florida,house,usada,4HTO5H,2,428,450,439,115,118,117,6850,7850,7350,60,67,64,4312,4817,4565,549,703,626
20200718,portal inmobiliario,rm,la florida,house,usada,4HTO5H,2,428,450,439,115,118,117,6850,7850,7350,60,67,64,4312,4817,4565,549,703,626
20200718,portal inmobiliario,rm,la florida,house,usada,80TO90,23,44,90,70,30,200,137,1527,5902,3407,25,106,52,393,1832,1051,123,537,317
20200725,portal inmobiliario,rm,la florida,house,usada,80TO90,24,36,89,68,30,200,112,1454,4166,2814,24,106,46,295,1736,933,123,626,340
20200724,portal inmobiliario,rm,la florida,house,usada,80TO90,25,36,90,69,30,200,112,1454,4166,2813,24,106,45,295,1736,932,123,626,339
20200721,portal inmobiliario,rm,la florida,house,usada,80TO90,23,44,90,73,30,200,144,1527,5902,3465,25,106,51,393,1832,1097,123,537,324
20200723,portal inmobiliario,rm,la florida,house,usada,80TO90,23,44,90,73,30,200,146,1663,5902,3590,24,106,52,393,1832,1132,123,434,323
20200723,portal inmobiliario,rm,la florida,house,usada,90TO100,9,91,100,97,97,210,166,2673,6944,4256,27,75,45,715,2242,1503,245,684,369
20200725,portal inmobiliario,rm,la florida,house,usada,90TO100,7,91,98,96,97,210,160,2789,5138,4260,29,55,45,715,1575,1371,256,389,321
20200718,portal inmobiliario,rm,la florida,house,usada,90TO100,6,91,100,97,100,210,172,2673,6944,4441,27,75,47,1055,2331,1655,245,684,401
20200724,portal inmobiliario,rm,la florida,house,usada,90TO100,9,91,100,97,97,210,158,2789,5152,4229,29,55,45,715,2242,1433,256,435,336
20200721,portal inmobiliario,rm,la florida,house,usada,90TO100,8,91,100,97,97,210,162,2673,6944,4245,27,75,45,715,2242,1494,245,684,369
20200723,portal inmobiliario,rm,la florida,house,usada,LT30,4,1,8,3,198,386,249,4166,9500,6647,1006,9500,4886,965,2631,1693,212,276,246
20200721,portal inmobiliario,rm,la florida,house,usada,LT30,6,1,8,3,124,386,212,2910,9500,5641,1006,9500,4467,525,2631,1347,180,276,224
20200718,portal inmobiliario,rm,la florida,house,usada,LT30,4,1,1,1,124,386,227,2910,9500,5362,2910,9500,5362,525,2631,1289,180,276,225
20200724,portal inmobiliario,rm,la florida,house,usada,LT30,7,1,30,7,180,500,268,2430,9500,5826,81,9500,4484,549,3006,1625,212,362,268
20200725,portal inmobiliario,rm,la florida,house,usada,LT30,7,1,30,7,180,500,268,2430,9500,5826,81,9500,4484,549,3006,1625,212,362,268
20200723,portal inmobiliario,rm,la granja,aparment,usada,80TO90,7,35,50,46,35,51,46,1215,2635,1903,25,54,42,306,600,452,195,426,248
20200721,portal inmobiliario,rm,la granja,aparment,usada,80TO90,7,46,50,48,46,51,48,1267,2635,2060,25,54,43,310,600,487,195,426,246
20200725,portal inmobiliario,rm,la granja,aparment,usada,80TO90,6,35,50,46,35,51,46,1215,2635,1962,25,54,43,306,600,475,195,426,256
20200718,portal inmobiliario,rm,la granja,aparment,usada,80TO90,6,46,50,48,46,51,48,1267,2635,2018,25,54,43,310,600,476,195,426,247
20200724,portal inmobiliario,rm,la granja,aparment,usada,80TO90,1,35,35,35,35,35,35,1215,1215,1215,35,35,35,306,306,306,251,251,251
20200725,portal inmobiliario,rm,la granja,house,usada,120TO130,2,130,130,130,290,290,290,12900,12900,12900,99,99,99,2175,2175,2175,168,168,168
20200724,portal inmobiliario,rm,la granja,house,usada,120TO130,2,130,130,130,290,290,290,12900,12900,12900,99,99,99,2175,2175,2175,168,168,168
20200718,portal inmobiliario,rm,la granja,house,usada,120TO130,1,130,130,130,290,290,290,12900,12900,12900,99,99,99,2175,2175,2175,168,168,168
20200721,portal inmobiliario,rm,la granja,house,usada,120TO130,1,130,130,130,290,290,290,12900,12900,12900,99,99,99,2175,2175,2175,168,168,168
20200723,portal inmobiliario,rm,la granja,house,usada,120TO130,1,130,130,130,290,290,290,12900,12900,12900,99,99,99,2175,2175,2175,168,168,168
20200724,portal inmobiliario,rm,la granja,house,usada,80TO90,3,36,60,51,54,160,95,1489,2083,1884,35,41,38,247,602,424,165,289,219
20200723,portal inmobiliario,rm,la granja,house,usada,80TO90,1,60,60,60,160,160,160,2083,2083,2083,35,35,35,602,602,602,289,289,289
20200718,portal inmobiliario,rm,la granja,house,usada,80TO90,1,58,58,58,98,98,98,1840,1840,1840,32,32,32,556,556,556,302,302,302
20200725,portal inmobiliario,rm,la granja,house,usada,80TO90,3,36,60,51,54,160,95,1489,2083,1884,35,41,38,247,602,424,165,289,219
20200723,portal inmobiliario,rm,la pintana,aparment,usada,80TO90,1,55,55,55,55,55,55,1315,1315,1315,24,24,24,536,536,536,407,407,407
20200725,portal inmobiliario,rm,la pintana,aparment,usada,80TO90,1,55,55,55,55,55,55,1315,1315,1315,24,24,24,536,536,536,407,407,407
20200718,portal inmobiliario,rm,la pintana,aparment,usada,80TO90,3,42,55,49,42,55,51,1041,1315,1167,21,25,24,225,536,411,196,453,352
20200721,portal inmobiliario,rm,la pintana,aparment,usada,80TO90,2,55,55,55,55,55,55,1145,1315,1230,21,24,23,225,536,381,196,407,302
20200724,portal inmobiliario,rm,la pintana,house,usada,110TO120,1,120,120,120,800,800,800,3819,3819,3819,32,32,32,10649,10649,10649,2788,2788,2788
20200723,portal inmobiliario,rm,la pintana,house,usada,110TO120,1,120,120,120,800,800,800,3819,3819,3819,32,32,32,10649,10649,10649,2788,2788,2788
20200721,portal inmobiliario,rm,la pintana,house,usada,110TO120,1,120,120,120,800,800,800,3819,3819,3819,32,32,32,10649,10649,10649,2788,2788,2788
20200725,portal inmobiliario,rm,la pintana,house,usada,110TO120,1,120,120,120,800,800,800,3819,3819,3819,32,32,32,10649,10649,10649,2788,2788,2788
20200718,portal inmobiliario,rm,la pintana,house,usada,110TO120,1,120,120,120,800,800,800,3819,3819,3819,32,32,32,10649,10649,10649,2788,2788,2788
20200721,portal inmobiliario,rm,la pintana,house,usada,130TO140,1,138,138,138,140,140,140,2430,2430,2430,18,18,18,2022,2022,2022,832,832,832
20200718,portal inmobiliario,rm,la pintana,house,usada,130TO140,1,138,138,138,140,140,140,2430,2430,2430,18,18,18,2022,2022,2022,832,832,832
20200724,portal inmobiliario,rm,la pintana,house,usada,140TO150,1,150,150,150,310,310,310,2604,2604,2604,17,17,17,3412,3412,3412,1310,1310,1310
20200723,portal inmobiliario,rm,la pintana,house,usada,140TO150,1,150,150,150,310,310,310,2604,2604,2604,17,17,17,3412,3412,3412,1310,1310,1310
20200721,portal inmobiliario,rm,la pintana,house,usada,140TO150,1,150,150,150,310,310,310,2604,2604,2604,17,17,17,3412,3412,3412,1310,1310,1310
20200718,portal inmobiliario,rm,la pintana,house,usada,80TO90,4,39,90,55,65,124,97,1041,1906,1520,21,40,31,317,928,520,245,486,331
