snap_dt_time,srce,region,province,property_type,property_state,size_group,count,mt_util_min,mt_util_max,mt_util_avg,mt_tot_min,mt_tot_max,mt_tot_avg,price_min,price_max,price_avg,etl_uf_x_mt2_min,etl_uf_x_mt2_max,etl_uf_x_mt2_avg,etl_value_min,etl_value_max,etl_value_avg,etl_score_min,etl_score_max,etl_score_avg
2020-07-30 00:00:00,portal inmobiliario,rm,-16,house,nueva,80TO90,1,45,45,45,213,213,213,1701,1701,1701,38,38,38,-468,-468,-468,-275,-275,-275
2020-07-31 00:00:00,portal inmobiliario,rm,-16,house,nueva,80TO90,1,45,45,45,213,213,213,1701,1701,1701,38,38,38,-468,-468,-468,-275,-275,-275
2020-07-30 00:00:00,portal inmobiliario,rm,buin,aparment,usada,110TO120,1,112,112,112,2084,2084,2084,5160,5160,5160,46,46,46,12836,12836,12836,2487,2487,2487
2020-07-31 00:00:00,portal inmobiliario,rm,buin,aparment,usada,110TO120,1,112,112,112,2084,2084,2084,5160,5160,5160,46,46,46,12836,12836,12836,2487,2487,2487
2020-07-31 00:00:00,portal inmobiliario,rm,buin,aparment,usada,120TO130,1,123,123,123,123,123,123,5200,5200,5200,42,42,42,1506,1506,1506,289,289,289
2020-07-30 00:00:00,portal inmobiliario,rm,buin,aparment,usada,120TO130,1,123,123,123,123,123,123,5200,5200,5200,42,42,42,1506,1506,1506,289,289,289
2020-07-27 00:00:00,portal inmobiliario,rm,buin,aparment,usada,120TO130,2,123,123,123,142,142,142,5100,5290,5195,41,43,42,1665,1861,1763,314,364,339
2020-07-28 00:00:00,portal inmobiliario,rm,buin,aparment,usada,120TO130,2,123,123,123,142,142,142,5100,5290,5195,41,43,42,1665,1861,1763,314,364,339
2020-07-24 00:00:00,portal inmobiliario,rm,buin,aparment,usada,120TO130,2,123,123,123,142,142,142,5100,5290,5195,41,43,42,1665,1861,1763,314,364,339
2020-07-25 00:00:00,portal inmobiliario,rm,buin,aparment,usada,120TO130,2,123,123,123,142,142,142,5100,5290,5195,41,43,42,1665,1861,1763,314,364,339
2020-07-31 00:00:00,portal inmobiliario,rm,buin,aparment,usada,GT10K,1,10015,10015,10015,11378,11378,11378,4400,4400,4400,0,0,0,150482,150482,150482,34200,34200,34200
2020-07-30 00:00:00,portal inmobiliario,rm,buin,aparment,usada,GT10K,1,10015,10015,10015,11378,11378,11378,4400,4400,4400,0,0,0,150482,150482,150482,34200,34200,34200
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,100TO110,1,109,109,109,132,132,132,4078,4078,4078,37,37,37,1897,1897,1897,465,465,465
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
2020-07-18 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,1,120,120,120,175,175,175,3750,3750,3750,31,31,31,1655,1655,1655,441,441,441
2020-07-31 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,2,114,120,117,175,272,224,3750,5700,4725,31,50,41,1655,2154,1905,377,441,409
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,2,114,120,117,175,272,224,3750,5700,4725,31,50,41,1655,2154,1905,377,441,409
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,usada,110TO120,1,114,114,114,272,272,272,5700,5700,5700,50,50,50,2154,2154,2154,377,377,377
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,3,125,130,128,200,750,396,4861,8100,6184,37,65,49,1716,5551,3128,353,685,472
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,1,128,128,128,260,260,260,6277,6277,6277,49,49,49,2484,2484,2484,395,395,395
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,2,128,128,128,218,260,239,5676,6277,5977,44,49,47,2008,2484,2246,353,395,374
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,2,128,128,128,218,260,239,5676,6277,5977,44,49,47,2008,2484,2246,353,395,374
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,1,127,127,127,238,238,238,5590,5590,5590,44,44,44,2116,2116,2116,378,378,378
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,2,128,128,128,218,260,239,5676,6277,5977,44,49,47,2008,2484,2246,353,395,374
2020-07-31 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,3,125,130,128,200,750,396,4861,8100,6184,37,65,49,1716,5551,3128,353,685,472
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,1,128,128,128,218,218,218,5676,5676,5676,44,44,44,2008,2008,2008,353,353,353
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,3,126,130,128,180,260,226,3550,6921,5354,28,53,42,1592,3053,2254,378,448,423
2020-07-18 00:00:00,portal inmobiliario,rm,buin,house,usada,120TO130,1,127,127,127,238,238,238,5590,5590,5590,44,44,44,2116,2116,2116,378,378,378
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,600,600,600,7990,7990,7990,57,57,57,6648,6648,6648,832,832,832
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,180,180,180,7900,7900,7900,56,56,56,2321,2321,2321,293,293,293
2020-07-18 00:00:00,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,180,180,180,7900,7900,7900,56,56,56,2321,2321,2321,293,293,293
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,180,180,180,7900,7900,7900,56,56,56,2321,2321,2321,293,293,293
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,600,600,600,7990,7990,7990,57,57,57,6648,6648,6648,832,832,832
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,600,600,600,7990,7990,7990,57,57,57,6648,6648,6648,832,832,832
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,usada,130TO140,1,140,140,140,600,600,600,7990,7990,7990,57,57,57,6648,6648,6648,832,832,832
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,180TO190,1,190,190,190,646,646,646,4706,4706,4706,25,25,25,5495,5495,5495,1167,1167,1167
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,190TO2H,1,200,200,200,600,600,600,16097,16097,16097,80,80,80,4779,4779,4779,296,296,296
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,250TO3H,1,273,273,273,6200,6200,6200,9548,9548,9548,35,35,35,48649,48649,48649,5095,5095,5095
2020-07-31 00:00:00,portal inmobiliario,rm,buin,house,usada,250TO3H,1,270,270,270,2000,2000,2000,10000,10000,10000,37,37,37,13929,13929,13929,1392,1392,1392
2020-07-18 00:00:00,portal inmobiliario,rm,buin,house,usada,250TO3H,1,270,270,270,2000,2000,2000,10000,10000,10000,37,37,37,13929,13929,13929,1392,1392,1392
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,usada,250TO3H,1,270,270,270,2000,2000,2000,10000,10000,10000,37,37,37,13929,13929,13929,1392,1392,1392
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,usada,250TO3H,1,273,273,273,6200,6200,6200,9548,9548,9548,35,35,35,48649,48649,48649,5095,5095,5095
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,250TO3H,1,273,273,273,6200,6200,6200,9548,9548,9548,35,35,35,48649,48649,48649,5095,5095,5095
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,usada,250TO3H,1,273,273,273,6200,6200,6200,9548,9548,9548,35,35,35,48649,48649,48649,5095,5095,5095
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,2HTO250,1,240,240,240,5000,5000,5000,11458,11458,11458,48,48,48,48843,48843,48843,4262,4262,4262
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,500,500,500,830,830,830,14082,14082,14082,28,28,28,7723,7723,7723,548,548,548
2020-07-31 00:00:00,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,460,460,460,5200,5200,5200,23000,23000,23000,50,50,50,44895,44895,44895,1951,1951,1951
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,4HTO5H,1,460,460,460,5200,5200,5200,23000,23000,23000,50,50,50,44895,44895,44895,1951,1951,1951
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,usada,4HTO5H,2,460,460,460,5200,5200,5200,23000,23000,23000,50,50,50,44895,44895,44895,1951,1951,1951
2020-07-18 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,9,45,90,66,80,220,136,1107,3750,2274,17,51,34,508,2107,944,302,615,429
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,nueva,80TO90,2,84,90,87,180,184,182,3382,3488,3435,39,40,40,1333,1399,1366,394,401,398
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,nueva,80TO90,2,84,90,87,180,184,182,3382,3488,3435,39,40,40,1333,1399,1366,394,401,398
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,nueva,80TO90,2,84,90,87,180,184,182,3382,3488,3435,39,40,40,1333,1399,1366,394,401,398
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,3,56,90,79,148,150,150,2708,3472,3137,36,48,41,930,1051,1011,302,343,324
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,nueva,80TO90,1,84,84,84,184,184,184,3382,3382,3382,40,40,40,1333,1333,1333,394,394,394
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,2,42,90,66,42,150,96,1180,3472,2326,28,39,34,232,1051,642,196,302,249
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,nueva,80TO90,1,90,90,90,180,180,180,3488,3488,3488,39,39,39,1399,1399,1399,401,401,401
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,8,42,90,69,42,220,128,1107,3750,2488,25,44,35,232,2107,1048,196,561,407
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,1,90,90,90,150,150,150,3472,3472,3472,39,39,39,1051,1051,1051,302,302,302
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,5,42,90,74,42,170,129,1180,3500,2745,28,44,37,232,1447,1039,196,443,359
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,5,42,90,74,42,170,129,1180,3500,2745,28,44,37,232,1447,1039,196,443,359
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,4,56,90,73,148,180,157,2708,3700,3087,36,48,44,930,1564,1119,325,422,359
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,11,45,90,70,80,220,139,1107,3750,2466,17,51,35,508,2107,1049,302,615,436
2020-07-31 00:00:00,portal inmobiliario,rm,buin,house,usada,80TO90,4,56,90,76,120,180,150,2708,3700,3277,36,53,45,922,1564,1117,265,422,339
2020-07-31 00:00:00,portal inmobiliario,rm,buin,house,usada,90TO100,1,100,100,100,190,190,190,4100,4100,4100,41,41,41,2035,2035,2035,496,496,496
2020-07-18 00:00:00,portal inmobiliario,rm,buin,house,usada,90TO100,4,95,100,98,185,270,225,4009,4687,4292,41,49,44,1374,2137,1729,293,480,405
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,90TO100,4,95,100,98,185,270,225,4009,4687,4292,41,49,44,1374,2137,1729,293,480,405
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,90TO100,1,100,100,100,190,190,190,4100,4100,4100,41,41,41,2035,2035,2035,496,496,496
2020-07-30 00:00:00,portal inmobiliario,rm,buin,house,usada,90TO100,2,100,100,100,190,190,190,4100,4100,4100,41,41,41,2035,2035,2035,496,496,496
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,90TO100,1,98,98,98,185,185,185,4027,4027,4027,41,41,41,1813,1813,1813,450,450,450
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,90TO100,2,95,98,97,185,220,203,4027,4687,4357,41,49,45,1374,1813,1594,293,450,372
2020-07-28 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-27 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-23 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-21 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-29 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-24 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-18 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-25 00:00:00,portal inmobiliario,rm,buin,house,usada,LT30,1,1,1,1,134,134,134,4513,4513,4513,4513,4513,4513,904,904,904,200,200,200
2020-07-23 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
2020-07-21 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
2020-07-24 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
2020-07-25 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,170TO180,1,180,180,180,5000,5000,5000,10800,10800,10800,60,60,60,34766,34766,34766,3219,3219,3219
2020-07-29 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
2020-07-25 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
2020-07-21 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
2020-07-18 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
2020-07-28 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
2020-07-27 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,250TO3H,1,300,300,300,5000,5000,5000,12200,12200,12200,41,41,41,32421,32421,32421,2657,2657,2657
2020-07-24 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,2HTO250,1,212,212,212,6420,6420,6420,9750,9750,9750,46,46,46,43176,43176,43176,4428,4428,4428
2020-07-28 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,2HTO250,1,212,212,212,6420,6420,6420,9750,9750,9750,46,46,46,43176,43176,43176,4428,4428,4428
2020-07-25 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,2HTO250,1,212,212,212,6420,6420,6420,9750,9750,9750,46,46,46,43176,43176,43176,4428,4428,4428
2020-07-27 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,2HTO250,1,212,212,212,6420,6420,6420,9750,9750,9750,46,46,46,43176,43176,43176,4428,4428,4428
2020-07-29 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-25 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-21 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-28 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-27 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-30 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,4,320,376,339,5000,7725,6367,13000,18200,15625,35,57,47,27309,56834,45220,1964,4371,2947
2020-07-24 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-31 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,3,321,376,345,5000,7725,5915,13000,18200,15034,35,57,45,27309,56834,42291,1964,4371,2894
2020-07-18 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-23 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,3HTO4H,1,320,320,320,7725,7725,7725,17400,17400,17400,54,54,54,54008,54008,54008,3103,3103,3103
2020-07-27 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,2,456,466,461,5200,5200,5200,16730,17500,17115,37,38,38,51677,63151,57414,3088,3608,3348
2020-07-28 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,2,456,466,461,5200,5200,5200,16730,17500,17115,37,38,38,51677,63151,57414,3088,3608,3348
2020-07-23 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,1,422,422,422,5015,5015,5015,15000,15000,15000,36,36,36,61676,61676,61676,4111,4111,4111
2020-07-29 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,2,456,466,461,5200,5200,5200,16730,17500,17115,37,38,38,51677,63151,57414,3088,3608,3348
2020-07-21 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,3,422,466,448,5015,5200,5139,15000,17500,16410,36,38,37,51677,63151,58835,3088,4111,3603
2020-07-18 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,3,422,466,448,5015,5200,5139,15000,17500,16410,36,38,37,51677,63151,58835,3088,4111,3603
2020-07-25 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,4HTO5H,2,456,466,461,5200,5200,5200,16730,17500,17115,37,38,38,51677,63151,57414,3088,3608,3348
2020-07-24 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
2020-07-25 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,1,553,553,553,5220,5220,5220,12900,12900,12900,23,23,23,70187,70187,70187,5440,5440,5440
2020-07-21 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
2020-07-23 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
2020-07-18 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5HTO1K,2,553,650,602,5000,5220,5110,12900,19990,16445,23,31,27,70187,98307,84247,4917,5440,5179
2020-07-24 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5KTO10K,1,,,,5190,5190,5190,18500,18500,18500,4,4,4,27507,27507,27507,1486,1486,1486
2020-07-23 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5KTO10K,1,,,,5190,5190,5190,18500,18500,18500,4,4,4,27507,27507,27507,1486,1486,1486
2020-07-27 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5KTO10K,1,,,,5190,5190,5190,18500,18500,18500,4,4,4,27507,27507,27507,1486,1486,1486
2020-07-25 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,5KTO10K,1,,,,5190,5190,5190,18500,18500,18500,4,4,4,27507,27507,27507,1486,1486,1486
2020-07-31 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,80TO90,1,70,70,70,230,230,230,4166,4166,4166,60,60,60,1062,1062,1062,254,254,254
2020-07-30 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,80TO90,1,70,70,70,230,230,230,4166,4166,4166,60,60,60,1062,1062,1062,254,254,254
2020-07-29 00:00:00,portal inmobiliario,rm,calera de tango,house,usada,80TO90,1,70,70,70,230,230,230,4166,4166,4166,60,60,60,1062,1062,1062,254,254,254
2020-07-24 00:00:00,portal inmobiliario,rm,cerrillos,aparment,usada,180TO190,1,190,190,190,202,202,202,12500,12500,12500,66,66,66,3847,3847,3847,307,307,307
2020-07-25 00:00:00,portal inmobiliario,rm,cerrillos,aparment,usada,180TO190,1,190,190,190,202,202,202,12500,12500,12500,66,66,66,3847,3847,3847,307,307,307
2020-07-27 00:00:00,portal inmobiliario,rm,cerrillos,aparment,usada,180TO190,1,190,190,190,202,202,202,12500,12500,12500,66,66,66,3847,3847,3847,307,307,307
2020-07-21 00:00:00,portal inmobiliario,rm,cerrillos,aparment,usada,80TO90,1,54,54,54,54,54,54,1315,1315,1315,24,24,24,364,364,364,276,276,276
2020-07-18 00:00:00,portal inmobiliario,rm,cerrillos,aparment,usada,80TO90,1,54,54,54,54,54,54,1315,1315,1315,24,24,24,364,364,364,276,276,276
2020-07-30 00:00:00,portal inmobiliario,rm,cerrillos,aparment,usada,80TO90,2,33,80,57,33,86,60,2499,2916,2708,36,76,56,222,1174,698,88,402,245
2020-07-29 00:00:00,portal inmobiliario,rm,cerrillos,aparment,usada,80TO90,1,80,80,80,86,86,86,2916,2916,2916,36,36,36,1174,1174,1174,402,402,402
2020-07-29 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,110,110,110,100,100,100,5034,5034,5034,50,50,50,1530,1530,1530,303,303,303
2020-07-27 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
2020-07-21 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1743,1743,1743,358,358,358
2020-07-18 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,2,104,110,107,137,151,144,3993,4861,4427,36,47,42,1743,1792,1768,358,448,403
2020-07-30 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,110,110,110,100,100,100,5034,5034,5034,50,50,50,1530,1530,1530,303,303,303
2020-07-31 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,110,110,110,100,100,100,5034,5034,5034,50,50,50,1530,1530,1530,303,303,303
2020-07-24 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
2020-07-28 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
2020-07-25 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
2020-07-23 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,100TO110,1,104,104,104,151,151,151,4861,4861,4861,47,47,47,1431,1431,1431,294,294,294
2020-07-21 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,110TO120,2,112,120,116,120,135,128,3298,4260,3779,29,36,33,1237,1746,1492,375,409,392
2020-07-29 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,110TO120,1,120,120,120,120,120,120,4260,4260,4260,36,36,36,2337,2337,2337,548,548,548
2020-07-18 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,110TO120,2,112,120,116,120,135,128,3298,4260,3779,29,36,33,1237,1746,1492,375,409,392
2020-07-30 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,110TO120,1,120,120,120,120,120,120,4260,4260,4260,36,36,36,2337,2337,2337,548,548,548
2020-07-24 00:00:00,portal inmobiliario,rm,cerrillos,house,usada,110TO120,1,120,120,120,120,120,120,4260,4260,4260,36,36,36,2337,2337,2337,548,548,548
