snap_dt_time,srce,region,province,property_type,property_state,size_group,count,mt_util_min,mt_util_max,mt_util_avg,mt_tot_min,mt_tot_max,mt_tot_avg,price_min,price_max,price_avg,etl_uf_x_mt2_min,etl_uf_x_mt2_max,etl_uf_x_mt2_avg,etl_value_min,etl_value_max,etl_value_avg,etl_score_min,etl_score_max,etl_score_avg
2020-07-27 00:00:00,portal inmobiliario,rm,penaflor,house,usada,110TO120,4,120,120,120,491,491,491,5729,5729,5729,48,48,48,3887,4257,3980,678,743,695
2020-07-23 00:00:00,portal inmobiliario,rm,penaflor,house,usada,110TO120,3,120,120,120,491,491,491,5729,5729,5729,48,48,48,3887,4257,4011,678,743,700
2020-07-25 00:00:00,portal inmobiliario,rm,penaflor,house,usada,110TO120,3,120,120,120,491,491,491,5729,5729,5729,48,48,48,3887,4257,4011,678,743,700
2020-07-18 00:00:00,portal inmobiliario,rm,penaflor,house,usada,110TO120,1,120,120,120,491,491,491,5729,5729,5729,48,48,48,4257,4257,4257,743,743,743
2020-07-28 00:00:00,portal inmobiliario,rm,penaflor,house,usada,110TO120,1,120,120,120,491,491,491,5729,5729,5729,48,48,48,3887,3887,3887,678,678,678
2020-07-29 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,123,123,123,2100,2100,2100,15625,15625,15625,127,127,127,11368,11368,11368,727,727,727
2020-07-25 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,123,123,123,2100,2100,2100,15625,15625,15625,127,127,127,11368,11368,11368,727,727,727
2020-07-18 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,123,123,123,2100,2100,2100,15625,15625,15625,127,127,127,11368,11368,11368,727,727,727
2020-07-27 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,123,123,123,2100,2100,2100,15625,15625,15625,127,127,127,11368,11368,11368,727,727,727
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,130,130,130,230,230,230,3187,3187,3187,25,25,25,1575,1575,1575,494,494,494
2020-07-28 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,123,123,123,2100,2100,2100,15625,15625,15625,127,127,127,11368,11368,11368,727,727,727
2020-07-23 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,123,123,123,2100,2100,2100,15625,15625,15625,127,127,127,11368,11368,11368,727,727,727
2020-07-21 00:00:00,portal inmobiliario,rm,penaflor,house,usada,120TO130,1,123,123,123,2100,2100,2100,15625,15625,15625,127,127,127,11368,11368,11368,727,727,727
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,140TO150,1,150,150,150,800,800,800,6271,6271,6271,42,42,42,8713,8713,8713,1389,1389,1389
2020-07-29 00:00:00,portal inmobiliario,rm,penaflor,house,usada,140TO150,1,150,150,150,800,800,800,6271,6271,6271,42,42,42,8713,8713,8713,1389,1389,1389
2020-07-30 00:00:00,portal inmobiliario,rm,penaflor,house,usada,140TO150,1,150,150,150,800,800,800,6271,6271,6271,42,42,42,8713,8713,8713,1389,1389,1389
2020-07-23 00:00:00,portal inmobiliario,rm,penaflor,house,usada,170TO180,1,180,180,180,5000,5000,5000,7291,7291,7291,41,41,41,35804,35804,35804,4910,4910,4910
2020-07-21 00:00:00,portal inmobiliario,rm,penaflor,house,usada,170TO180,1,180,180,180,5000,5000,5000,7291,7291,7291,41,41,41,35804,35804,35804,4910,4910,4910
2020-07-18 00:00:00,portal inmobiliario,rm,penaflor,house,usada,170TO180,1,180,180,180,5000,5000,5000,7291,7291,7291,41,41,41,35804,35804,35804,4910,4910,4910
2020-07-28 00:00:00,portal inmobiliario,rm,penaflor,house,usada,250TO3H,1,300,300,300,1380,1380,1380,9027,9027,9027,30,30,30,19153,19153,19153,2121,2121,2121
2020-07-25 00:00:00,portal inmobiliario,rm,penaflor,house,usada,250TO3H,1,300,300,300,1380,1380,1380,9027,9027,9027,30,30,30,19153,19153,19153,2121,2121,2121
2020-07-27 00:00:00,portal inmobiliario,rm,penaflor,house,usada,250TO3H,1,300,300,300,1380,1380,1380,9027,9027,9027,30,30,30,19153,19153,19153,2121,2121,2121
2020-07-24 00:00:00,portal inmobiliario,rm,penaflor,house,usada,250TO3H,1,300,300,300,1380,1380,1380,9027,9027,9027,30,30,30,19153,19153,19153,2121,2121,2121
2020-07-23 00:00:00,portal inmobiliario,rm,penaflor,house,usada,2HTO250,1,240,240,240,500,500,500,6190,6190,6190,26,26,26,4587,4587,4587,741,741,741
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,2HTO250,3,230,240,237,500,5000,2000,6190,10416,7599,26,45,33,4587,37214,15463,741,3572,1685
2020-07-30 00:00:00,portal inmobiliario,rm,penaflor,house,usada,2HTO250,2,230,240,235,500,5000,2750,6190,10416,8303,26,45,36,4587,37214,20901,741,3572,2157
2020-07-21 00:00:00,portal inmobiliario,rm,penaflor,house,usada,2HTO250,1,240,240,240,500,500,500,6190,6190,6190,26,26,26,4587,4587,4587,741,741,741
2020-07-18 00:00:00,portal inmobiliario,rm,penaflor,house,usada,2HTO250,1,240,240,240,500,500,500,6190,6190,6190,26,26,26,4587,4587,4587,741,741,741
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,4HTO5H,1,466,466,466,6387,6387,6387,12900,12900,12900,28,28,28,54322,54322,54322,4211,4211,4211
2020-07-30 00:00:00,portal inmobiliario,rm,penaflor,house,usada,4HTO5H,1,466,466,466,6387,6387,6387,12900,12900,12900,28,28,28,54322,54322,54322,4211,4211,4211
2020-07-29 00:00:00,portal inmobiliario,rm,penaflor,house,usada,5HTO1K,1,757,757,757,6400,6400,6400,22950,22950,22950,30,30,30,88496,88496,88496,3856,3856,3856
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,5HTO1K,1,757,757,757,6400,6400,6400,22950,22950,22950,30,30,30,88496,88496,88496,3856,3856,3856
2020-07-30 00:00:00,portal inmobiliario,rm,penaflor,house,usada,5HTO1K,1,757,757,757,6400,6400,6400,22950,22950,22950,30,30,30,88496,88496,88496,3856,3856,3856
2020-07-30 00:00:00,portal inmobiliario,rm,penaflor,house,usada,5KTO10K,1,5800,5800,5800,5800,5800,5800,8230,8230,8230,1,1,1,74907,74907,74907,9101,9101,9101
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,5KTO10K,1,5800,5800,5800,5800,5800,5800,8230,8230,8230,1,1,1,74907,74907,74907,9101,9101,9101
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,2,80,80,80,67,180,124,2777,3250,3014,41,41,41,328,1716,1022,118,528,323
2020-07-30 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,2,80,80,80,67,180,124,2777,3250,3014,41,41,41,328,1716,1022,118,528,323
2020-07-21 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,6,50,88,71,75,195,125,1493,3055,2517,29,41,36,384,1428,1031,212,467,387
2020-07-29 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,2,44,80,62,44,180,112,1736,3250,2493,39,41,40,297,1716,1007,171,528,350
2020-07-28 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,1,44,44,44,44,44,44,1736,1736,1736,39,39,39,297,297,297,171,171,171
2020-07-18 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,8,50,88,72,75,195,116,1493,3055,2391,21,41,34,384,1428,970,212,491,392
2020-07-23 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,2,53,88,71,100,195,148,1996,3055,2526,35,38,37,513,1408,961,257,460,359
2020-07-25 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,2,44,53,49,44,100,72,1736,1996,1866,38,39,39,297,513,405,171,257,214
2020-07-24 00:00:00,portal inmobiliario,rm,penaflor,house,usada,80TO90,2,44,53,49,44,100,72,1736,1996,1866,38,39,39,297,513,405,171,257,214
2020-07-30 00:00:00,portal inmobiliario,rm,penaflor,house,usada,90TO100,1,98,98,98,209,209,209,3050,3050,3050,31,31,31,1278,1278,1278,419,419,419
2020-07-31 00:00:00,portal inmobiliario,rm,penaflor,house,usada,90TO100,1,98,98,98,209,209,209,3050,3050,3050,31,31,31,1278,1278,1278,419,419,419
2020-07-18 00:00:00,portal inmobiliario,rm,penaflor,house,usada,90TO100,1,98,98,98,209,209,209,3050,3050,3050,31,31,31,1278,1278,1278,419,419,419
2020-07-23 00:00:00,portal inmobiliario,rm,penaflor,house,usada,90TO100,1,98,98,98,209,209,209,3050,3050,3050,31,31,31,1278,1278,1278,419,419,419
2020-07-21 00:00:00,portal inmobiliario,rm,penaflor,house,usada,90TO100,1,98,98,98,209,209,209,3050,3050,3050,31,31,31,1278,1278,1278,419,419,419
2020-07-18 00:00:00,portal inmobiliario,rm,penaflor,house,usada,LT30,1,1,1,1,179,179,179,3520,3520,3520,3520,3520,3520,1098,1098,1098,311,311,311
2020-07-23 00:00:00,portal inmobiliario,rm,penaflor,house,usada,LT30,1,1,1,1,179,179,179,3520,3520,3520,3520,3520,3520,1098,1098,1098,311,311,311
2020-07-21 00:00:00,portal inmobiliario,rm,penaflor,house,usada,LT30,1,1,1,1,179,179,179,3520,3520,3520,3520,3520,3520,1098,1098,1098,311,311,311
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,100TO110,1,106,106,106,126,126,126,6950,6950,6950,66,66,66,1881,1881,1881,270,270,270
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,100TO110,3,103,106,105,112,126,121,5990,6950,6630,58,66,64,1439,1881,1618,220,270,244
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,100TO110,1,106,106,106,126,126,126,6950,6950,6950,66,66,66,1881,1881,1881,270,270,270
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,100TO110,1,106,106,106,126,126,126,6950,6950,6950,66,66,66,1881,1881,1881,270,270,270
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,100TO110,2,106,106,106,125,125,125,6950,6950,6950,66,66,66,1533,1704,1619,220,245,233
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,100TO110,1,106,106,106,125,125,125,6950,6950,6950,66,66,66,1533,1533,1533,220,220,220
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,100TO110,2,106,106,106,125,126,126,6950,6950,6950,66,66,66,1533,1881,1707,220,270,245
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,3,117,120,119,128,145,138,8500,9700,9297,73,81,79,1821,1920,1876,194,214,202
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,1,112,112,112,132,132,132,7620,7620,7620,68,68,68,2280,2280,2280,299,299,299
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,2,112,120,116,132,140,136,7620,9700,8660,68,81,75,1920,2280,2100,197,299,248
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,2,120,120,120,140,145,143,9690,9700,9695,81,81,81,1885,1920,1903,194,197,196
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,1,120,120,120,140,140,140,9700,9700,9700,81,81,81,1920,1920,1920,197,197,197
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,2,120,120,120,140,145,143,9690,9700,9695,81,81,81,1885,1920,1903,194,197,196
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,1,120,120,120,140,140,140,9700,9700,9700,81,81,81,1920,1920,1920,197,197,197
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,1,120,120,120,140,140,140,9700,9700,9700,81,81,81,1920,1920,1920,197,197,197
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,110TO120,2,117,120,119,128,145,137,8500,9690,9095,73,81,77,1821,1885,1853,194,214,204
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,120TO130,1,125,125,125,125,125,125,6950,6950,6950,56,56,56,1812,1812,1812,260,260,260
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,120TO130,1,125,125,125,125,125,125,6950,6950,6950,56,56,56,1812,1812,1812,260,260,260
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,120TO130,1,125,125,125,125,125,125,6950,6950,6950,56,56,56,1812,1812,1812,260,260,260
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,130TO140,1,134,134,134,181,181,181,9700,9700,9700,72,72,72,2674,2674,2674,275,275,275
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,130TO140,1,134,134,134,181,181,181,9700,9700,9700,72,72,72,2674,2674,2674,275,275,275
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,130TO140,1,134,134,134,181,181,181,9700,9700,9700,72,72,72,2674,2674,2674,275,275,275
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,130TO140,1,134,134,134,181,181,181,9700,9700,9700,72,72,72,2674,2674,2674,275,275,275
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,170TO180,1,180,180,180,180,180,180,9800,9800,9800,54,54,54,4320,4320,4320,440,440,440
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,170TO180,1,180,180,180,180,180,180,9800,9800,9800,54,54,54,4320,4320,4320,440,440,440
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,170TO180,1,180,180,180,180,180,180,9800,9800,9800,54,54,54,4320,4320,4320,440,440,440
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,180TO190,1,186,186,186,232,232,232,8350,8350,8350,45,45,45,3781,3781,3781,452,452,452
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,180TO190,1,186,186,186,232,232,232,8350,8350,8350,45,45,45,3781,3781,3781,452,452,452
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,180TO190,1,186,186,186,232,232,232,8350,8350,8350,45,45,45,3781,3781,3781,452,452,452
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,4HTO5H,1,,,,445,445,445,2083,2083,2083,5,5,5,1602,1602,1602,769,769,769
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,4HTO5H,1,,,,445,445,445,2083,2083,2083,5,5,5,1602,1602,1602,769,769,769
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,4HTO5H,1,,,,445,445,445,2083,2083,2083,5,5,5,1602,1602,1602,769,769,769
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,4HTO5H,1,,,,445,445,445,2083,2083,2083,5,5,5,1602,1602,1602,769,769,769
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,2,50,72,61,53,75,64,2048,5890,3969,41,82,62,409,951,680,161,199,180
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,6,50,86,69,53,93,75,1875,5390,3429,30,64,49,409,1332,906,199,386,265
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,1,,,,58,58,58,2013,2013,2013,35,35,35,255,255,255,126,126,126
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,3,47,72,57,47,75,59,1875,5890,3271,40,82,55,409,951,595,161,225,195
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,1,75,75,75,77,77,77,2256,2256,2256,30,30,30,871,871,871,386,386,386
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,2,47,47,47,47,58,53,1875,2013,1944,35,40,38,255,423,339,126,225,176
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,2,47,47,47,47,58,53,1875,2013,1944,35,40,38,255,423,339,126,225,176
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,2,47,72,60,47,75,61,1875,5890,3883,40,82,61,423,951,687,161,225,193
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,2,65,65,65,58,67,63,2013,2256,2135,35,35,35,255,822,539,126,364,245
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,80TO90,4,65,90,79,67,110,92,2256,5655,4517,35,64,57,822,1421,1212,251,364,283
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,1,98,98,98,114,114,114,6850,6850,6850,70,70,70,1566,1566,1566,228,228,228
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,1,94,94,94,100,100,100,5500,5500,5500,59,59,59,1060,1060,1060,192,192,192
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,1,94,94,94,100,100,100,5500,5500,5500,59,59,59,1060,1060,1060,192,192,192
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,1,98,98,98,114,114,114,6850,6850,6850,70,70,70,1566,1566,1566,228,228,228
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,2,92,98,95,99,114,107,5750,6850,6300,62,70,66,1279,1566,1423,222,228,225
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,1,94,94,94,100,100,100,5500,5500,5500,59,59,59,1060,1060,1060,192,192,192
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,1,91,91,91,100,100,100,5490,5490,5490,60,60,60,1419,1419,1419,258,258,258
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,aparment,usada,90TO100,1,91,91,91,100,100,100,5490,5490,5490,60,60,60,1419,1419,1419,258,258,258
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,3,101,105,103,108,180,152,3052,6800,4962,30,65,49,1118,1887,1628,276,374,339
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,6,101,110,105,108,204,166,3052,8000,6048,30,73,58,1118,2284,1722,245,374,296
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,1,105,105,105,166,166,166,6800,6800,6800,65,65,65,1878,1878,1878,276,276,276
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,2,110,110,110,200,250,225,6500,7384,6942,59,67,63,2019,2704,2362,310,366,338
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,2,110,110,110,200,250,225,6500,7384,6942,59,67,63,2019,2704,2362,310,366,338
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,2,105,110,108,166,250,208,6800,7384,7092,65,67,66,1878,2704,2291,276,366,321
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,8,102,110,107,166,260,203,6500,8000,6920,60,73,66,1551,2328,1881,238,310,271
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,7,101,110,104,108,236,176,3052,8000,6128,30,73,59,1118,2284,1751,245,374,295
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,4,101,105,104,108,180,155,3052,6800,5422,30,65,53,1118,1887,1608,251,374,311
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,house,usada,100TO110,1,105,105,105,166,166,166,6800,6800,6800,65,65,65,1878,1878,1878,276,276,276
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,7,119,120,120,174,500,279,3190,11000,6991,27,92,59,1499,4882,2796,214,733,431
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,2,120,120,120,200,250,225,7000,7600,7300,58,63,61,1499,2857,2178,214,375,295
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,5,111,120,117,200,302,251,5800,7600,6918,50,65,60,1499,2861,2373,214,411,341
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,3,115,120,118,174,2315,907,3190,10763,8008,27,94,69,1916,9255,4504,190,859,594
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,3,115,120,118,174,2315,907,3190,10763,8008,27,94,69,1916,9255,4504,190,859,594
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,3,115,120,118,174,2315,892,3190,10763,6642,27,94,57,1430,9255,4342,239,859,611
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,2,119,120,120,174,230,202,3190,10069,6630,27,85,56,1916,2340,2128,190,733,462
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,9,119,120,120,174,500,263,3190,11000,6790,27,92,57,1499,4882,2626,214,733,409
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,3,115,120,118,174,2315,892,3190,10763,6642,27,94,57,1430,9255,4342,239,859,611
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,house,usada,110TO120,3,119,120,120,200,250,227,7000,10069,8223,58,85,69,1499,2857,2091,190,375,260
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,6,123,128,126,249,361,270,6423,9400,7909,51,73,63,2394,3507,3019,306,466,386
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,5,123,130,126,249,410,309,6597,9400,8155,53,73,65,2394,4809,3261,306,532,399
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,7,122,130,126,217,280,252,6423,10200,8229,51,78,66,2139,3581,2885,274,466,355
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,7,122,128,125,217,361,258,6423,9400,7872,51,73,64,2139,3507,2744,274,466,352
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,7,122,130,127,205,280,246,6423,10200,8229,51,78,65,2139,3581,2729,274,466,336
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,6,123,128,126,249,361,270,6423,9400,7909,51,73,63,2394,3507,3019,306,466,386
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,8,124,130,127,205,410,280,6423,9400,7904,51,73,63,2322,4809,3183,290,532,404
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,11,122,130,128,205,170000,15696,6076,10200,7912,47,78,63,2139,1156928,107869,274,190409,17645
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,12,123,130,128,205,170000,14412,6076,10200,7874,47,78,62,2322,1156928,99143,275,190409,16210
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,house,usada,120TO130,12,122,130,127,180,170000,14404,6076,9027,7274,47,69,58,1663,1156928,98915,266,190409,16204
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,22,132,140,139,164,420,274,4338,12500,9334,32,89,67,1767,5783,3091,160,489,340
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,35,131,140,139,164,439,287,4678,11908,8710,35,85,63,1747,4743,3001,160,501,355
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,26,131,140,139,164,439,293,4678,12500,9072,35,89,66,1747,4743,3056,160,501,350
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,29,131,140,139,174,658,331,4166,13500,9665,30,96,70,1747,5796,3810,180,538,395
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,22,132,140,139,164,420,260,4338,12500,9235,32,89,67,1699,5783,2955,160,462,328
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,22,132,140,139,164,425,249,4338,11908,8873,32,85,64,1699,5783,2848,160,538,330
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,22,131,140,139,174,658,332,6700,13500,9406,48,96,68,1999,6860,3872,259,571,406
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,21,131,140,138,164,425,254,4338,12500,9253,32,89,67,1699,5783,2894,160,538,321
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,23,131,140,138,164,500,264,4338,11908,9131,32,85,67,1699,5376,2963,160,538,334
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,house,usada,130TO140,20,131,140,138,172,500,271,5760,11908,9240,43,85,67,1747,5376,3122,160,538,347
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,6,145,150,148,185,420,309,7000,10540,8683,47,71,59,1479,5380,3314,194,566,378
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,12,142,150,147,185,435,309,6736,10540,8655,46,71,60,2048,4774,3210,194,528,377
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,6,146,150,148,250,430,340,7000,9800,8587,47,65,59,2546,4433,3624,363,481,419
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,9,144,150,147,237,586,365,6885,10500,8641,47,73,59,2546,6348,3830,302,637,440
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,8,142,150,147,237,430,315,6736,9800,8411,46,65,58,2449,4433,3385,271,481,401
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,11,142,150,147,185,440,327,6736,10540,8874,46,73,61,2048,4899,3420,194,528,390
2020-07-27 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,8,145,150,148,185,430,308,7000,10540,8633,47,71,59,1479,4433,3159,194,481,365
2020-07-23 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,11,144,150,147,185,430,322,6885,10540,8808,47,73,60,1479,5380,3463,194,566,393
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,10,144,150,147,237,586,381,6885,10500,8930,47,73,61,2546,6348,4172,302,637,464
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,house,usada,140TO150,5,145,150,148,185,370,287,7000,10540,8614,47,71,59,1479,5380,3039,194,566,350
2020-07-31 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,13,153,160,158,200,752,437,6562,12900,9969,41,81,64,2281,7070,4836,347,608,481
2020-07-21 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,5,155,160,157,320,486,428,10500,12152,11031,66,76,71,3611,5545,4824,297,504,441
2020-07-30 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,14,153,160,158,200,539,401,6562,12152,9846,41,76,63,2281,6645,4597,297,608,465
2020-07-24 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,7,155,160,158,320,540,445,10500,12390,11264,66,77,72,3611,6372,4804,297,514,428
2020-07-25 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,8,153,160,157,177,540,408,7465,12390,10739,49,77,69,2701,6372,4356,297,514,404
2020-07-29 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,11,153,160,156,177,540,378,6556,12390,9593,42,77,62,2701,6372,4333,297,608,453
2020-07-18 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,4,155,160,158,320,486,425,10500,12152,11038,66,76,71,3611,5190,4644,297,494,425
2020-07-28 00:00:00,portal inmobiliario,rm,penalolen,house,usada,150TO160,12,153,160,156,177,540,402,7095,12390,10064,46,77,65,2701,6372,4422,297,608,442
