SnapDate,Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,Sector,SizeGroup,MtTot,MtUtil,Bdroom,Bath,Balcony,Parking,Storage,Pool,PriceUF,UFxMt2,Value,Score,Link
20200807,portal inmobiliario,rm,las condes,2020-08-07,aparment,usada,-16,disponible,-16,210000,-16,N,5.0,110TO120,136,111,3,2,1.0,1,1,1,9050,82.0,2087.0,230,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5762451-oportunidad-manquehue-sur-uda
20200807,portal inmobiliario,rm,providencia,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,81,73,2,2,1.0,1,1,1,6006,82.0,1162.0,193,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5757920-los-leones-bustos-uda
20200807,portal inmobiliario,rm,nunoa,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,60,60,2,1,0.0,1,1,1,3890,65.0,720.0,185,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5761580-exequiel-fernandezlas-encinas-uda
20200807,portal inmobiliario,rm,nunoa,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,78,73,3,2,1.0,0,1,0,5090,70.0,1087.0,213,https://www.portalinmobiliario.com/mlc-540027377-jm-infante-capitan-fuentes-_jm
20200807,portal inmobiliario,rm,las condes,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,130TO140,150,135,4,3,1.0,0,1,1,11200,83.0,2784.0,248,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5760230-noruega-los-militares-uda
20200807,portal inmobiliario,rm,nunoa,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,78,63,2,2,1.0,1,1,1,5990,95.0,1000.0,166,https://www.portalinmobiliario.com/mlc-540240419-los-aliagas-diagonal-oriente-metro-los-orientales-_jm
20200807,portal inmobiliario,rm,santiago,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,52,50,2,2,1.0,0,0,1,3300,66.0,609.0,184,https://www.portalinmobiliario.com/mlc-540017051-departamento-en-venta-de-2-dorm-en-santiago-_jm
20200807,portal inmobiliario,rm,vitacura,2020-08-06,aparment,usada,-16,disponible,-16,220000,-16,N,5.0,130TO140,186,140,3,3,1.0,1,1,1,16950,121.0,3049.0,179,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5750707-condominio-parque-san-damian-moller-casi-nuevo-uda
20200807,portal inmobiliario,rm,las condes,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,50,40,1,1,1.0,1,1,1,5300,132.0,495.0,93,https://www.portalinmobiliario.com/mlc-540220032-av-las-condes-manantiales-_jm
20200807,portal inmobiliario,rm,estacion central,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,LT30,29,29,1,1,0.0,0,0,0,1886,65.0,137.0,72,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5762671-blanco-garces-uda
20200807,portal inmobiliario,rm,vitacura,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,2HTO250,245,215,3,3,1.0,0,1,0,19500,91.0,3915.0,200,https://www.portalinmobiliario.com/mlc-540297987-espoz-vespucio-_jm
20200807,portal inmobiliario,rm,las condes,2020-08-07,aparment,usada,-16,disponible,-16,100,-16,N,5.0,80TO90,38,38,1,1,0.0,0,0,1,5600,147.0,313.0,55,https://www.portalinmobiliario.com/mlc-540288483-av-apoquindo-malaga-_jm
20200807,portal inmobiliario,rm,providencia,2020-08-07,aparment,usada,12,Done,-16,-16,-16,N,5.0,80TO90,55,50,2,2,1.0,1,1,1,4950,99.0,793.0,160,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5762813-andres-bello-antonio-bellet-uda
20200807,portal inmobiliario,rm,quinta normal,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,1.0,80TO90,57,57,3,2,0.0,0,0,0,2013,35.0,612.0,304,https://www.portalinmobiliario.com/venta/departamento/quinta-normal-metropolitana/5758708-radal-l-metro-blaqueado--uda
20200807,portal inmobiliario,rm,vitacura,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,180TO190,202,190,3,3,1.0,1,1,0,12500,66.0,3652.0,292,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5002336-remodelado-vista-club-de-golf-vitacura-kennedy-rotonda-uda
20200807,portal inmobiliario,rm,nunoa,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,70,70,3,2,0.0,1,1,1,4861,69.0,1120.0,230,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5321321-duble-almeyda-altura-3700-a-3-cuadras-metro-chile-espana-piso-2-2000-uda
20200807,portal inmobiliario,rm,macul,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,2.0,80TO90,65,61,2,2,1.0,0,1,1,4136,68.0,719.0,173,https://www.portalinmobiliario.com/mlc-540285390-luis-valenzuela-armando-moock-_jm
20200807,portal inmobiliario,rm,nunoa,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,58,54,2,2,1.0,1,1,1,4150,77.0,806.0,194,https://www.portalinmobiliario.com/mlc-540033282-departamento-en-venta-de-2-dorm-en-nunoa-_jm
20200807,portal inmobiliario,rm,nunoa,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,90,85,2,2,1.0,1,1,1,5980,70.0,1261.0,210,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4461886-insuperable-dpto-grande-impecable-a-2-cuadras-del-metro-nunoa-comercio-tranquilidad-y-conectivdadi-uda
20200807,portal inmobiliario,rm,santiago,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,63,63,2,2,0.0,1,1,1,3890,62.0,882.0,226,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5477889-espectacular-proyecto-downtown-en-san-martinavda-libertador-bernando-ohiggins-metro-moneda-uda
20200807,portal inmobiliario,rm,las condes,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,Y,5.0,80TO90,80,73,3,2,1.0,1,0,0,4820,66.0,1193.0,247,https://www.portalinmobiliario.com/mlc-540325229-canumanqui-1263-las-condes-chile-_jm
20200807,portal inmobiliario,rm,pedro aguirre cerda,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,1.0,80TO90,55,55,2,1,0.0,1,0,0,1840,33.0,453.0,246,https://www.portalinmobiliario.com/mlc-540235484-departamento-en-venta-parque-andre-jarlan-_jm
20200807,portal inmobiliario,rm,san miguel,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,2.0,90TO100,100,100,2,2,0.0,1,1,0,5000,50.0,1200.0,240,https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/5758630-el-llano-frente-al-metro-uda
20200807,portal inmobiliario,rm,santiago,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,45,43,2,2,1.0,1,1,0,2638,61.0,613.0,232,https://www.portalinmobiliario.com/mlc-540220029-av-santa-rosa-tarapaca-_jm
20200807,portal inmobiliario,rm,las condes,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,160TO170,185,165,4,4,1.0,0,1,1,10900,66.0,3762.0,345,https://www.portalinmobiliario.com/mlc-539795171-departamento-en-venta-de-4-dorm-en-las-condes-_jm
20200807,portal inmobiliario,rm,providencia,2020-08-06,aparment,usada,-16,disponible,-16,100000,-16,N,5.0,110TO120,130,120,4,3,1.0,0,1,0,7670,64.0,2387.0,311,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5760695-metro-tobalaba-pio-x-universidad-san-sebastian-uda
20200807,portal inmobiliario,rm,nunoa,2020-08-07,aparment,usada,-16,disponible,-16,110000,-16,N,4.0,100TO110,132,109,3,3,1.0,1,1,1,8100,74.0,2186.0,269,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5762320-jose-pedro-alessandri-eduardo-castillo-velasco-uda
20200807,portal inmobiliario,rm,vitacura,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,85,70,2,2,1.0,1,1,0,9000,129.0,1121.0,124,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5761950-2d-2b-2est-vitacura-jardin-del-este-uda
20200807,portal inmobiliario,rm,estacion central,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,80TO90,32,32,1,1,0.0,0,0,0,2099,66.0,152.0,72,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5762696-general-amengual-uda
20200807,portal inmobiliario,rm,santiago,2020-08-06,aparment,usada,-16,disponible,-16,80000,-16,N,4.0,80TO90,55,55,2,2,0.0,1,1,1,3650,66.0,770.0,210,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5761590-santa-elena-998-departamento-409-uda
20200807,portal inmobiliario,rm,lo prado,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,LT30,28,28,1,1,0.0,0,0,0,1799,64.0,133.0,73,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5762640-santa-petronila-uda
20200807,portal inmobiliario,rm,maipu,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,1.0,80TO90,75,75,3,2,0.0,1,1,1,2951,39.0,1031.0,349,https://www.portalinmobiliario.com/venta/departamento/maipu-metropolitana/5760648-oportunidad-dpto-en-venta-las-torrespajaritos-uda
20200807,portal inmobiliario,rm,san miguel,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,2.0,80TO90,60,60,2,1,0.0,0,1,1,2326,39.0,540.0,232,https://www.portalinmobiliario.com/mlc-540281664-departamento-en-venta-de-2-dorm-en-san-miguel-_jm
20200807,portal inmobiliario,rm,las condes,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,90TO100,110,98,2,2,1.0,1,1,1,7600,78.0,1567.0,206,https://www.portalinmobiliario.com/mlc-540242332-del-inca-manquehue-a-pasos-de-metro-manquehue-_jm
20200807,portal inmobiliario,rm,las condes,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,80,70,2,2,1.0,1,1,1,6600,94.0,1128.0,170,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5758767-avda-cristobal-colon-sebastian-elcano-uda
20200807,portal inmobiliario,rm,quilicura,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,Y,1.0,80TO90,52,52,2,1,0.0,0,0,0,1441,28.0,351.0,243,https://www.portalinmobiliario.com/venta/departamento/quilicura-metropolitana/5762516-pje-san-antonio-uda
20200807,portal inmobiliario,rm,las condes,2020-08-06,aparment,usada,-16,disponible,-16,150000,-16,N,5.0,130TO140,165,140,3,3,1.0,1,1,1,11500,82.0,2887.0,251,https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5750247-martin-de-zamora-colegio-verbo-divino-uda
20200807,portal inmobiliario,rm,santiago,2020-08-06,aparment,usada,68,Done,-16,-16,-16,N,4.0,100TO110,110,110,3,2,0.0,0,1,0,4861,44.0,1540.0,316,https://www.portalinmobiliario.com/mlc-540237194-san-antonio-merced-_jm
20200807,portal inmobiliario,rm,providencia,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,80TO90,79,76,3,2,1.0,1,1,0,4720,62.0,1293.0,273,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5758936-diagonal-rancagua-av-francisco-bilbao-uda
20200807,portal inmobiliario,rm,nunoa,2020-08-07,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,90TO100,95,91,3,2,1.0,1,1,1,7590,83.0,1527.0,201,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5762871-lindo-departamento-a-pasos-metro-chile-espana-uda
20200807,portal inmobiliario,rm,san miguel,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,2.0,80TO90,82,82,3,2,0.0,1,1,1,4166,51.0,1189.0,285,https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/5761037-alcalde-pedro-alarcon-uda
20200807,portal inmobiliario,rm,providencia,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,Y,5.0,80TO90,87,73,2,2,1.0,1,1,0,7390,101.0,1159.0,156,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/3879663-arriendo-departamento-providencia-avenida-francisco-bilbao-andacollo-pedro-de-valdivia-uda
20200807,portal inmobiliario,rm,san joaquin,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,1.0,80TO90,78,74,3,2,1.0,0,0,1,3593,49.0,888.0,247,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5761510-amplio-y-acogedor-metro-nuble-uda
20200807,portal inmobiliario,rm,independencia,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,2.0,80TO90,52,52,2,1,0.0,0,0,1,2350,45.0,416.0,177,https://www.portalinmobiliario.com/venta/departamento/independencia-metropolitana/5758632-av-independencia-metro-hospitales-uda
20200807,portal inmobiliario,rm,las condes,2020-08-06,aparment,usada,-16,disponible,-16,-16,-16,N,5.0,100TO110,140,108,3,3,1.0,0,1,0,15000,139.0,2083.0,138,https://www.portalinmobiliario.com/mlc-540255338-americo-vespucio-metro-escuela-militar-_jm
20200807,portal inmobiliario,rm,santiago,2020-08-06,aparment,usada,72,Done,-16,-16,-16,N,4.0,90TO100,98,96,3,2,1.0,1,0,0,5381,56.0,1452.0,269,https://www.portalinmobiliario.com/mlc-540234875-san-martin-huerfanos-metro-santa-ana-_jm
20200807,portal inmobiliario,rm,santiago,2020-08-05,aparment,usada,-16,disponible,-16,-16,-16,N,4.0,80TO90,62,55,1,2,1.0,1,1,0,3850,70.0,693.0,180,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5758628-amunategui-san-martin-uda
