Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","penalolen","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","140","120","3","2","1","1","1","9700","https://www.portalinmobiliario.com/mlc-538236204-av-hacienda-macul-av-quilin-metro-quilin-_jm"
"portal inmobiliario","rm","la florida","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","59","53","2","2","1","0","1","3125","https://www.portalinmobiliario.com/mlc-537966165-froilan-lagos-sepulveda-1500-la-florida-chile-_jm"
"portal inmobiliario","rm","nunoa","24/07/2020","aparment","usada","-16","disponible","-16","85000","-16","N","69","63","2","2","1","1","0","4250","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5737353-av-pedro-de-valdivia-jose-domingo-canas-metro-l3-y-l6-uda"
"portal inmobiliario","rm","las condes","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","44","42","1","1","1","1","1","4200","https://www.portalinmobiliario.com/mlc-538111239-departamento-en-venta-de-1-dorm-en-las-condes-_jm"
"portal inmobiliario","rm","lo barnechea","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","64","64","3","2","1","1","0","9000","https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/5735380-valle-nevado-edificio-el-plomo-region-uda"
"portal inmobiliario","rm","nunoa","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","104","94","3","2","2","1","0","7100","https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5736189-ricardo-lyon-hernan-cortes-uda"
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","155","145","3","3","1","1","1","10800","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5424968-luis-carrera-uda"
"portal inmobiliario","rm","providencia","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","176","176","4","4","0","0","0","9680","https://www.portalinmobiliario.com/mlc-538136728-eliodoro-yanez-metro-salvador-_jm"
"portal inmobiliario","rm","macul","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","48","46","2","2","1","1","1","2900","https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/5737780-oportunidad-dpto-en-venta-macul-uda"
"portal inmobiliario","rm","las condes","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","88","83","2","2","1","1","1","7500","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5737681-escandinavia-los-militares-uda"
