,PriceUnit,Price,item,link
2499,UF,9.800,UF 9.800,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757337-las-hualtatas-pedro-canisio-uda#position=41&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2500,UF,9.800,UF 9.800,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757295-remodelado-sport-frances-uda#position=42&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2501,UF,12.000,UF 12.000,https://www.portalinmobiliario.com/MLC-539781162-departamento-en-venta-de-4-dorm-en-vitacura-_JM#position=43&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2502,UF,15.800,UF 15.800,https://www.portalinmobiliario.com/MLC-539777285-departamento-en-venta-de-2-dorm-en-vitacura-_JM#position=44&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2503,UF,19.500,UF 19.500,https://www.portalinmobiliario.com/MLC-539776675-departamento-en-venta-de-4-dorm-en-vitacura-_JM#position=45&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2504,UF,20.700,UF 20.700,https://www.portalinmobiliario.com/MLC-539774929-departamento-en-venta-de-5-dorm-en-vitacura-_JM#position=46&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2505,UF,14.500,UF 14.500,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757170-espectacular-departamento-con-maravillosa-vista-el-arcangel-con-arturo-ureta-uda#position=47&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2506,UF,11.990,UF 11.990,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757165-la-llaveria-balaguer-uda#position=48&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2507,UF,12.000,UF 12.000,https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5757101-estupendo-departamento-pio-xi-andres-de-vera-uda#position=49&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2508,UF,11.200,UF 11.200,https://www.portalinmobiliario.com/MLC-539760839-san-damian-nueva-costanera-_JM#position=50&type=item&tracking_id=781f6219-9861-45af-a08f-496942aa1702
2509,$,450.000.000,$ 450.000.000,https://www.portalinmobiliario.com/MLC-539002766-casa-en-venta-de-6-dormitorios-en-providencia-_JM#position=1&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2510,UF,10.700,UF 10.700,https://www.portalinmobiliario.com/MLC-539002600-casa-en-venta-de-8-dormitorios-en-providencia-_JM#position=2&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2511,UF,10.480,UF 10.480,https://www.portalinmobiliario.com/MLC-539000773-casa-en-venta-de-5-dormitorios-en-providencia-_JM#position=3&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2512,UF,19.000,UF 19.000,https://www.portalinmobiliario.com/MLC-539000236-casa-en-venta-de-9-dormitorios-en-providencia-_JM#position=4&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2513,$,580.000.000,$ 580.000.000,https://www.portalinmobiliario.com/MLC-539000015-casa-en-venta-de-4-dormitorios-en-providencia-_JM#position=5&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2514,UF,23.900,UF 23.900,https://www.portalinmobiliario.com/MLC-538999237-casa-en-venta-de-7-dormitorios-en-providencia-_JM#position=6&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2515,UF,22.000,UF 22.000,https://www.portalinmobiliario.com/MLC-538995908-casa-en-venta-de-5-dorm-en-providencia-_JM#position=7&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2516,UF,19.500,UF 19.500,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5745836-parque-uruguay-maiten-propiedades-donamos-5-de-la-comision-corretaje-con-sentido-uda#position=8&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2517,UF,9.950,UF 9.950,https://www.portalinmobiliario.com/MLC-538870879-bustos-holanda-_JM#position=9&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2518,UF,18.200,UF 18.200,https://www.portalinmobiliario.com/MLC-538869686-casa-en-venta-de-4-dorm-en-providencia-_JM#position=10&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2519,UF,24.000,UF 24.000,https://www.portalinmobiliario.com/MLC-538861893-casa-en-venta-de-5-dormitorios-en-providencia-_JM#position=11&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2520,UF,11.300,UF 11.300,https://www.portalinmobiliario.com/MLC-538849135-casa-en-venta-de-4-dorm-en-providencia-_JM#position=12&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2521,UF,13.400,UF 13.400,https://www.portalinmobiliario.com/MLC-538848579-casa-en-venta-de-3-dorm-en-providencia-_JM#position=13&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2522,UF,13.400,UF 13.400,https://www.portalinmobiliario.com/MLC-538848578-casa-en-venta-de-3-dorm-en-providencia-_JM#position=14&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2523,UF,18.100,UF 18.100,https://www.portalinmobiliario.com/MLC-538848513-casa-en-venta-de-6-dorm-en-providencia-_JM#position=15&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2524,UF,12.770,UF 12.770,https://www.portalinmobiliario.com/MLC-538848484-casa-en-venta-de-4-dorm-en-providencia-_JM#position=16&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2525,UF,12.770,UF 12.770,https://www.portalinmobiliario.com/MLC-538848498-casa-en-venta-de-4-dorm-en-providencia-_JM#position=17&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2526,UF,18.100,UF 18.100,https://www.portalinmobiliario.com/MLC-538848479-casa-en-venta-de-6-dorm-en-providencia-_JM#position=18&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2527,UF,12.770,UF 12.770,https://www.portalinmobiliario.com/MLC-538848391-casa-en-venta-de-4-dorm-en-providencia-_JM#position=19&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2528,UF,12.700,UF 12.700,https://www.portalinmobiliario.com/MLC-538848354-casa-en-venta-de-5-dorm-en-providencia-_JM#position=20&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2529,UF,13.650,UF 13.650,https://www.portalinmobiliario.com/MLC-538848351-casa-en-venta-de-3-dorm-en-providencia-_JM#position=21&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2530,UF,12.700,UF 12.700,https://www.portalinmobiliario.com/MLC-538848317-casa-en-venta-de-5-dorm-en-providencia-_JM#position=22&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2531,UF,20.990,UF 20.990,https://www.portalinmobiliario.com/MLC-538848150-casa-en-venta-de-5-dorm-en-providencia-_JM#position=23&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2532,UF,13.400,UF 13.400,https://www.portalinmobiliario.com/MLC-538848055-casa-en-venta-de-3-dorm-en-providencia-_JM#position=24&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2533,UF,15.900,UF 15.900,https://www.portalinmobiliario.com/MLC-538847578-casa-en-venta-de-7-dormitorios-en-providencia-_JM#position=25&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2534,UF,15.500,UF 15.500,https://www.portalinmobiliario.com/MLC-538841648-casa-en-venta-de-7-dorm-en-providencia-_JM#position=26&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2535,UF,19.999,UF 19.999,https://www.portalinmobiliario.com/MLC-538672604-gran-casa-los-diamelos-pocuro-bilbao-_JM#position=27&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
2536,UF,12.540,UF 12.540,https://www.portalinmobiliario.com/MLC-538662647-alaska-providencia-chile-_JM#position=28&type=item&tracking_id=f664580b-69dc-4b05-ae50-2992e045ee2d
