,PriceUnit,Price,item,link
14989,UF,22.900,UF 22.900,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5699119-jardin-la-dehesa-uda#position=46&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac
14990,UF,20.000,UF 20.000,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5699081-el-arrayan-uda#position=47&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac
14991,UF,19.000,UF 19.000,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5699061-el-arrayan-uda#position=48&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac
14992,UF,22.000,UF 22.000,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5698611-el-arrayan-uda#position=49&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac
14993,UF,21.200,UF 21.200,https://www.portalinmobiliario.com/venta/casa/lo-barnechea-metropolitana/5698593-parque-del-sol-uda#position=50&type=item&tracking_id=32086e25-275d-4404-8b8e-61c72cdf29ac
14994,UF,2.900,UF 2.900,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5436476-marin-uda#position=1&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
14995,$,85.000.000,$ 85.000.000,https://www.portalinmobiliario.com/MLC-520478963-propiedad-en-se-vende-deptometro-san-joaquin-vicuna-mackenna-_JM#position=2&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
14996,$,75.000.000,$ 75.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5433966-barcelonapudeto-uda#position=3&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
14997,$,69.000.000,$ 69.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5333674-av-la-florida-real-pontevedra-uda#position=4&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
14998,$,35.000.000,$ 35.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5295563-tobalaba-walker-martinez-uda#position=5&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
14999,UF,5.490,UF 5.490,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5328433-camino-del-paisaje-alto-macul-uda#position=6&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15000,UF,3.350,UF 3.350,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5333347-paseo-del-roble-la-florida-uda#position=7&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15001,UF,2.478,UF 2.478,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5308843-vicuna-mackenna-metro-irarrazaval-uda#position=8&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15002,$,92.000.000,$ 92.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5130559-geronimo-de-alderete-colombia-uda#position=9&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15003,UF,2.510,UF 2.510,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5037063-jose-miguel-carrera-130-uda#position=10&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15004,$,92.000.000,$ 92.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5270327-a-pasos-de-estacion-metro-uda#position=11&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15005,UF,2.530,UF 2.530,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/4984002-jose-miguel-carrera-130-uda#position=12&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15006,UF,4.100,UF 4.100,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/3761885-santa-elena-370-uda#position=13&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15007,$,95.000.000,$ 95.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5416861-vicuna-mackenna-poniente-metro-mirador-uda#position=14&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
15008,$,122.000.000,$ 122.000.000,https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/5324547-walker-martinez-2991-uda#position=15&type=item&tracking_id=ce916abb-0aca-423d-9be3-6f785c97f9af
