,PriceUnit,Price,item,link
9993,UF,9.550,UF 9.550,https://www.portalinmobiliario.com/MLC-538998492-departamento-en-venta-de-3-dormitorios-en-providencia-_JM#position=13&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
9994,UF,8.450,UF 8.450,https://www.portalinmobiliario.com/MLC-538998484-departamento-en-venta-de-3-dormitorios-en-providencia-_JM#position=14&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
9995,UF,9.490,UF 9.490,https://www.portalinmobiliario.com/MLC-538998425-departamento-en-venta-de-3-dormitorios-en-providencia-_JM#position=15&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
9996,UF,10.850,UF 10.850,https://www.portalinmobiliario.com/MLC-538998430-departamento-en-venta-de-3-dormitorios-en-providencia-_JM#position=16&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
9997,UF,5.400,UF 5.400,https://www.portalinmobiliario.com/MLC-538998321-departamento-en-venta-de-2-dorm-en-providencia-_JM#position=17&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
9998,UF,10.500,UF 10.500,https://www.portalinmobiliario.com/MLC-538997923-departamento-en-venta-de-3-dorm-en-providencia-_JM#position=18&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
9999,UF,5.400,UF 5.400,https://www.portalinmobiliario.com/MLC-538996900-departamento-en-venta-de-2-dorm-en-providencia-_JM#position=19&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10000,UF,8.900,UF 8.900,https://www.portalinmobiliario.com/MLC-538996846-departamento-en-venta-de-2-dorm-en-providencia-_JM#position=20&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10001,$,170.400.000,$ 170.400.000,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746972-almirante-riveros-vicuna-mackenna-uda#position=21&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10002,UF,8.200,UF 8.200,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4814251-av-los-leones-suecia-uda#position=22&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10003,UF,8.000,UF 8.000,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746868-luis-thayer-ojeda-el-vergel-uda#position=23&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10004,UF,5.000,UF 5.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5746841-campus-oriente-uc-uda#position=24&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10005,UF,3.450,UF 3.450,https://www.portalinmobiliario.com/MLC-538986680-departamento-en-venta-de-1-dorm-en-providencia-_JM#position=25&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10006,UF,6.300,UF 6.300,https://www.portalinmobiliario.com/MLC-538983907-alberto-henckel-vista-despejada-_JM#position=26&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10007,UF,4.200,UF 4.200,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746393-el-bosquemetro-cristobal-colon-uda#position=27&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10008,UF,8.900,UF 8.900,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746379-duplex-con-patio-uda#position=28&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10009,UF,11.300,UF 11.300,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5686882-el-bosque-plaza-las-lilas-uda#position=29&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10010,UF,6.900,UF 6.900,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746300-suecia-metro-los-leones-uda#position=30&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10011,UF,6.390,UF 6.390,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746270-nueva-de-lyon-metro-los-leones-uda#position=31&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10012,UF,9.645,UF 9.645,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746254-vista-antunez-metro-uda#position=32&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10013,UF,12.200,UF 12.200,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746246-oportunidad-penthouse-plaza-las-lilas-uda#position=33&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10014,$,85.000.000,$ 85.000.000,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5651804-antonio-varas-sucre-remodelado-uda#position=34&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10015,UF,11.303,UF 11.303,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5746008-capullo-ricardo-lyon-uda#position=35&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10016,UF,7.000,UF 7.000,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5745997-los-leones-holanda-oportunidad-uda#position=36&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10017,UF,3.600,UF 3.600,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5745949-santa-beatriz-av-providencia-uda#position=37&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10018,UF,6.100,UF 6.100,https://www.portalinmobiliario.com/MLC-538878302-departamento-en-venta-metro-los-leones-_JM#position=38&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10019,UF,11.200,UF 11.200,https://www.portalinmobiliario.com/MLC-538876963-las-dalias-roberto-del-rio-_JM#position=39&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10020,UF,7.500,UF 7.500,https://www.portalinmobiliario.com/MLC-538875739-el-vergel-los-leones-_JM#position=40&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10021,UF,4.800,UF 4.800,https://www.portalinmobiliario.com/MLC-538874491-arzobispo-larrain-dpto-piso-6-oportunidad-_JM#position=41&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10022,UF,6.450,UF 6.450,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4922488-dario-urzua-eliodoro-yanez-uda#position=42&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10023,UF,6.650,UF 6.650,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4987987-avda-salvadorbilbao-uda#position=43&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10024,UF,9.500,UF 9.500,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4890754-pocuro-pedro-de-valdivia-uda#position=44&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10025,$,165.000.000,$ 165.000.000,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4757186-providenciabustamantevicmackenna-uda#position=45&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10026,UF,12.500,UF 12.500,https://www.portalinmobiliario.com/MLC-538872432-el-vergel-los-leones-_JM#position=46&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10027,UF,9.200,UF 9.200,https://www.portalinmobiliario.com/MLC-538872248-eduardo-de-la-barra-parque-ines-de-suarez-_JM#position=47&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10028,UF,10.500,UF 10.500,https://www.portalinmobiliario.com/MLC-538868315-departamento-en-venta-de-4-dorm-en-providencia-_JM#position=48&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10029,UF,7.000,UF 7.000,https://www.portalinmobiliario.com/MLC-538866961-departamento-en-venta-de-2-dorm-en-providencia-_JM#position=49&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10030,$,185.000.000,$ 185.000.000,https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5591004-maravillosa-vista-av-santa-maria-uda#position=50&type=item&tracking_id=883f7db3-5759-4db3-a5d9-d4525597e8e3
10031,UF,8.750,UF 8.750,https://www.portalinmobiliario.com/MLC-538847840-departamento-en-venta-de-2-dormitorios-en-vitacura-_JM#position=1&type=item&tracking_id=06a3bbbf-4b8b-4f34-b710-24fa0be50480
10032,UF,11.900,UF 11.900,https://www.portalinmobiliario.com/MLC-538847826-departamento-en-venta-de-3-dormitorios-en-vitacura-_JM#position=2&type=item&tracking_id=06a3bbbf-4b8b-4f34-b710-24fa0be50480
10033,UF,11.700,UF 11.700,https://www.portalinmobiliario.com/MLC-538847734-departamento-en-venta-de-4-dormitorios-en-vitacura-_JM#position=3&type=item&tracking_id=06a3bbbf-4b8b-4f34-b710-24fa0be50480
10034,UF,20.450,UF 20.450,https://www.portalinmobiliario.com/MLC-538847517-departamento-en-venta-de-4-dormitorios-en-vitacura-_JM#position=4&type=item&tracking_id=06a3bbbf-4b8b-4f34-b710-24fa0be50480
10035,UF,13.000,UF 13.000,https://www.portalinmobiliario.com/MLC-538847399-departamento-en-venta-de-4-dormitorios-en-vitacura-_JM#position=5&type=item&tracking_id=06a3bbbf-4b8b-4f34-b710-24fa0be50480
10036,UF,12.000,UF 12.000,https://www.portalinmobiliario.com/MLC-538847380-departamento-en-venta-de-3-dormitorios-en-vitacura-_JM#position=6&type=item&tracking_id=06a3bbbf-4b8b-4f34-b710-24fa0be50480
10037,UF,18.560,UF 18.560,https://www.portalinmobiliario.com/MLC-538847376-departamento-en-venta-de-3-dormitorios-en-vitacura-_JM#position=7&type=item&tracking_id=06a3bbbf-4b8b-4f34-b710-24fa0be50480
