,PriceUnit,Price,item,link
19985,UF,3.800,UF 3.800,https://www.portalinmobiliario.com/MLC-537052905-departamento-en-venta-metro-santa-isabel-_JM#position=6&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19986,UF,2.500,UF 2.500,https://www.portalinmobiliario.com/MLC-537052877-departamento-en-venta-metro-santa-ana-_JM#position=7&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19987,$,57.000.000,$ 57.000.000,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5724610-santa-rosa-marcoleta-uda#position=8&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19988,UF,3.900,UF 3.900,https://www.portalinmobiliario.com/MLC-537052678-departamento-en-venta-metro-santa-ana-_JM#position=9&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19989,UF,2.650,UF 2.650,https://www.portalinmobiliario.com/MLC-537052571-departamento-en-venta-metro-los-heroes-_JM#position=10&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19990,$,75.000.000,$ 75.000.000,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5724600-argomedo-fray-camilo-henriquez-uda#position=11&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19991,$,78.000.000,$ 78.000.000,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5724595-argomedo-fray-camilo-henriquez-uda#position=12&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19992,$,80.000.000,$ 80.000.000,https://www.portalinmobiliario.com/MLC-537052270-departamento-en-venta-barrio-londres-_JM#position=13&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19993,UF,9.900,UF 9.900,https://www.portalinmobiliario.com/MLC-537051243-departamento-en-venta-colon-_JM#position=14&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19994,$,75.000.000,$ 75.000.000,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5724275-entre-santa-isabel-y-10-de-julio-uda#position=15&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19995,UF,1.900,UF 1.900,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5724130-eyzaguirre-766-uda#position=16&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19996,UF,3.050,UF 3.050,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5724005-compania-de-jesus-2349-uda#position=17&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19997,UF,2.240,UF 2.240,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5723968-vicuna-mackenna-1281-uda#position=18&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19998,UF,2.350,UF 2.350,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5723845-vicuna-mackena-marin-uda#position=19&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
19999,UF,3.600,UF 3.600,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5723698-impecable-loft-barrio-republica-uda#position=20&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20000,UF,5.600,UF 5.600,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5723673-interesante-y-amplio-loft-barrio-republica-uda#position=21&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20001,UF,1.830,UF 1.830,https://www.portalinmobiliario.com/MLC-537033941-departamento-en-venta-metro-irarrazaval-_JM#position=22&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20002,UF,1.850,UF 1.850,https://www.portalinmobiliario.com/MLC-537033938-departamento-en-venta-metro-irarrazaval-_JM#position=23&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20003,UF,7.200,UF 7.200,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5723251-barrio-lastarriacerro-santa-lucia-uda#position=24&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20004,UF,2.000,UF 2.000,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5723164-rodulfo-phillippi-43-uda#position=25&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20005,UF,3.050,UF 3.050,https://www.portalinmobiliario.com/MLC-537030898-santo-domingo-1450-santiago-chile-_JM#position=26&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20006,UF,1.440,UF 1.440,https://www.portalinmobiliario.com/MLC-537029626-metro-santa-ana-_JM#position=27&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20007,UF,2.050,UF 2.050,https://www.portalinmobiliario.com/MLC-537029610-metro-santa-ana-_JM#position=28&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20008,UF,3.652,UF 3.652,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722968-libertaderasmo-escala-uda#position=29&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20009,UF,3.625,UF 3.625,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722967-libertaderasmo-escala-uda#position=30&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20010,UF,3.724,UF 3.724,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722966-libertaderasmo-escala-uda#position=31&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20011,UF,3.709,UF 3.709,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722965-libertaderasmo-escala-uda#position=32&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20012,UF,3.669,UF 3.669,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722964-libertaderasmo-escala-uda#position=33&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20013,UF,3.669,UF 3.669,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722962-libertaderasmo-escala-uda#position=34&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20014,UF,3.625,UF 3.625,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722961-libertaderasmo-escala-uda#position=35&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20015,UF,3.625,UF 3.625,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722960-libertaderasmo-escala-uda#position=36&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20016,UF,3.901,UF 3.901,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722959-libertaderasmo-escala-uda#position=37&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20017,UF,3.863,UF 3.863,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722958-libertaderasmo-escala-uda#position=38&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
20018,UF,3.825,UF 3.825,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5722957-libertaderasmo-escala-uda#position=39&type=item&tracking_id=8bcfe443-0c3d-413b-926b-b9205df0d6df
