,PriceUnit,Price,item,link
4997,UF,5.500,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5629263-del-manantial-0-uda#position=28&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
4998,UF,7.000,UF 7.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5629203-del-molino-7000-uda#position=29&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
4999,UF,17.900,UF 17.900,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5628199-huechuraba-umayor-uda#position=30&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5000,UF,11.400,UF 11.400,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5623609-pedro-fontovapedro-fontova-uda#position=31&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5001,UF,8.800,UF 8.800,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5520540-condominio-la-capilla-uda#position=32&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5002,UF,8.498,UF 8.498,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5109303-condominio-el-carmen-uda#position=33&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5003,UF,6.000,UF 6.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5369054-pedro-fontova-alberto-undurraga-uda#position=34&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5004,UF,8.850,UF 8.850,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5623123-amplia-casa-con-gran-terreno-en-condominio-8850-uf-uda#position=35&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5005,UF,7.700,UF 7.700,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5623027-pedro-fontova-7050-uda#position=36&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5006,UF,19.000,UF 19.000,https://www.portalinmobiliario.com/MLC-528598635-casa-en-venta-en-huechuraba-_JM#position=37&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5007,UF,5.600,UF 5.600,https://www.portalinmobiliario.com/MLC-528598230-casa-en-venta-de-4-dormitorios-en-huechuraba-_JM#position=38&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5008,UF,21.000,UF 21.000,https://www.portalinmobiliario.com/MLC-528585820-casa-en-venta-de-5-dormitorios-en-huechuraba-_JM#position=39&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5009,UF,3.320,UF 3.320,https://www.portalinmobiliario.com/MLC-528583227-propiedad-en-lluta-los-caiquenes-_JM#position=40&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5010,UF,9.300,UF 9.300,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5620388-condominio-los-maitenes-huechuraba-uda#position=41&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5011,UF,8.100,UF 8.100,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5620288-condominio-el-almendro-detras-de-la-ciudad-empresarial-uda#position=42&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5012,UF,3.850,UF 3.850,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5618759-mall-plaza-norte-huechuraba-uda#position=43&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5013,UF,5.500,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5615304-en-condominio-frente-a-plaza-con-juegos-infantiles-uda#position=44&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5014,UF,8.500,UF 8.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5549423-condominio-los-castanospedro-fontova-uda#position=45&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5015,UF,8.690,UF 8.690,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614962-excelente-y-amplia-propiedad-en-condominio-seguridad-las-24-horas-uda#position=46&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5016,$,105.000.000,$ 105.000.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614808-lasana-6605-uda#position=47&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5017,UF,5.920,UF 5.920,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614321-casa-en-sector-residencial-uda#position=48&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5018,UF,8.390,UF 8.390,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5614192-impecable-en-condominio-estilo-chilena-amplias-areas-verdes-uda#position=49&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5019,UF,8.500,UF 8.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5613773-excelente-casa-en-lindo-condominio-pv-uda#position=50&type=item&tracking_id=c352d244-1afb-459e-b355-153bec4f30e2
5020,UF,25.000,UF 25.000,https://www.portalinmobiliario.com/MLC-528598329-casa-en-venta-de-6-dorm-en-providencia-_JM#position=1&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5021,UF,13.273,UF 13.273,https://www.portalinmobiliario.com/venta/casa/santiago-metropolitana/5621055-rancagua-vicuia-mackenna-uda#position=2&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5022,UF,14.129,UF 14.129,https://www.portalinmobiliario.com/MLC-528361014-casa-en-venta-de-5-dormitorios-en-providencia-_JM#position=3&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5023,$,279.000.000,$ 279.000.000,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/4703128-emilio-delporte-uda#position=4&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5024,$,500.000.000,$ 500.000.000,https://www.portalinmobiliario.com/venta/casa/nunoa-metropolitana/4848439-diego-de-almagro-amapolas-uda#position=5&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5025,UF,10.085,UF 10.085,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5335147-julio-prado-pedro-leon-gallo-uda#position=6&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5026,$,250.000.000,$ 250.000.000,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5611957-casa-antigua-parque-bustamante-provide-uda#position=7&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5027,UF,13.900,UF 13.900,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5611769-bellavista-providencia-uda#position=8&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5028,$,450.000.000,$ 450.000.000,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5611486-bustamantemetro-santa-isabel-uda#position=9&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5029,UF,21.000,UF 21.000,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5195560-bustos-2578-uda#position=10&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5030,UF,24.000,UF 24.000,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5231697-providencia-metro-salvador-uda#position=11&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5031,$,480.000.000,$ 480.000.000,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/2236666-dalmacia-con-manuel-montt-uda#position=12&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5032,$,399.000.000,$ 399.000.000,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5609262-eliecer-parada-pucara-uda#position=13&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5033,UF,15.900,UF 15.900,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5387716-casa-en-providencia-uda#position=14&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
5034,UF,19.450,UF 19.450,https://www.portalinmobiliario.com/venta/casa/providencia-metropolitana/5494886-valenzuela-castillo-antonio-varas-uda#position=15&type=item&tracking_id=7bca7695-19e7-4d32-9b75-ef5c0bc497ce
