,PriceUnit,Price,item,link
12491,UF,2.350,UF 2.350,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5528323-toro-mazotte-110-uda#position=20&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12492,$,72.000.000,$ 72.000.000,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5197406-titan-4900-uda#position=21&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12493,$,90.000.000,$ 90.000.000,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5528119-calle-cuadro-verdeav-gladys-marin-uda#position=22&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12494,UF,1.935,UF 1.935,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/9515-edificio-alto-los-nogales-nva#position=23&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12495,UF,1.650,UF 1.650,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5527257-maria-rozas-velasquez-65-uda#position=24&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12496,UF,2.800,UF 2.800,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5526044-metro-universidad-de-santiago-uda#position=25&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12497,UF,2.600,UF 2.600,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5511854-titan-4870-uda#position=26&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12498,$,65.000.000,$ 65.000.000,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5508867-san-alberto-hurtado-ecuador-uda#position=27&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12499,UF,1.900,UF 1.900,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5507103-metro-san-alberto-hurtado-uda#position=28&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12500,UF,1.980,UF 1.980,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5503743-nicasio-retamales-115-departamento-1813-uda#position=29&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12501,UF,1.750,UF 1.750,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5500261-edificio-las-rejas-estacion-central-uda#position=30&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12502,UF,2.650,UF 2.650,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5443587-metro-u-santiago-padre-hurtado-uda#position=31&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12503,UF,,UF ,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490665-metro-san-alberto-hurtado-2d1b-uda#position=32&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12504,UF,,UF ,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490664-metro-san-alberto-hurtado-1d1b-uda#position=33&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12505,UF,,UF ,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490666-metro-san-alberto-hurtado-2d2b-uda#position=34&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12506,UF,1.800,UF 1.800,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490651-edificio-alameda-central-1d1b-metro-uda#position=35&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12507,UF,1.910,UF 1.910,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490643-edificio-conquista-velasquez-i-autopis-uda#position=36&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12508,UF,1.910,UF 1.910,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490642-edificio-conquista-velasquez-i-autopis-uda#position=37&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12509,UF,2.850,UF 2.850,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490646-edificio-conquista-velasquez-i-autopis-uda#position=38&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12510,UF,2.220,UF 2.220,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490640-edificio-conquista-velasquez-i-autopis-uda#position=39&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12511,UF,2.490,UF 2.490,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490641-edificio-conquista-velasquez-i-autopis-uda#position=40&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12512,UF,2.400,UF 2.400,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490618-edificio-eco-futuro-ii-1d1b-metro-ec-uda#position=41&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12513,UF,2.400,UF 2.400,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490620-edificio-eco-futuro-ii-1d1b-metro-ec-uda#position=42&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12514,UF,2.600,UF 2.600,https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5490547-edificio-parque-sacramentinos-2d1b-t-uda#position=43&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12515,UF,2.590,UF 2.590,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490532-edificio-espacio-central-2d1b-metro-uda#position=44&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12516,UF,2.400,UF 2.400,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490486-edificio-alameda-central-1d1b-metro-uda#position=45&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
12517,UF,2.641,UF 2.641,https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5490481-proyecto-caiquen-2d2b-estacion-centr-uda#position=46&type=item&tracking_id=abb8fca3-e160-4bd6-8aa8-a9f30645f9fb
